t273	0	1
t274	0	0
t275	1	1
t276	0	1
t277	0	0
t278	0	1
t279	0	0
t28	0	1
t280	0	0
t281	0	0
t282	1	1
t283	1	0
t284	1	1
t285	0	1
t286	0	0
t287	0	1
t288	1	1
t289	0	0
t29	0	1
t290	0	0
t291	0	1
t292	1	1
t293	0	0
t294	0	0
t295	0	0
t296	0	1
t297	1	1
t298	0	1
t299	0	1
t3	1	1
t30	1	1
t300	0	1
t301	0	1
t302	0	0
t303	1	1
t304	0	1
t305	0	0
t306	1	1
t307	0	0
t308	1	1
t309	1	1
t31	0	1
t310	1	1
t311	0	0
t312	0	0
t313	1	1
t314	0	0
t315	0	1
t316	0	1
t317	0	1
t318	0	1
t319	1	1
t32	0	1
t320	1	1
t321	0	0
t322	1	1
t323	0	1
t324	0	0
t325	1	1
t326	0	0
t327	0	0
t328	0	0
t329	0	1
t33	0	1
t330	0	0
t331	0	1
t332	0	0
t333	0	0
t334	0	0
t335	0	0
t336	1	1
t337	1	1
t338	0	1
t339	1	1
t34	0	1
t340	0	1
t341	0	1
t342	0	1
t343	0	0
t344	0	0
t345	0	1
t346	0	1
t347	0	0
t348	0	1
t349	0	0
t35	0	1
t350	1	?
t351	0	1
t352	1	1
t353	0	1
t354	0	1
t355	0	0
t356	0	1
t357	1	1
t358	0	1
t359	0	1
t36	1	0
t360	1	1
t361	0	0
t362	0	0
t363	0	0
t364	1	1
t365	0	1
t366	0	0
t367	0	1
t368	1	1
t369	1	1
t37	0	0
t370	1	1
t371	0	0
t372	0	1
t373	1	1
t374	1	1
t375	0	0
t376	0	1
t377	1	1
t378	0	1
t379	1	1
t38	1	1
t380	0	0
t381	0	1
t382	0	1
t383	1	1
t384	1	1
t385	0	1
t386	1	1
t387	1	1
t388	1	1
t389	1	1
t39	0	0
t390	1	1
t391	1	1
t392	1	1
t393	0	1
t394	0	0
t395	0	1
t396	1	1
t397	0	1
t398	0	1
t399	0	0
t4	0	0
t40	1	1
t400	0	1
t401	0	1
t402	1	1
t403	1	1
t404	0	1
t405	1	1
t406	1	1
t407	1	1
t408	0	1
t409	1	1
t41	0	1
t410	0	0
t411	0	0
t412	1	1
t413	1	1
t414	0	1
t415	0	0
t416	1	1
t417	1	1
t418	0	1
t419	1	1
t42	1	1
t420	0	1
t421	0	0
t422	0	0
t423	1	1
t424	0	1
t425	1	1
t426	0	1
t427	0	1
t428	1	1
t429	1	1
t43	0	0
t430	0	0
t431	0	0
t432	1	1
t433	1	1
t434	1	1
t435	0	0
t436	0	1
t437	0	0
t438	1	1
t439	0	0
t44	1	1
t440	1	1
t441	1	1
t442	0	1
t443	1	1
t444	0	1
t445	0	1
t446	0	0
t447	0	0
t448	1	1
t449	0	1
t45	0	0
t450	1	0
t451	0	0
t452	0	1
t453	0	0
t454	0	0
t455	0	0
t456	0	0
t457	0	0
t458	0	1
t459	1	1
t46	0	0
t460	1	1
t461	0	1
t462	1	1
t463	0	0
t464	0	0
t465	1	1
t466	0	0
t467	1	1
t468	0	0
t469	0	0
t47	0	1
t470	0	1
t471	0	1
t472	1	1
t473	0	0
t474	0	1
t475	0	1
t476	0	1
t477	0	1
t478	0	1
t479	1	1
t48	1	1
t480	0	0
t481	0	1
t482	0	1
t483	0	0
t484	1	1
t485	1	0
t486	0	1
t487	0	0
t488	0	1
t489	1	1
t49	0	1
t490	1	1
t491	0	0
t492	1	1
t493	1	1
t494	0	0
t495	0	0
t496	1	1
t497	0	0
t498	0	0
t499	1	1
t5	1	1
t50	1	1
t500	1	1
t51	1	1
t52	0	1
t53	0	0
t54	1	1
t55	0	0
t56	0	1
t57	1	1
t58	0	0
t59	1	1
t6	0	1
t60	0	1
t61	1	1
t62	1	1
t63	1	1
t64	0	1
t65	1	1
t66	0	0
t67	0	1
t68	0	1
t69	1	1
t7	0	0
t70	0	0
t71	0	0
t72	1	1
t73	1	1
t74	0	0
t75	0	1
t76	1	1
t77	0	0
t78	1	1
t79	0	1
t8	1	1
t80	0	0
t81	0	0
t82	0	1
t83	0	1
t84	0	1
t85	0	1
t86	0	1
t87	0	0
t88	0	1
t89	1	1
t9	0	1
t90	0	0
t91	0	0
t92	0	1
t93	0	0
t94	0	1
t95	0	0
t96	0	0
t97	0	0
t98	0	1
t99	0	1
