Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_edited_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_dep_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1269315673
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      5000000
Burn in:                         1000000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model_dep.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
3373000	-470.682600	1	3470	0.459164	0.000000	0.459164	0.459164	0.459164	0.459164	0.459164	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.259787	0.639490	0.401245	0.315058	0.481438	0.066170	0.326833	0.027760	
3374000	-467.005728	1	1508	0.615843	0.000000	0.615843	0.615843	0.359538	0.359538	0.615843	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.232136	0.094086	0.680827	0.111567	0.120734	0.503539	0.717189	0.248215	
3375000	-470.204192	1	3367	0.494237	0.000000	0.494237	0.494237	0.494237	0.494237	0.494237	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.488544	0.737530	0.537731	0.657694	0.978355	0.503410	0.031850	0.054009	
3376000	-470.462400	1	3081	0.470196	0.000000	0.470196	0.470196	0.470196	0.470196	0.470196	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.931058	0.927775	0.014909	0.386082	0.500342	0.074697	0.051435	0.970475	
3377000	-470.381567	1	1863	0.475402	0.000000	0.475402	0.475402	0.475402	0.475402	0.475402	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.453248	0.647818	0.634563	0.823299	0.012687	0.465978	0.120396	0.858827	
3378000	-470.464309	1	1953	0.542663	0.000000	0.542663	0.542663	0.542663	0.542663	0.542663	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.804028	0.767961	0.754262	0.699884	0.690204	0.210273	0.054147	0.069516	
3379000	-471.478829	1	620	0.433430	0.000000	0.433430	0.433430	0.433430	0.433430	0.433430	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.526832	0.349948	0.097590	0.358464	0.353137	0.710595	0.404839	0.958692	
3380000	-470.671633	1	1431	0.555034	0.000000	0.555034	0.555034	0.555034	0.555034	0.555034	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.723363	0.318351	0.665496	0.478459	0.207495	0.114428	0.459967	0.576754	
3381000	-470.394258	1	3296	0.474520	0.000000	0.474520	0.474520	0.474520	0.474520	0.474520	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.003938	0.399410	0.962805	0.300552	0.267816	0.969344	0.534977	0.216633	
3382000	-470.209200	1	927	0.493254	0.000000	0.493254	0.493254	0.493254	0.493254	0.493254	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.171477	0.202652	0.279927	0.762316	0.060955	0.444844	0.890357	0.152169	
3383000	-470.369336	1	1672	0.535582	0.000000	0.535582	0.535582	0.535582	0.535582	0.535582	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.796341	0.899340	0.299258	0.314935	0.230744	0.569010	0.286085	0.978932	
3384000	-470.278422	1	2445	0.526972	0.000000	0.526972	0.526972	0.526972	0.526972	0.526972	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.062420	0.578343	0.646314	0.700657	0.550303	0.249020	0.418453	0.339288	
3385000	-471.325632	1	1517	0.437474	0.000000	0.437474	0.437474	0.437474	0.437474	0.437474	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.882669	0.006713	0.676246	0.774678	0.265001	0.735524	0.007192	0.249960	
3386000	-467.054826	1	3365	0.595871	0.000000	0.595871	0.595871	0.380182	0.380182	0.595871	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.929926	0.604342	0.110296	0.843263	0.681533	0.797189	0.415294	0.501040	
3387000	-471.479450	1	3223	0.588801	0.000000	0.588801	0.588801	0.588801	0.588801	0.588801	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.561640	0.640206	0.479354	0.978044	0.158217	0.045258	0.669460	0.967780	
3388000	-470.232876	1	2590	0.521147	0.000000	0.521147	0.521147	0.521147	0.521147	0.521147	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.389155	0.508241	0.192434	0.506937	0.520839	0.435381	0.380285	0.068811	
3389000	-470.217636	1	1377	0.518687	0.000000	0.518687	0.518687	0.518687	0.518687	0.518687	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.522191	0.068693	0.331916	0.157048	0.297730	0.376905	0.581518	0.851543	
3390000	-470.871819	1	3751	0.564863	0.000000	0.564863	0.564863	0.564863	0.564863	0.564863	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.753071	0.726743	0.005311	0.661927	0.516003	0.227593	0.660476	0.592287	
3391000	-467.591533	1	2054	0.536462	0.000000	0.536462	0.536462	0.341050	0.341050	0.536462	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.676699	0.895273	0.968631	0.869916	0.590936	0.329045	0.858664	0.825661	
3392000	-470.215148	1	2808	0.492187	0.000000	0.492187	0.492187	0.492187	0.492187	0.492187	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.047001	0.076090	0.864122	0.129979	0.893668	0.254877	0.417525	0.272322	
3393000	-470.694877	1	996	0.556257	0.000000	0.556257	0.556257	0.556257	0.556257	0.556257	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.543366	0.790271	0.446533	0.741785	0.369207	0.084917	0.117393	0.244545	
3394000	-470.194235	1	2717	0.496536	0.000000	0.496536	0.496536	0.496536	0.496536	0.496536	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.284022	0.303922	0.856786	0.858643	0.452695	0.195613	0.805824	0.940308	
3395000	-470.709805	1	224	0.557029	0.000000	0.557029	0.557029	0.557029	0.557029	0.557029	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.595890	0.575153	0.296591	0.160094	0.112161	0.767971	0.989497	0.712350	
3396000	-470.211118	1	2856	0.517493	0.000000	0.517493	0.517493	0.517493	0.517493	0.517493	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.678317	0.128834	0.444370	0.116419	0.839808	0.973258	0.172575	0.294414	
3397000	-470.205461	1	1593	0.493980	0.000000	0.493980	0.493980	0.493980	0.493980	0.493980	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.090050	0.486707	0.327290	0.252797	0.836534	0.269341	0.605962	0.834835	
3398000	-470.205034	1	101	0.494066	0.000000	0.494066	0.494066	0.494066	0.494066	0.494066	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.242398	0.369292	0.693019	0.827797	0.728846	0.107139	0.112104	0.374167	
3399000	-470.247829	1	430	0.487479	0.000000	0.487479	0.487479	0.487479	0.487479	0.487479	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.580777	0.121704	0.951386	0.911640	0.985509	0.365436	0.531930	0.907617	
3400000	-471.157370	1	1259	0.576916	0.000000	0.576916	0.576916	0.576916	0.576916	0.576916	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.114343	0.141740	0.926248	0.560997	0.108409	0.581907	0.518426	0.600368	
3401000	-470.310620	1	2700	0.480984	0.000000	0.480984	0.480984	0.480984	0.480984	0.480984	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.277549	0.728951	0.734703	0.509392	0.541645	0.154605	0.299429	0.954726	
3402000	-477.870747	1	3770	0.485922	0.000000	0.485922	0.485922	0.485922	0.485922	0.485922	0.000000	0	0.000001	0.000001	0.999997	0.000001	0.446423	0.515811	0.737694	0.440938	0.510490	0.130509	0.995003	0.999062	
3403000	-470.205705	1	117	0.493931	0.000000	0.493931	0.493931	0.493931	0.493931	0.493931	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.406461	0.549746	0.753467	0.146445	0.932489	0.384975	0.162887	0.234755	
3404000	-470.222763	1	1907	0.490942	0.000000	0.490942	0.490942	0.490942	0.490942	0.490942	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.094122	0.074006	0.724368	0.837114	0.793118	0.404870	0.759844	0.769762	
3405000	-471.003705	1	473	0.570655	0.000000	0.570655	0.570655	0.570655	0.570655	0.570655	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.765391	0.165628	0.831217	0.495884	0.454006	0.343791	0.886325	0.038727	
3406000	-470.842949	1	2991	0.452740	0.000000	0.452740	0.452740	0.452740	0.452740	0.452740	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.342194	0.061031	0.739763	0.394501	0.417124	0.740869	0.318605	0.177426	
3407000	-470.569885	1	1938	0.464386	0.000000	0.464386	0.464386	0.464386	0.464386	0.464386	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.586710	0.833563	0.860704	0.368137	0.742709	0.001047	0.136738	0.697098	
3408000	-470.198569	1	2693	0.495465	0.000000	0.495465	0.495465	0.495465	0.495465	0.495465	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.528348	0.128219	0.532305	0.458383	0.224706	0.743763	0.926953	0.614079	
3409000	-470.178212	1	351	0.504838	0.000000	0.504838	0.504838	0.504838	0.504838	0.504838	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.881165	0.925885	0.938240	0.684199	0.755460	0.576297	0.327184	0.133286	
3410000	-470.188661	1	3411	0.498161	0.000000	0.498161	0.498161	0.498161	0.498161	0.498161	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.585293	0.331159	0.563439	0.538842	0.918388	0.152153	0.018524	0.984263	
3411000	-470.178212	1	351	0.504838	0.000000	0.504838	0.504838	0.504838	0.504838	0.504838	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.629240	0.788445	0.992929	0.445431	0.123892	0.610543	0.984292	0.340717	
3412000	-470.301382	1	742	0.481819	0.000000	0.481819	0.481819	0.481819	0.481819	0.481819	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.969594	0.252773	0.908605	0.430483	0.905246	0.837342	0.455335	0.849863	
3413000	-470.178552	1	754	0.503779	0.000000	0.503779	0.503779	0.503779	0.503779	0.503779	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.179969	0.461634	0.024969	0.016165	0.679877	0.326608	0.708960	0.484727	
3414000	-470.199534	1	3105	0.515041	0.000000	0.515041	0.515041	0.515041	0.515041	0.515041	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.243099	0.901736	0.789102	0.905043	0.759834	0.313918	0.992566	0.082562	
3415000	-467.777206	1	965	0.700340	0.000000	0.700340	0.700340	0.327831	0.327831	0.700340	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.930984	0.268123	0.227368	0.746615	0.691238	0.360666	0.613976	0.425942	
3416000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.560139	0.748150	0.241728	0.187561	0.925530	0.351382	0.373671	0.772884	
3417000	-470.208829	1	667	0.517047	0.000000	0.517047	0.517047	0.517047	0.517047	0.517047	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.249010	0.958116	0.410264	0.437640	0.799540	0.838043	0.440380	0.217921	
3418000	-470.785100	1	1447	0.560786	0.000000	0.560786	0.560786	0.560786	0.560786	0.560786	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.200974	0.548218	0.496101	0.900780	0.471306	0.352972	0.939967	0.734083	
3419000	-467.724818	1	1351	0.426429	0.000000	0.426429	0.740784	0.426429	0.426429	0.740784	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.421728	0.428952	0.738289	0.056171	0.149568	0.253615	0.160684	0.653952	
3420000	-470.366601	1	2302	0.476481	0.000000	0.476481	0.476481	0.476481	0.476481	0.476481	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.657927	0.398173	0.973578	0.392338	0.888064	0.178976	0.796404	0.904084	
3421000	-471.803418	1	2257	0.599559	0.000000	0.599559	0.599559	0.599559	0.599559	0.599559	0.000000	1	0.000001	0.000001	0.999995	0.000002	0.845717	0.894163	0.572133	0.278703	0.883006	0.549066	0.380469	0.931570	
3422000	-470.524061	1	3588	0.466742	0.000000	0.466742	0.466742	0.466742	0.466742	0.466742	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.279862	0.825248	0.548966	0.024544	0.382535	0.699401	0.266488	0.229974	
3423000	-470.188804	1	415	0.512071	0.000000	0.512071	0.512071	0.512071	0.512071	0.512071	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.047075	0.340914	0.958682	0.883666	0.948075	0.147715	0.778983	0.011959	
3424000	-470.392769	1	1579	0.537459	0.000000	0.537459	0.537459	0.537459	0.537459	0.537459	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.164948	0.323528	0.033920	0.478189	0.528361	0.297391	0.710259	0.291045	
3425000	-470.776564	1	2491	0.560371	0.000000	0.560371	0.560371	0.560371	0.560371	0.560371	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.335867	0.219718	0.213089	0.635108	0.528949	0.096827	0.201117	0.022204	
3426000	-470.815370	1	1334	0.453778	0.000000	0.453778	0.453778	0.453778	0.453778	0.453778	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.627064	0.118956	0.738586	0.653955	0.496108	0.809796	0.462069	0.338985	
3427000	-470.543850	1	1111	0.465705	0.000000	0.465705	0.465705	0.465705	0.465705	0.465705	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.033865	0.692559	0.445109	0.091601	0.837677	0.695450	0.871496	0.013308	
3428000	-470.272412	1	1047	0.484672	0.000000	0.484672	0.484672	0.484672	0.484672	0.484672	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.725649	0.862351	0.397813	0.851815	0.848074	0.592399	0.619548	0.621535	
3429000	-470.510019	1	3601	0.545674	0.000000	0.545674	0.545674	0.545674	0.545674	0.545674	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.770369	0.918678	0.480511	0.194410	0.361264	0.216867	0.388505	0.908775	
3430000	-470.178250	1	3907	0.504580	0.000000	0.504580	0.504580	0.504580	0.504580	0.504580	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.917910	0.189562	0.243396	0.063408	0.698953	0.105368	0.420951	0.019316	
3431000	-470.327960	1	933	0.479497	0.000000	0.479497	0.479497	0.479497	0.479497	0.479497	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.578114	0.456586	0.921213	0.915464	0.034855	0.678406	0.791087	0.332481	
3432000	-470.298154	1	1852	0.529083	0.000000	0.529083	0.529083	0.529083	0.529083	0.529083	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.000478	0.553607	0.837184	0.250606	0.030680	0.262534	0.529915	0.116552	
3433000	-470.382961	1	1653	0.536686	0.000000	0.536686	0.536686	0.536686	0.536686	0.536686	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.455925	0.770075	0.711651	0.290807	0.876073	0.236166	0.263549	0.820752	
3434000	-470.334376	1	1023	0.478970	0.000000	0.478970	0.478970	0.478970	0.478970	0.478970	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.827873	0.399571	0.299465	0.794010	0.103072	0.349605	0.508114	0.919519	
3435000	-470.178546	1	923	0.506299	0.000000	0.506299	0.506299	0.506299	0.506299	0.506299	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.504207	0.775941	0.773117	0.262663	0.021071	0.169532	0.985557	0.963650	
3436000	-470.496231	1	1477	0.544787	0.000000	0.544787	0.544787	0.544787	0.544787	0.544787	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.064337	0.987619	0.321238	0.503938	0.080213	0.692684	0.279703	0.503910	
3437000	-470.180604	1	3215	0.508375	0.000000	0.508375	0.508375	0.508375	0.508375	0.508375	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.078089	0.966314	0.469987	0.554064	0.515371	0.824009	0.151052	0.451419	
3438000	-470.585861	1	3032	0.497208	0.000000	0.534885	0.497208	0.497208	0.534885	0.497208	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.508833	0.797541	0.916641	0.399529	0.987314	0.058438	0.185725	0.969965	
3439000	-470.502909	1	730	0.467886	0.000000	0.467886	0.467886	0.467886	0.467886	0.467886	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.746143	0.749150	0.306688	0.985964	0.906288	0.495727	0.488164	0.315836	
3440000	-471.055402	1	2451	0.445439	0.000000	0.445439	0.445439	0.445439	0.445439	0.445439	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.007215	0.616599	0.315072	0.126569	0.138668	0.467863	0.862217	0.954011	
3441000	-470.220805	1	170	0.491251	0.000000	0.491251	0.491251	0.491251	0.491251	0.491251	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.139024	0.469347	0.097593	0.198426	0.687809	0.497213	0.681690	0.547129	
3442000	-470.231741	1	2598	0.489608	0.000000	0.489608	0.489608	0.489608	0.489608	0.489608	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.838584	0.480158	0.389493	0.473572	0.541758	0.848174	0.665646	0.926339	
3443000	-470.404625	1	362	0.538372	0.000000	0.538372	0.538372	0.538372	0.538372	0.538372	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.099952	0.292339	0.812176	0.857839	0.137072	0.654820	0.427199	0.634779	
3444000	-470.745528	1	242	0.456525	0.000000	0.456525	0.456525	0.456525	0.456525	0.456525	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.095567	0.627487	0.487525	0.139121	0.556425	0.027632	0.747213	0.353365	
3445000	-470.219981	1	1529	0.519092	0.000000	0.519092	0.519092	0.519092	0.519092	0.519092	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.280012	0.466163	0.618469	0.897255	0.686755	0.516533	0.471185	0.376904	
3446000	-470.558886	1	3140	0.548689	0.000000	0.548689	0.548689	0.548689	0.548689	0.548689	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.628313	0.457256	0.514697	0.921517	0.002501	0.221511	0.247330	0.270477	
3447000	-470.716389	1	2056	0.457726	0.000000	0.457726	0.457726	0.457726	0.457726	0.457726	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.755503	0.947807	0.067318	0.067319	0.665516	0.143804	0.589655	0.699070	
3448000	-470.326939	1	2752	0.531886	0.000000	0.531886	0.531886	0.531886	0.531886	0.531886	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.264033	0.161141	0.902397	0.215915	0.194672	0.346727	0.453975	0.822802	
3449000	-467.019451	1	3520	0.609091	0.000000	0.609091	0.609091	0.350761	0.350761	0.609091	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.964405	0.159710	0.470670	0.779768	0.465557	0.842634	0.370467	0.841153	
3450000	-470.799153	1	3045	0.454401	0.000000	0.454401	0.454401	0.454401	0.454401	0.454401	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.751522	0.828665	0.935117	0.604831	0.979096	0.757791	0.727948	0.275242	
3451000	-470.479197	1	3982	0.469218	0.000000	0.469218	0.469218	0.469218	0.469218	0.469218	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.439574	0.782204	0.506739	0.163013	0.189488	0.869167	0.910307	0.888927	
3452000	-470.383404	1	2330	0.475273	0.000000	0.475273	0.475273	0.475273	0.475273	0.475273	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.712868	0.324507	0.047225	0.785962	0.196123	0.672698	0.566510	0.670747	
3453000	-470.728041	1	3018	0.457241	0.000000	0.457241	0.457241	0.457241	0.457241	0.457241	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.520114	0.679658	0.635691	0.351872	0.322362	0.366980	0.870397	0.905932	
3454000	-470.184272	1	2812	0.499792	0.000000	0.499792	0.499792	0.499792	0.499792	0.499792	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.566489	0.431382	0.853544	0.748849	0.882669	0.414685	0.711100	0.518742	
3455000	-470.354716	1	2909	0.477371	0.000000	0.477371	0.477371	0.477371	0.477371	0.477371	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.185784	0.322065	0.195870	0.875110	0.382077	0.152528	0.458308	0.644997	
3456000	-471.123085	1	2155	0.443327	0.000000	0.443327	0.443327	0.443327	0.443327	0.443327	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.189066	0.249926	0.228504	0.997259	0.673101	0.743376	0.243970	0.301357	
3457000	-470.185541	1	3950	0.499272	0.000000	0.499272	0.499272	0.499272	0.499272	0.499272	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.435805	0.877811	0.083295	0.899297	0.037950	0.743063	0.536736	0.833235	
3458000	-470.180794	1	3368	0.501605	0.000000	0.501605	0.501605	0.501605	0.501605	0.501605	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.360952	0.689641	0.274780	0.083137	0.839361	0.553592	0.169310	0.051364	
3459000	-470.483075	1	2958	0.468996	0.000000	0.468996	0.468996	0.468996	0.468996	0.468996	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.510235	0.621942	0.930706	0.159189	0.275394	0.204537	0.261846	0.952436	
3460000	-470.538811	1	3146	0.465966	0.000000	0.465966	0.465966	0.465966	0.465966	0.465966	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.951130	0.457595	0.655891	0.519788	0.217828	0.618932	0.010440	0.527813	
3461000	-470.233436	1	110	0.521231	0.000000	0.521231	0.521231	0.521231	0.521231	0.521231	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.055759	0.292493	0.974181	0.362826	0.293467	0.477135	0.585991	0.677777	
3462000	-471.276950	1	3836	0.581499	0.000000	0.581499	0.581499	0.581499	0.581499	0.581499	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.939547	0.487421	0.632484	0.275299	0.527963	0.271150	0.279034	0.188584	
3463000	-470.242959	1	2975	0.522595	0.000000	0.522595	0.522595	0.522595	0.522595	0.522595	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.375179	0.827801	0.341062	0.282363	0.637197	0.968643	0.410499	0.069579	
3464000	-467.019451	1	3520	0.609091	0.000000	0.609091	0.609091	0.350761	0.350761	0.609091	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.710861	0.834390	0.717093	0.480185	0.000556	0.719769	0.541702	0.388427	
3465000	-470.776564	1	2491	0.560371	0.000000	0.560371	0.560371	0.560371	0.560371	0.560371	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.520576	0.497011	0.082390	0.892825	0.961035	0.475469	0.158469	0.290431	
3466000	-470.368478	1	1899	0.535511	0.000000	0.535511	0.535511	0.535511	0.535511	0.535511	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.927245	0.597151	0.568497	0.133250	0.166659	0.807208	0.730049	0.200068	
3467000	-470.178484	1	106	0.506181	0.000000	0.506181	0.506181	0.506181	0.506181	0.506181	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.792023	0.347397	0.400370	0.365649	0.036609	0.427306	0.454819	0.061484	
3468000	-470.238678	1	3122	0.488654	0.000000	0.488654	0.488654	0.488654	0.488654	0.488654	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.623385	0.472373	0.132416	0.495749	0.244001	0.065578	0.106025	0.255940	
3469000	-470.221376	1	1297	0.519328	0.000000	0.519328	0.519328	0.519328	0.519328	0.519328	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.419346	0.596289	0.570112	0.291195	0.471121	0.776391	0.568554	0.911464	
3470000	-470.323364	1	1472	0.531553	0.000000	0.531553	0.531553	0.531553	0.531553	0.531553	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.495031	0.922484	0.547646	0.054670	0.877231	0.935848	0.364579	0.036455	
3471000	-470.296572	1	3584	0.482266	0.000000	0.482266	0.482266	0.482266	0.482266	0.482266	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.482235	0.416356	0.558058	0.730302	0.659895	0.750307	0.408239	0.184952	
3472000	-470.620960	1	1318	0.552274	0.000000	0.552274	0.552274	0.552274	0.552274	0.552274	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.836147	0.077791	0.032982	0.267532	0.572747	0.853350	0.811793	0.815640	
3473000	-470.304310	1	1523	0.481551	0.000000	0.481551	0.481551	0.481551	0.481551	0.481551	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.130918	0.961215	0.219991	0.410613	0.003296	0.137763	0.378134	0.737343	
3474000	-470.269434	1	1722	0.525945	0.000000	0.525945	0.525945	0.525945	0.525945	0.525945	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.212073	0.726871	0.653956	0.783022	0.135997	0.640978	0.862031	0.309763	
3475000	-470.328377	1	2911	0.479463	0.000000	0.479463	0.479463	0.479463	0.479463	0.479463	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.074640	0.926419	0.176996	0.853500	0.829829	0.168100	0.340407	0.868945	
3476000	-471.040889	1	3975	0.445904	0.000000	0.445904	0.445904	0.445904	0.445904	0.445904	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.918261	0.453475	0.347168	0.144262	0.494178	0.174017	0.411993	0.073411	
3477000	-470.726531	1	3112	0.685920	0.000000	0.685920	0.685920	0.512749	0.512749	0.512749	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.523191	0.231280	0.808148	0.715146	0.398197	0.997440	0.175557	0.642935	
3478000	-470.189327	1	2306	0.512243	0.000000	0.512243	0.512243	0.512243	0.512243	0.512243	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.665738	0.782462	0.691980	0.496222	0.117273	0.817336	0.898867	0.767348	
3479000	-470.253790	1	906	0.486756	0.000000	0.486756	0.486756	0.486756	0.486756	0.486756	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.801227	0.453588	0.838931	0.231858	0.089738	0.021076	0.144902	0.029998	
3480000	-470.180347	1	1977	0.501915	0.000000	0.501915	0.501915	0.501915	0.501915	0.501915	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.482753	0.854858	0.305501	0.692693	0.870129	0.044860	0.917732	0.229734	
3481000	-470.190100	1	2619	0.512491	0.000000	0.512491	0.512491	0.512491	0.512491	0.512491	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.336339	0.945113	0.481458	0.648616	0.054567	0.554392	0.593338	0.094598	
3482000	-470.178887	1	2507	0.506819	0.000000	0.506819	0.506819	0.506819	0.506819	0.506819	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.898055	0.606945	0.094762	0.445631	0.465650	0.702716	0.729044	0.155974	
3483000	-471.956085	1	1952	0.604319	0.000000	0.604319	0.604319	0.604319	0.604319	0.604319	0.000000	1	0.000002	0.000001	0.999995	0.000002	0.665403	0.390131	0.975459	0.942202	0.113202	0.545206	0.613711	0.231947	
