Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_edited_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_dep_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1269315673
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      5000000
Burn in:                         1000000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model_dep.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
3484000	-470.462932	1	1667	0.542569	0.000000	0.542569	0.542569	0.542569	0.542569	0.542569	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.439328	0.761215	0.330896	0.625928	0.571206	0.790580	0.288933	0.067665	
3485000	-470.281463	1	360	0.483737	0.000000	0.483737	0.483737	0.483737	0.483737	0.483737	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.903908	0.081415	0.376501	0.524337	0.605260	0.744327	0.295575	0.384022	
3486000	-470.228454	1	1236	0.520472	0.000000	0.520472	0.520472	0.520472	0.520472	0.520472	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.823344	0.562137	0.670572	0.303981	0.060086	0.982585	0.041568	0.019372	
3487000	-470.241834	1	2014	0.522439	0.000000	0.522439	0.522439	0.522439	0.522439	0.522439	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.282485	0.032277	0.198609	0.805868	0.001991	0.127554	0.808851	0.885934	
3488000	-470.197238	1	467	0.514483	0.000000	0.514483	0.514483	0.514483	0.514483	0.514483	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.585621	0.365320	0.384252	0.804871	0.254794	0.330447	0.511598	0.561336	
3489000	-470.252529	1	2613	0.523870	0.000000	0.523870	0.523870	0.523870	0.523870	0.523870	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.756789	0.359652	0.247935	0.155663	0.126316	0.537339	0.404476	0.377700	
3490000	-470.301129	1	2837	0.529387	0.000000	0.529387	0.529387	0.529387	0.529387	0.529387	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.617248	0.838103	0.993491	0.279494	0.265546	0.155444	0.381416	0.384549	
3491000	-470.187070	1	306	0.498703	0.000000	0.498703	0.498703	0.498703	0.498703	0.498703	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.744901	0.728066	0.858509	0.128018	0.181833	0.471602	0.381751	0.266655	
3492000	-470.205556	1	2937	0.493961	0.000000	0.493961	0.493961	0.493961	0.493961	0.493961	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.008761	0.525628	0.165590	0.009219	0.076885	0.897552	0.808141	0.590213	
3493000	-470.376983	1	625	0.475728	0.000000	0.475728	0.475728	0.475728	0.475728	0.475728	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.672225	0.759437	0.177604	0.498240	0.532311	0.632842	0.311437	0.499654	
3494000	-470.364102	1	3364	0.476666	0.000000	0.476666	0.476666	0.476666	0.476666	0.476666	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.680627	0.348265	0.049790	0.122143	0.876609	0.189077	0.538381	0.223994	
3495000	-470.446150	1	3373	0.471171	0.000000	0.471171	0.471171	0.471171	0.471171	0.471171	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.177154	0.535271	0.877869	0.709829	0.702195	0.488577	0.937829	0.180900	
3496000	-470.286550	1	1693	0.483230	0.000000	0.483230	0.483230	0.483230	0.483230	0.483230	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.635045	0.826048	0.846357	0.558921	0.722524	0.771295	0.628633	0.761380	
3497000	-470.266586	1	2348	0.485299	0.000000	0.485299	0.485299	0.485299	0.485299	0.485299	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.898732	0.310896	0.749519	0.340287	0.749729	0.210515	0.095639	0.327965	
3498000	-470.197221	1	3729	0.514479	0.000000	0.514479	0.514479	0.514479	0.514479	0.514479	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.031654	0.720619	0.013035	0.372124	0.517464	0.480109	0.395698	0.131070	
3499000	-470.186585	1	2908	0.498877	0.000000	0.498877	0.498877	0.498877	0.498877	0.498877	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.729836	0.826914	0.249429	0.349325	0.737848	0.341831	0.176236	0.065868	
3500000	-470.879486	1	2470	0.565212	0.000000	0.565212	0.565212	0.565212	0.565212	0.565212	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.188693	0.359367	0.557615	0.704191	0.759081	0.548400	0.570127	0.079224	
3501000	-470.179911	1	1076	0.507852	0.000000	0.507852	0.507852	0.507852	0.507852	0.507852	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.225462	0.692125	0.355369	0.719702	0.398104	0.923851	0.727619	0.846489	
3502000	-470.716469	1	526	0.457722	0.000000	0.457722	0.457722	0.457722	0.457722	0.457722	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.916964	0.385910	0.772725	0.165723	0.063424	0.605093	0.929234	0.614874	
3503000	-470.368366	1	817	0.476352	0.000000	0.476352	0.476352	0.476352	0.476352	0.476352	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.574589	0.196769	0.049893	0.016478	0.592377	0.792276	0.186180	0.048529	
3504000	-470.678987	1	602	0.459321	0.000000	0.459321	0.459321	0.459321	0.459321	0.459321	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.274220	0.177288	0.933098	0.223427	0.398024	0.923523	0.550676	0.754335	
3505000	-470.326193	1	3067	0.479645	0.000000	0.479645	0.479645	0.479645	0.479645	0.479645	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.285024	0.933828	0.827805	0.711638	0.512179	0.448272	0.780080	0.987413	
3506000	-467.876017	1	2495	0.403364	0.000000	0.403364	0.681719	0.403364	0.403364	0.681719	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.419757	0.486650	0.245590	0.662541	0.963479	0.672530	0.865574	0.681779	
3507000	-470.281456	1	1436	0.527309	0.000000	0.527309	0.527309	0.527309	0.527309	0.527309	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.950403	0.427794	0.892312	0.009295	0.464271	0.125093	0.271445	0.823565	
3508000	-467.233699	1	3103	0.578396	0.000000	0.578396	0.578396	0.397331	0.397331	0.578396	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.856947	0.798490	0.076463	0.267737	0.960645	0.471257	0.281545	0.581107	
3509000	-470.814217	1	2346	0.562182	0.000000	0.562182	0.562182	0.562182	0.562182	0.562182	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.345109	0.363242	0.210965	0.510421	0.358418	0.354771	0.869977	0.457553	
3510000	-470.214284	1	1191	0.518086	0.000000	0.518086	0.518086	0.518086	0.518086	0.518086	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.442935	0.208332	0.589905	0.107289	0.376521	0.625231	0.915494	0.021865	
3511000	-470.183550	1	3333	0.510024	0.000000	0.510024	0.510024	0.510024	0.510024	0.510024	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.320062	0.131723	0.699467	0.871929	0.129276	0.629785	0.446095	0.847207	
3512000	-471.353186	1	2603	0.584310	0.000000	0.584310	0.584310	0.584310	0.584310	0.584310	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.977638	0.432512	0.492334	0.801296	0.258088	0.037290	0.205781	0.407626	
3513000	-470.409001	1	2960	0.473529	0.000000	0.473529	0.473529	0.473529	0.473529	0.473529	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.559714	0.501196	0.297140	0.155967	0.306830	0.076864	0.230959	0.538742	
3514000	-470.414569	1	1253	0.473163	0.000000	0.473163	0.473163	0.473163	0.473163	0.473163	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.792904	0.001517	0.318382	0.403307	0.762562	0.848820	0.396690	0.987282	
3515000	-470.311583	1	3091	0.530427	0.000000	0.530427	0.530427	0.530427	0.530427	0.530427	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.694105	0.950790	0.586118	0.858942	0.476336	0.892344	0.087625	0.011241	
3516000	-470.370759	1	2160	0.535699	0.000000	0.535699	0.535699	0.535699	0.535699	0.535699	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.470559	0.728292	0.677560	0.447483	0.826696	0.210663	0.490224	0.805869	
3517000	-470.184389	1	256	0.499742	0.000000	0.499742	0.499742	0.499742	0.499742	0.499742	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.380363	0.703715	0.021695	0.811442	0.086461	0.050157	0.171245	0.404455	
3518000	-470.189026	1	979	0.498043	0.000000	0.498043	0.498043	0.498043	0.498043	0.498043	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.635948	0.861712	0.213556	0.825246	0.764100	0.810586	0.353779	0.036477	
3519000	-470.867804	1	2723	0.451824	0.000000	0.451824	0.451824	0.451824	0.451824	0.451824	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.212096	0.503273	0.530826	0.401037	0.238087	0.501236	0.680428	0.889994	
3520000	-470.306573	1	859	0.529934	0.000000	0.529934	0.529934	0.529934	0.529934	0.529934	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.365343	0.221182	0.396153	0.817174	0.213183	0.654116	0.819709	0.280529	
3521000	-467.707125	1	2851	0.536908	0.000000	0.536908	0.536908	0.326627	0.326627	0.536908	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.475480	0.979382	0.509445	0.006823	0.707323	0.444553	0.113606	0.301153	
3522000	-470.220628	1	3162	0.519202	0.000000	0.519202	0.519202	0.519202	0.519202	0.519202	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.597666	0.918579	0.978366	0.256989	0.659343	0.698149	0.115892	0.272160	
3523000	-470.315210	1	1939	0.530778	0.000000	0.530778	0.530778	0.530778	0.530778	0.530778	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.850506	0.310139	0.228710	0.051529	0.309652	0.407463	0.315941	0.785113	
3524000	-470.228848	1	3328	0.490024	0.000000	0.490024	0.490024	0.490024	0.490024	0.490024	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.014037	0.729791	0.527504	0.702904	0.026528	0.247614	0.542806	0.235595	
3525000	-470.292446	1	1541	0.528491	0.000000	0.528491	0.528491	0.528491	0.528491	0.528491	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.895094	0.862374	0.220979	0.237050	0.430501	0.333523	0.421491	0.471324	
3526000	-470.225386	1	2352	0.490539	0.000000	0.490539	0.490539	0.490539	0.490539	0.490539	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.294772	0.993094	0.560949	0.890605	0.187769	0.874510	0.534412	0.955671	
3527000	-471.104130	1	3812	0.574799	0.000000	0.574799	0.574799	0.574799	0.574799	0.574799	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.012898	0.414236	0.738129	0.095224	0.905887	0.554692	0.880610	0.238774	
3528000	-470.249943	1	3035	0.487219	0.000000	0.487219	0.487219	0.487219	0.487219	0.487219	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.654035	0.877767	0.946730	0.622144	0.581458	0.758540	0.033193	0.232827	
3529000	-470.294903	1	57	0.482423	0.000000	0.482423	0.482423	0.482423	0.482423	0.482423	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.967377	0.443756	0.753294	0.515523	0.170861	0.466990	0.410473	0.133195	
3530000	-470.445411	1	3712	0.541354	0.000000	0.541354	0.541354	0.541354	0.541354	0.541354	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.942903	0.022196	0.862527	0.063771	0.473926	0.996248	0.037115	0.405102	
3531000	-470.181464	1	136	0.508929	0.000000	0.508929	0.508929	0.508929	0.508929	0.508929	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.248478	0.630305	0.327186	0.220830	0.428147	0.114705	0.434382	0.801549	
3532000	-470.180396	1	1501	0.501880	0.000000	0.501880	0.501880	0.501880	0.501880	0.501880	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.976497	0.153570	0.656217	0.304904	0.679575	0.522561	0.619790	0.048088	
3533000	-470.232876	1	2590	0.521147	0.000000	0.521147	0.521147	0.521147	0.521147	0.521147	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.315243	0.286823	0.409346	0.332892	0.114255	0.406108	0.944933	0.558313	
3534000	-470.182891	1	3529	0.509705	0.000000	0.509705	0.509705	0.509705	0.509705	0.509705	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.422105	0.983144	0.263438	0.664479	0.046964	0.605536	0.925685	0.351660	
3535000	-470.226162	1	893	0.490422	0.000000	0.490422	0.490422	0.490422	0.490422	0.490422	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.302203	0.320351	0.000780	0.040409	0.926929	0.732712	0.382926	0.557069	
3536000	-470.287977	1	855	0.528017	0.000000	0.528017	0.528017	0.528017	0.528017	0.528017	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.038487	0.565856	0.098290	0.524494	0.456065	0.832914	0.548270	0.313310	
3537000	-467.054826	1	3365	0.595871	0.000000	0.595871	0.595871	0.380182	0.380182	0.595871	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.446576	0.309119	0.469324	0.212207	0.448457	0.054469	0.532420	0.011293	
3538000	-470.783273	1	3257	0.455019	0.000000	0.455019	0.455019	0.455019	0.455019	0.455019	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.627120	0.380573	0.976502	0.287604	0.077089	0.119417	0.902794	0.708665	
3539000	-470.777597	1	1400	0.455242	0.000000	0.455242	0.455242	0.455242	0.455242	0.455242	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.653793	0.681252	0.111727	0.163290	0.191608	0.372839	0.878268	0.523074	
3540000	-467.126940	1	228	0.648197	0.000000	0.648197	0.648197	0.367472	0.367472	0.648197	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.546232	0.222150	0.776266	0.718743	0.970138	0.578292	0.045627	0.662318	
3541000	-470.182145	1	741	0.509317	0.000000	0.509317	0.509317	0.509317	0.509317	0.509317	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.932994	0.485237	0.443614	0.275501	0.329303	0.742847	0.439407	0.573060	
3542000	-470.181451	1	3371	0.508921	0.000000	0.508921	0.508921	0.508921	0.508921	0.508921	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.015260	0.483151	0.359232	0.609575	0.434994	0.871743	0.143926	0.900550	
3543000	-470.239605	1	1327	0.522126	0.000000	0.522126	0.522126	0.522126	0.522126	0.522126	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.093333	0.732405	0.691471	0.086499	0.413369	0.106736	0.058882	0.432508	
3544000	-470.290638	1	86	0.528300	0.000000	0.528300	0.528300	0.528300	0.528300	0.528300	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.655027	0.262518	0.511480	0.616887	0.638990	0.793135	0.304085	0.292716	
3545000	-470.199321	1	1409	0.495292	0.000000	0.495292	0.495292	0.495292	0.495292	0.495292	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.261969	0.496180	0.174787	0.561630	0.350180	0.218117	0.387317	0.342790	
3546000	-470.597108	1	2072	0.550925	0.000000	0.550925	0.550925	0.550925	0.550925	0.550925	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.297099	0.157142	0.213421	0.337897	0.744464	0.176293	0.592995	0.920951	
3547000	-470.250416	1	1847	0.487162	0.000000	0.487162	0.487162	0.487162	0.487162	0.487162	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.384708	0.089813	0.815228	0.972436	0.562122	0.244332	0.531096	0.642240	
3548000	-470.185613	1	2400	0.499244	0.000000	0.499244	0.499244	0.499244	0.499244	0.499244	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.420879	0.151644	0.979348	0.352671	0.899702	0.852997	0.008566	0.613401	
3549000	-470.199534	1	3105	0.515041	0.000000	0.515041	0.515041	0.515041	0.515041	0.515041	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.179938	0.805775	0.425699	0.835567	0.583226	0.706231	0.624610	0.476730	
3550000	-470.332244	1	3281	0.479144	0.000000	0.479144	0.479144	0.479144	0.479144	0.479144	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.260203	0.175788	0.320472	0.754419	0.973150	0.701201	0.298796	0.966491	
3551000	-467.005728	1	1508	0.615843	0.000000	0.615843	0.615843	0.359538	0.359538	0.615843	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.207707	0.221438	0.726587	0.800280	0.907069	0.044901	0.275709	0.514102	
3552000	-470.334124	1	2447	0.478991	0.000000	0.478991	0.478991	0.478991	0.478991	0.478991	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.049309	0.585037	0.231683	0.802649	0.206136	0.094158	0.054352	0.081402	
3553000	-470.199099	1	2107	0.495343	0.000000	0.495343	0.495343	0.495343	0.495343	0.495343	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.005137	0.335306	0.103963	0.467153	0.179042	0.714794	0.681694	0.508503	
3554000	-470.179684	1	1429	0.507659	0.000000	0.507659	0.507659	0.507659	0.507659	0.507659	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.331960	0.444202	0.286824	0.358277	0.706225	0.415957	0.672412	0.342612	
3555000	-467.126940	1	228	0.648197	0.000000	0.648197	0.648197	0.367472	0.367472	0.648197	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.377541	0.432543	0.210899	0.856170	0.351997	0.538228	0.422719	0.614172	
3556000	-470.226934	1	131	0.490306	0.000000	0.490306	0.490306	0.490306	0.490306	0.490306	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.359495	0.733465	0.718465	0.242849	0.694028	0.379062	0.328163	0.993568	
3557000	-471.868228	1	2634	0.424254	0.000000	0.424254	0.424254	0.424254	0.424254	0.424254	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.427142	0.003943	0.256889	0.127885	0.562118	0.047797	0.504042	0.132454	
3558000	-469.443682	1	3388	0.469373	0.000000	0.469373	0.469373	0.400826	0.400826	0.469373	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.514761	0.392528	0.469843	0.866829	0.148281	0.130411	0.018236	0.199916	
3559000	-470.223982	1	2528	0.490753	0.000000	0.490753	0.490753	0.490753	0.490753	0.490753	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.107527	0.189271	0.956185	0.162731	0.317504	0.226440	0.040884	0.505954	
3560000	-470.181372	1	3490	0.508873	0.000000	0.508873	0.508873	0.508873	0.508873	0.508873	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.033671	0.625510	0.329085	0.236073	0.047133	0.644046	0.933857	0.371949	
3561000	-470.444905	1	404	0.471248	0.000000	0.471248	0.471248	0.471248	0.471248	0.471248	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.080634	0.005884	0.817707	0.048344	0.025926	0.969182	0.158141	0.250401	
3562000	-470.179644	1	3824	0.502477	0.000000	0.502477	0.502477	0.502477	0.502477	0.502477	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.699238	0.936497	0.379325	0.204322	0.731033	0.814107	0.142263	0.820215	
3563000	-470.181510	1	1934	0.508956	0.000000	0.508956	0.508956	0.508956	0.508956	0.508956	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.439975	0.733707	0.241949	0.726503	0.591119	0.804031	0.368212	0.395624	
3564000	-470.180627	1	3593	0.501718	0.000000	0.501718	0.501718	0.501718	0.501718	0.501718	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.794882	0.144335	0.694447	0.162443	0.099015	0.736182	0.385285	0.947328	
3565000	-470.231986	1	1524	0.521014	0.000000	0.521014	0.521014	0.521014	0.521014	0.521014	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.581344	0.862403	0.659824	0.429147	0.675313	0.230996	0.092481	0.107086	
3566000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.403826	0.424214	0.970582	0.807663	0.788461	0.209336	0.397969	0.894758	
3567000	-470.924330	1	2993	0.449808	0.000000	0.449808	0.449808	0.449808	0.449808	0.449808	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.622005	0.671433	0.787757	0.822042	0.710596	0.039047	0.290404	0.444074	
3568000	-471.729955	1	3375	0.597204	0.000000	0.597204	0.597204	0.597204	0.597204	0.597204	0.000000	1	0.000001	0.000001	0.999995	0.000002	0.566853	0.686716	0.288502	0.428580	0.410679	0.982398	0.802315	0.941905	
3569000	-470.320176	1	698	0.531253	0.000000	0.531253	0.531253	0.531253	0.531253	0.531253	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.203880	0.570416	0.750144	0.221459	0.896024	0.565332	0.450820	0.107736	
3570000	-470.221376	1	1297	0.519328	0.000000	0.519328	0.519328	0.519328	0.519328	0.519328	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.846719	0.424434	0.141660	0.416899	0.774876	0.716809	0.419193	0.705740	
3571000	-470.555606	1	1234	0.548492	0.000000	0.548492	0.548492	0.548492	0.548492	0.548492	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.175638	0.390591	0.136902	0.510531	0.651215	0.500399	0.070806	0.010726	
3572000	-470.719644	1	34	0.457590	0.000000	0.457590	0.457590	0.457590	0.457590	0.457590	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.152245	0.945704	0.551856	0.267870	0.509807	0.357847	0.875530	0.045796	
3573000	-470.212745	1	220	0.492606	0.000000	0.492606	0.492606	0.492606	0.492606	0.492606	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.007730	0.513435	0.339415	0.844132	0.647092	0.285764	0.284446	0.499792	
3574000	-470.182525	1	2476	0.500608	0.000000	0.500608	0.500608	0.500608	0.500608	0.500608	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.320414	0.883450	0.158865	0.438018	0.994829	0.292272	0.788400	0.855288	
3575000	-470.216519	1	3202	0.491953	0.000000	0.491953	0.491953	0.491953	0.491953	0.491953	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.380330	0.943703	0.905712	0.187933	0.580461	0.444192	0.247412	0.162810	
3576000	-471.038687	1	3679	0.572122	0.000000	0.572122	0.572122	0.572122	0.572122	0.572122	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.801954	0.708777	0.798054	0.132900	0.686234	0.560531	0.533127	0.938233	
3577000	-471.722020	1	91	0.596947	0.000000	0.596947	0.596947	0.596947	0.596947	0.596947	0.000000	1	0.000001	0.000001	0.999995	0.000002	0.263653	0.046909	0.465507	0.415346	0.137251	0.106280	0.954625	0.789749	
3578000	-470.326759	1	1285	0.531870	0.000000	0.531870	0.531870	0.531870	0.531870	0.531870	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.866471	0.908971	0.289221	0.131880	0.824407	0.738456	0.210756	0.284719	
3579000	-470.264528	1	994	0.485526	0.000000	0.485526	0.485526	0.485526	0.485526	0.485526	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.194713	0.245062	0.432299	0.796788	0.645391	0.142989	0.629504	0.920209	
3580000	-470.262219	1	114	0.525084	0.000000	0.525084	0.525084	0.525084	0.525084	0.525084	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.486895	0.892577	0.013149	0.030869	0.722844	0.315176	0.542801	0.466964	
3581000	-470.193869	1	3430	0.513599	0.000000	0.513599	0.513599	0.513599	0.513599	0.513599	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.385345	0.498208	0.625932	0.384444	0.237799	0.102393	0.167255	0.698508	
3582000	-470.290419	1	3915	0.482852	0.000000	0.482852	0.482852	0.482852	0.482852	0.482852	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.012465	0.007890	0.770656	0.369970	0.883807	0.539951	0.700076	0.598427	
3583000	-470.261446	1	364	0.485870	0.000000	0.485870	0.485870	0.485870	0.485870	0.485870	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.224716	0.697978	0.354119	0.054001	0.753591	0.214982	0.531371	0.656496	
3584000	-470.265653	1	3267	0.525498	0.000000	0.525498	0.525498	0.525498	0.525498	0.525498	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.580337	0.322929	0.188545	0.302656	0.487332	0.468597	0.342793	0.941118	
3585000	-470.233949	1	1343	0.489297	0.000000	0.489297	0.489297	0.489297	0.489297	0.489297	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.219274	0.459897	0.414843	0.057567	0.664235	0.284142	0.107816	0.575682	
3586000	-470.369868	1	1628	0.535626	0.000000	0.535626	0.535626	0.535626	0.535626	0.535626	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.295239	0.665724	0.245743	0.870989	0.306320	0.745401	0.576828	0.843166	
3587000	-467.019451	1	3520	0.609091	0.000000	0.609091	0.609091	0.350761	0.350761	0.609091	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.328828	0.363977	0.803061	0.365831	0.393128	0.374439	0.254508	0.808912	
