Iteration	Lh	Tree No	Model No	alpha1	beta1	alpha2	beta2	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	alpha1 - Mean	beta1 - Mean	alpha2 - Mean	beta2 - Mean	
2860000	-511.718531	1	501	0.282501	0.541352	0.541352	0.282501	0	0.248376	0.249203	0.250793	0.251628	0.179512	0.442225	0.973170	0.421271	
2861000	-513.102271	1	2478	0.269210	0.495499	0.495499	0.269210	1	0.247275	0.251153	0.248835	0.252737	0.824889	0.963531	0.516386	0.020497	
2862000	-511.792106	1	1186	0.283426	0.546922	0.546922	0.283426	0	0.248464	0.249007	0.250990	0.251538	0.648962	0.768312	0.701767	0.404981	
2863000	-511.458523	1	3033	0.243709	0.460313	0.460313	0.243709	0	0.245237	0.250447	0.249508	0.254808	0.327355	0.936980	0.722878	0.250773	
2864000	-511.583555	1	1528	0.276350	0.485586	0.485586	0.276350	0	0.247261	0.253560	0.246450	0.252729	0.401228	0.903446	0.669034	0.495987	
2865000	-511.533272	1	3702	0.240214	0.454518	0.454518	0.240214	0	0.244818	0.250452	0.249494	0.255235	0.307803	0.551814	0.690809	0.590348	
2866000	-511.363453	1	3729	0.257923	0.472350	0.472350	0.257923	0	0.246302	0.252155	0.247826	0.253717	0.793178	0.053828	0.551852	0.314706	
2867000	-511.442737	1	3918	0.266427	0.476289	0.476289	0.266427	0	0.246727	0.253284	0.246716	0.253273	0.464261	0.900166	0.758421	0.081854	
2868000	-514.907791	1	2291	0.332010	0.495048	0.495048	0.332010	0	0.248504	0.256658	0.243425	0.251413	0.737244	0.755729	0.839345	0.688196	
2869000	-511.743048	1	3669	0.258221	0.446377	0.446377	0.258221	0	0.245470	0.257513	0.242559	0.254459	0.379692	0.934403	0.130509	0.469755	
2870000	-511.712221	1	3726	0.247078	0.508326	0.508326	0.247078	0	0.246810	0.245023	0.255007	0.253160	0.838166	0.288017	0.930417	0.586361	
2871000	-512.581556	1	3106	0.269037	0.572476	0.572476	0.269037	0	0.248534	0.246198	0.253827	0.251441	0.939970	0.993807	0.972647	0.384987	
2872000	-512.665949	1	519	0.278285	0.443358	0.443358	0.278285	0	0.246161	0.261899	0.238351	0.253589	0.405630	0.084493	0.365077	0.327934	
2873000	-511.320106	1	1688	0.260297	0.485171	0.485171	0.260297	0	0.246741	0.250750	0.249230	0.253279	0.546816	0.099070	0.232498	0.856021	
2874000	-512.876213	1	909	0.221496	0.495779	0.495779	0.221496	0	0.245000	0.236799	0.263511	0.254690	0.830653	0.414021	0.045669	0.593341	
2875000	-511.541116	1	1318	0.264177	0.464793	0.464793	0.264177	0	0.246325	0.254831	0.245189	0.253655	0.588944	0.717460	0.592696	0.461553	
2876000	-512.248740	1	1533	0.306285	0.544459	0.544459	0.306285	0	0.248765	0.251197	0.248803	0.251235	0.371768	0.053474	0.209572	0.766933	
2877000	-511.364824	1	3832	0.255701	0.496080	0.496080	0.255701	0	0.246846	0.248379	0.251607	0.253169	0.584296	0.077294	0.994828	0.328759	
2878000	-513.097902	1	1608	0.216999	0.390590	0.390590	0.216999	0	0.239235	0.261924	0.238128	0.260712	0.321477	0.709672	0.047835	0.141279	
2879000	-511.539031	1	1240	0.240955	0.452252	0.452252	0.240955	0	0.244777	0.251200	0.248748	0.255275	0.555479	0.296446	0.225278	0.131280	
2880000	-511.886907	1	1794	0.227624	0.442619	0.442619	0.227624	0	0.243407	0.248043	0.251877	0.256674	0.085381	0.674731	0.938647	0.861795	
2881000	-511.360471	1	196	0.268088	0.501913	0.501913	0.268088	0	0.247381	0.250241	0.249745	0.252632	0.479091	0.584450	0.673626	0.273491	
2882000	-511.510542	1	526	0.243462	0.452952	0.452952	0.243462	0	0.244953	0.251889	0.248067	0.255091	0.588900	0.732929	0.788887	0.238326	
2883000	-511.377377	1	1820	0.268626	0.506697	0.506697	0.268626	0	0.247494	0.249847	0.250141	0.252518	0.007266	0.600551	0.386773	0.744601	
2884000	-511.489019	1	2467	0.278191	0.512733	0.512733	0.278191	0	0.247848	0.250742	0.249250	0.252160	0.259011	0.673735	0.908493	0.234173	
2885000	-513.496543	1	3925	0.233860	0.466388	0.466388	0.233860	1	0.244851	0.245822	0.254159	0.255167	0.986563	0.889701	0.442975	0.830979	
2886000	-514.424185	1	1116	0.220447	0.483332	0.483332	0.220447	1	0.244464	0.237467	0.262795	0.255274	0.907972	0.898403	0.205991	0.676563	
2887000	-512.546555	1	3805	0.223259	0.488081	0.488081	0.223259	0	0.244867	0.238331	0.261896	0.254906	0.315309	0.064295	0.277822	0.213548	
2888000	-511.879302	1	1987	0.282991	0.481428	0.481428	0.282991	0	0.247347	0.255060	0.244977	0.252616	0.181845	0.417960	0.733776	0.628686	
2889000	-511.358140	1	505	0.251878	0.486507	0.486507	0.251878	0	0.246449	0.248600	0.251378	0.253572	0.967351	0.639288	0.953907	0.694385	
2890000	-511.809927	1	3525	0.258901	0.531954	0.531954	0.258901	0	0.247705	0.246108	0.253912	0.252275	0.760283	0.834935	0.471914	0.032995	
2891000	-511.627584	1	1675	0.279013	0.488819	0.488819	0.279013	0	0.247404	0.253502	0.246509	0.252585	0.638696	0.956594	0.701511	0.755253	
2892000	-513.268838	1	2868	0.245765	0.492041	0.492041	0.245765	1	0.246332	0.246262	0.253739	0.253667	0.507533	0.243964	0.651313	0.539267	
2893000	-511.810195	1	3091	0.292114	0.534958	0.534958	0.292114	0	0.248453	0.250622	0.249374	0.251551	0.216339	0.414321	0.039180	0.937591	
2894000	-511.581508	1	2283	0.257246	0.453570	0.453570	0.257246	0	0.245680	0.255609	0.244417	0.254294	0.086267	0.822780	0.788142	0.906622	
2895000	-512.596063	1	2628	0.313633	0.537494	0.537494	0.313633	0	0.248781	0.252094	0.247912	0.251214	0.839570	0.507590	0.169720	0.395540	
2896000	-511.549905	1	448	0.279780	0.524400	0.524400	0.279780	0	0.248077	0.249984	0.250009	0.251930	0.765386	0.494957	0.905077	0.197261	
2897000	-511.961270	1	2919	0.232632	0.426282	0.426282	0.232632	0	0.243038	0.254978	0.244975	0.257009	0.599645	0.427591	0.233561	0.574059	
2898000	-513.125345	1	1292	0.261043	0.509893	0.509893	0.261043	1	0.247337	0.248145	0.251848	0.252670	0.561306	0.681041	0.142503	0.927049	
2899000	-511.788234	1	1275	0.230148	0.459405	0.459405	0.230148	0	0.244323	0.245536	0.254439	0.255702	0.941574	0.199219	0.370646	0.871020	
2900000	-511.856216	1	2663	0.278731	0.550787	0.550787	0.278731	0	0.248434	0.248259	0.251742	0.251565	0.835166	0.272870	0.726784	0.712020	
2901000	-512.917799	1	3334	0.237895	0.535513	0.535513	0.237895	0	0.247065	0.240787	0.259369	0.252779	0.611197	0.322737	0.654988	0.833244	
2902000	-511.982770	1	2085	0.226093	0.435226	0.435226	0.226093	0	0.242925	0.249250	0.250650	0.257176	0.727955	0.763287	0.280515	0.308379	
2903000	-511.577305	1	3817	0.280313	0.527880	0.527880	0.280313	0	0.248142	0.249797	0.250196	0.251865	0.125885	0.866213	0.718502	0.446131	
2904000	-511.837710	1	1680	0.285561	0.549617	0.549617	0.285561	0	0.248533	0.249107	0.250890	0.251470	0.960807	0.216732	0.936630	0.329565	
2905000	-511.458523	1	3033	0.243709	0.460313	0.460313	0.243709	0	0.245237	0.250447	0.249508	0.254808	0.300284	0.684790	0.583675	0.970018	
2906000	-511.974648	1	2445	0.237753	0.424252	0.424252	0.237753	0	0.243326	0.257734	0.242297	0.256643	0.399407	0.632383	0.088050	0.111882	
2907000	-513.030486	1	3816	0.289686	0.453025	0.453025	0.289686	0	0.246817	0.260962	0.239254	0.252966	0.475849	0.193096	0.078153	0.367783	
2908000	-511.778056	1	1112	0.241314	0.433910	0.433910	0.241314	0	0.244034	0.256004	0.243997	0.255965	0.007015	0.125016	0.252457	0.319869	
2909000	-511.554692	1	2325	0.238189	0.457656	0.457656	0.238189	0	0.244811	0.249080	0.250867	0.255242	0.978738	0.215666	0.761432	0.159359	
2910000	-511.463362	1	2514	0.244329	0.481127	0.481127	0.244329	0	0.245950	0.247205	0.252777	0.254067	0.451849	0.499630	0.735315	0.011020	
2911000	-511.711164	1	3848	0.283155	0.493507	0.493507	0.283155	0	0.247605	0.253446	0.246566	0.252382	0.050846	0.795710	0.116261	0.338876	
2912000	-511.548730	1	2063	0.269994	0.474195	0.474195	0.269994	0	0.246792	0.254263	0.245753	0.253192	0.159187	0.819814	0.933325	0.505036	
2913000	-512.535157	1	1732	0.225496	0.494259	0.494259	0.225496	0	0.245246	0.238755	0.261460	0.254540	0.347269	0.575848	0.030388	0.770946	
2914000	-511.467185	1	1777	0.245498	0.485636	0.485636	0.245498	0	0.246140	0.246957	0.253032	0.253871	0.851525	0.173249	0.596507	0.308100	
2915000	-511.658999	1	934	0.238461	0.442551	0.442551	0.238461	0	0.244224	0.252611	0.247336	0.255830	0.776822	0.713309	0.208799	0.185241	
2916000	-511.570244	1	3746	0.241179	0.448443	0.448443	0.241179	0	0.244642	0.252143	0.247808	0.255407	0.321326	0.701667	0.951896	0.598858	
2917000	-511.493227	1	3487	0.254915	0.507982	0.507982	0.254915	0	0.247096	0.247003	0.252998	0.252902	0.382455	0.484540	0.702707	0.161084	
2918000	-513.564144	1	3177	0.288961	0.558079	0.558079	0.288961	1	0.248681	0.249064	0.250935	0.251321	0.698624	0.669561	0.304355	0.301552	
2919000	-511.496435	1	2446	0.242393	0.478872	0.478872	0.242393	0	0.245782	0.246916	0.253068	0.254235	0.810717	0.120317	0.777160	0.642162	
2920000	-511.682555	1	1996	0.249137	0.441503	0.441503	0.249137	0	0.244827	0.256392	0.243636	0.255145	0.524213	0.683158	0.268578	0.387462	
2921000	-511.317962	1	2871	0.257469	0.483488	0.483488	0.257469	0	0.246592	0.250357	0.249619	0.253431	0.643549	0.089335	0.475184	0.476039	
2922000	-511.381022	1	2597	0.264924	0.507960	0.507960	0.264924	0	0.247415	0.249068	0.250921	0.252597	0.464503	0.972088	0.374014	0.680638	
2923000	-511.570047	1	1980	0.239903	0.449881	0.449881	0.239903	0	0.244619	0.251363	0.248582	0.255436	0.065696	0.942202	0.438194	0.849658	
2924000	-512.648883	1	2595	0.215807	0.465710	0.465710	0.215807	0	0.243312	0.237239	0.263007	0.256442	0.153281	0.200264	0.064137	0.159354	
2925000	-512.122758	1	1132	0.302411	0.547477	0.547477	0.302411	0	0.248748	0.250747	0.249251	0.251254	0.174756	0.091105	0.153566	0.306449	
2926000	-511.763601	1	2193	0.233533	0.475575	0.475575	0.233533	0	0.245157	0.244255	0.255764	0.254823	0.148224	0.407829	0.008983	0.856160	
2927000	-511.321670	1	590	0.255937	0.481335	0.481335	0.255937	0	0.246474	0.250305	0.249670	0.253550	0.322531	0.597780	0.783512	0.795439	
2928000	-511.581095	1	1081	0.245934	0.446310	0.446310	0.245934	0	0.244840	0.254214	0.245769	0.255178	0.361491	0.194597	0.815124	0.585591	
2929000	-511.796226	1	3370	0.233905	0.479948	0.479948	0.233905	0	0.245329	0.243795	0.256239	0.254636	0.770312	0.215300	0.546707	0.771961	
2930000	-513.073509	1	2580	0.257324	0.487936	0.487936	0.257324	1	0.246701	0.249731	0.250248	0.253320	0.064193	0.409773	0.454282	0.707799	
2931000	-513.916976	1	2867	0.233562	0.423892	0.423892	0.233562	1	0.242988	0.256168	0.243810	0.257034	0.547216	0.203766	0.368855	0.302953	
2932000	-511.448559	1	2920	0.243507	0.473790	0.473790	0.243507	0	0.245680	0.248026	0.251944	0.254350	0.200490	0.220947	0.251245	0.444665	
2933000	-511.672974	1	3580	0.234125	0.466261	0.466261	0.234125	0	0.244866	0.245947	0.254033	0.255155	0.052360	0.605700	0.095818	0.113693	
2934000	-512.533998	1	295	0.218283	0.411949	0.411949	0.218283	0	0.240847	0.252737	0.247108	0.259307	0.097103	0.047995	0.493519	0.455787	
2935000	-511.458410	1	452	0.246841	0.457021	0.457021	0.246841	0	0.245291	0.252082	0.247882	0.254745	0.429952	0.469163	0.307613	0.426955	
2936000	-511.791823	1	3728	0.271896	0.463439	0.463439	0.271896	0	0.246562	0.256493	0.243568	0.253377	0.564489	0.184200	0.069300	0.457221	
2937000	-512.010436	1	3564	0.240905	0.510463	0.510463	0.240905	0	0.246598	0.243082	0.256992	0.253328	0.269392	0.291591	0.064394	0.284726	
2938000	-511.482210	1	859	0.245669	0.454794	0.454794	0.245669	0	0.245147	0.252193	0.247769	0.254891	0.516777	0.080972	0.430524	0.895121	
2939000	-511.363906	1	1954	0.268797	0.500753	0.500753	0.268797	0	0.247377	0.250488	0.249499	0.252636	0.188648	0.975926	0.613970	0.360020	
2940000	-511.515635	1	1991	0.278237	0.499884	0.499884	0.278237	0	0.247611	0.252048	0.247949	0.252392	0.741202	0.679793	0.221119	0.840516	
2941000	-511.901281	1	690	0.226765	0.449512	0.449512	0.226765	0	0.243641	0.246020	0.253930	0.256409	0.538074	0.880839	0.409806	0.650718	
2942000	-511.990727	1	3675	0.281937	0.473351	0.473351	0.281937	0	0.247131	0.256191	0.243869	0.252809	0.616124	0.090769	0.677794	0.401865	
2943000	-513.162908	1	2802	0.250907	0.469802	0.469802	0.250907	1	0.245919	0.250839	0.249129	0.254113	0.123623	0.265518	0.103445	0.323606	
2944000	-512.658459	1	3519	0.214286	0.458745	0.458745	0.214286	0	0.242836	0.237463	0.262757	0.256944	0.447935	0.602684	0.051869	0.962012	
2945000	-511.351547	1	1572	0.254232	0.490996	0.490996	0.254232	0	0.246663	0.248623	0.251358	0.253356	0.016789	0.533574	0.107129	0.145945	
2946000	-513.549353	1	1003	0.277444	0.474978	0.474978	0.277444	1	0.247041	0.255314	0.244725	0.252920	0.254861	0.207268	0.888876	0.538576	
2947000	-511.369667	1	3200	0.254581	0.494802	0.494802	0.254581	0	0.246773	0.248260	0.251725	0.253242	0.227406	0.244082	0.725299	0.108532	
2948000	-511.701773	1	1686	0.243513	0.438346	0.438346	0.243513	0	0.244369	0.255497	0.244500	0.255634	0.333436	0.352651	0.529226	0.282227	
2949000	-511.535826	1	1506	0.263176	0.463678	0.463678	0.263176	0	0.246253	0.254840	0.245179	0.253728	0.277622	0.395019	0.460363	0.688035	
2950000	-511.962891	1	3863	0.237366	0.500198	0.500198	0.237366	0	0.246151	0.242798	0.257277	0.253774	0.484843	0.312853	0.724977	0.575510	
2951000	-511.625591	1	1341	0.263238	0.458374	0.458374	0.263238	0	0.246092	0.255904	0.244135	0.253869	0.750332	0.347052	0.079779	0.707490	
2952000	-512.194937	1	3492	0.250717	0.422586	0.422586	0.250717	0	0.244079	0.262564	0.237678	0.255678	0.255156	0.234484	0.806987	0.779446	
2953000	-512.486687	1	1459	0.215450	0.424669	0.424669	0.215450	0	0.241255	0.246421	0.253448	0.258876	0.025757	0.863027	0.870146	0.627405	
2954000	-511.568990	1	263	0.239971	0.449911	0.449911	0.239971	0	0.244624	0.251381	0.248565	0.255430	0.476723	0.369340	0.416947	0.343672	
2955000	-511.366731	1	3674	0.252892	0.490844	0.490844	0.252892	0	0.246606	0.248313	0.251669	0.253412	0.694094	0.854935	0.842612	0.344207	
2956000	-511.622207	1	1583	0.238580	0.445852	0.445852	0.238580	0	0.244370	0.251833	0.248110	0.255687	0.379199	0.723361	0.646358	0.584201	
2957000	-513.193128	1	1400	0.276747	0.501160	0.501160	0.276747	1	0.247597	0.251697	0.248297	0.252409	0.956784	0.233168	0.214438	0.190289	
2958000	-512.010365	1	3257	0.294325	0.556762	0.556762	0.294325	0	0.248741	0.249620	0.250377	0.251261	0.782535	0.896799	0.334948	0.598909	
2959000	-511.597879	1	3210	0.279306	0.531501	0.531501	0.279306	0	0.248177	0.249418	0.250576	0.251829	0.438227	0.645331	0.483896	0.524349	
2960000	-511.318997	1	3233	0.258368	0.483038	0.483038	0.258368	0	0.246615	0.250623	0.249355	0.253408	0.356309	0.817671	0.870580	0.531618	
2961000	-511.756808	1	2205	0.231268	0.462209	0.462209	0.231268	0	0.244515	0.245497	0.254483	0.255505	0.523894	0.303719	0.404684	0.354913	
2962000	-511.636231	1	3561	0.266966	0.531378	0.531378	0.266966	0	0.247904	0.247610	0.252393	0.252093	0.639274	0.075647	0.208858	0.202787	
2963000	-511.796830	1	2032	0.278821	0.476626	0.476626	0.278821	0	0.247122	0.255243	0.244795	0.252839	0.165758	0.427880	0.341701	0.275875	
2964000	-511.805398	1	268	0.261041	0.446909	0.446909	0.261041	0	0.245615	0.258014	0.242075	0.254296	0.378021	0.031693	0.331824	0.228492	
2965000	-514.073485	1	2593	0.315949	0.479161	0.479161	0.315949	0	0.248007	0.258117	0.242005	0.251871	0.353928	0.421046	0.133571	0.076633	
2966000	-511.490854	1	54	0.278039	0.505334	0.505334	0.278039	0	0.247711	0.251437	0.248557	0.252296	0.500640	0.330536	0.798420	0.732737	
2967000	-511.496164	1	719	0.271303	0.523077	0.523077	0.271303	0	0.247868	0.248879	0.251115	0.252139	0.303762	0.116533	0.753029	0.777557	
2968000	-511.595579	1	2711	0.257856	0.453411	0.453411	0.257856	0	0.245702	0.255788	0.244242	0.254268	0.413951	0.990663	0.636749	0.314632	
2969000	-511.836862	1	3708	0.241159	0.502639	0.502639	0.241159	0	0.246406	0.243805	0.256247	0.253542	0.954928	0.965054	0.595662	0.455130	
2970000	-511.631064	1	2503	0.235004	0.456099	0.456099	0.235004	0	0.244541	0.248189	0.251757	0.255513	0.573779	0.077026	0.907448	0.158001	
2971000	-513.062775	1	803	0.262067	0.497332	0.497332	0.262067	1	0.247095	0.249613	0.250370	0.252922	0.137567	0.223118	0.660354	0.311444	
2972000	-513.112395	1	2782	0.270719	0.497493	0.497493	0.270719	1	0.247362	0.251176	0.248812	0.252650	0.033795	0.887010	0.548802	0.789290	
2973000	-512.182279	1	981	0.249753	0.533675	0.533675	0.249753	0	0.247462	0.244034	0.256026	0.252478	0.529963	0.358815	0.446521	0.090315	
2974000	-511.659035	1	2668	0.258610	0.523889	0.523889	0.258610	0	0.247546	0.246554	0.253457	0.252442	0.626549	0.655180	0.509920	0.684889	
2975000	-511.518431	1	1269	0.242834	0.452577	0.452577	0.242834	0	0.244902	0.251765	0.248189	0.255144	0.696785	0.660022	0.846245	0.040061	
2976000	-514.854736	1	50	0.252755	0.405991	0.405991	0.252755	1	0.243313	0.269556	0.231103	0.256029	0.298526	0.348283	0.127490	0.681790	
2977000	-512.652264	1	801	0.211962	0.438291	0.438291	0.211962	0	0.241555	0.240264	0.259785	0.258397	0.149539	0.594534	0.193838	0.806852	
2978000	-512.185843	1	2791	0.252338	0.424242	0.424242	0.252338	0	0.244250	0.262442	0.237799	0.255509	0.951765	0.573745	0.821016	0.563164	
2979000	-511.577026	1	399	0.237221	0.456870	0.456870	0.237221	0	0.244719	0.248882	0.251065	0.255335	0.708083	0.592367	0.949571	0.575354	
2980000	-511.494435	1	407	0.276358	0.495880	0.495880	0.276358	0	0.247483	0.252241	0.247757	0.252520	0.581023	0.175768	0.846856	0.917249	
2981000	-513.626320	1	2970	0.232266	0.477360	0.477360	0.232266	1	0.245135	0.243507	0.256531	0.254827	0.096168	0.765099	0.737107	0.936950	
2982000	-513.081923	1	2871	0.257469	0.483488	0.483488	0.257469	1	0.246591	0.250359	0.249618	0.253432	0.564885	0.706198	0.415726	0.706739	
2983000	-511.860231	1	2191	0.294006	0.523986	0.523986	0.294006	0	0.248337	0.251593	0.248407	0.251664	0.997828	0.796246	0.211039	0.470239	
2984000	-511.370606	1	2478	0.269210	0.495499	0.495499	0.269210	0	0.247277	0.251152	0.248836	0.252736	0.134888	0.366122	0.613614	0.023057	
2985000	-511.718771	1	3606	0.238461	0.437979	0.437979	0.238461	0	0.244025	0.253821	0.246137	0.256017	0.993099	0.544441	0.113275	0.133903	
2986000	-511.672974	1	3580	0.234125	0.466261	0.466261	0.234125	0	0.244866	0.245947	0.254033	0.255155	0.472414	0.522632	0.927865	0.690523	
2987000	-511.902399	1	609	0.280950	0.475565	0.475565	0.280950	0	0.247157	0.255701	0.244348	0.252795	0.987153	0.272641	0.273912	0.525871	
2988000	-511.785229	1	2185	0.231402	0.468020	0.468020	0.231402	0	0.244744	0.244556	0.255449	0.255252	0.919154	0.730490	0.697502	0.970935	
2989000	-513.698405	1	202	0.280055	0.472844	0.472844	0.280055	1	0.247064	0.256029	0.244026	0.252881	0.767266	0.314753	0.842079	0.854626	
2990000	-511.734177	1	2594	0.267830	0.537728	0.537728	0.267830	0	0.248028	0.247378	0.252628	0.251966	0.283199	0.296878	0.961146	0.813118	
2991000	-514.162680	1	1220	0.219773	0.462599	0.462599	0.219773	1	0.243573	0.239949	0.260175	0.256304	0.795945	0.551690	0.817464	0.765226	
2992000	-512.126828	1	2554	0.227346	0.480089	0.480089	0.227346	0	0.244890	0.241088	0.259022	0.255000	0.385185	0.982937	0.529990	0.980310	
2993000	-511.526166	1	478	0.275279	0.525751	0.525751	0.275279	0	0.248003	0.249274	0.250719	0.252004	0.628027	0.752654	0.410160	0.059964	
2994000	-511.712878	1	970	0.242873	0.437631	0.437631	0.242873	0	0.244298	0.255480	0.244515	0.255707	0.301527	0.043672	0.763525	0.710421	
2995000	-511.471162	1	1785	0.263612	0.516800	0.516800	0.263612	0	0.247554	0.248053	0.251943	0.252451	0.297532	0.632417	0.097805	0.994389	
2996000	-511.557957	1	956	0.238089	0.467679	0.467679	0.238089	0	0.245169	0.247194	0.252774	0.254863	0.444192	0.627182	0.622483	0.806921	
2997000	-512.709061	1	1478	0.212854	0.454381	0.454381	0.212854	0	0.242467	0.237356	0.262859	0.257318	0.571716	0.144595	0.022794	0.321915	
2998000	-511.621983	1	2083	0.240619	0.444142	0.444142	0.240619	0	0.244432	0.252988	0.246967	0.255613	0.072000	0.632172	0.930376	0.141031	
2999000	-511.972309	1	3989	0.237405	0.424356	0.424356	0.237405	0	0.243306	0.257565	0.242460	0.256669	0.025922	0.130827	0.521982	0.860393	
3000000	-512.857533	1	1829	0.314288	0.519081	0.519081	0.314288	0	0.248578	0.253506	0.246515	0.251401	0.587413	0.875451	0.836816	0.686005	
3001000	-511.892574	1	338	0.271205	0.457722	0.457722	0.271205	0	0.246371	0.257519	0.242567	0.253543	0.822925	0.658103	0.784884	0.288613	
3002000	-511.975583	1	3183	0.224980	0.450629	0.450629	0.224980	0	0.243536	0.244912	0.255056	0.256497	0.328458	0.699338	0.901692	0.486507	
3003000	-513.706410	1	594	0.233951	0.490422	0.490422	0.233951	1	0.245669	0.242558	0.257517	0.254256	0.643397	0.716539	0.444780	0.520289	
3004000	-511.658889	1	890	0.252335	0.514735	0.514735	0.252335	0	0.247156	0.245838	0.254181	0.252825	0.523672	0.330949	0.670428	0.216187	
3005000	-512.043776	1	3129	0.233975	0.495612	0.495612	0.233975	0	0.245831	0.242035	0.258059	0.254075	0.305494	0.329663	0.785222	0.988825	
3006000	-511.446196	1	2974	0.249273	0.458066	0.458066	0.249273	0	0.245455	0.252579	0.247393	0.254573	0.569357	0.981843	0.639837	0.720296	
3007000	-512.597773	1	598	0.213495	0.422932	0.422932	0.213495	0	0.240912	0.245711	0.254157	0.259220	0.322602	0.118108	0.912312	0.326757	
3008000	-511.977020	1	861	0.241678	0.510603	0.510603	0.241678	0	0.246637	0.243305	0.256764	0.253295	0.227812	0.197554	0.577234	0.464303	
3009000	-511.602531	1	3892	0.254637	0.449851	0.449851	0.254637	0	0.245428	0.255814	0.244212	0.254546	0.933665	0.679626	0.393314	0.612428	
3010000	-511.509131	1	395	0.273627	0.485648	0.485648	0.273627	0	0.247185	0.253137	0.246866	0.252811	0.491085	0.101751	0.033204	0.996742	
3011000	-512.205385	1	593	0.280333	0.461335	0.461335	0.280333	0	0.246774	0.258154	0.241957	0.253115	0.618400	0.144889	0.664161	0.860982	
3012000	-511.322879	1	2448	0.259586	0.482702	0.482702	0.259586	0	0.246651	0.250939	0.249040	0.253369	0.058934	0.409147	0.263756	0.659278	
3013000	-511.979006	1	1921	0.293150	0.503681	0.503681	0.293150	0	0.248009	0.253380	0.246635	0.251976	0.530836	0.052021	0.778194	0.653230	
3014000	-511.438041	1	2929	0.269654	0.483627	0.483627	0.269654	0	0.247018	0.252766	0.247232	0.252985	0.444896	0.141484	0.150841	0.224069	
3015000	-511.753718	1	733	0.254098	0.522543	0.522543	0.254098	0	0.247380	0.245682	0.254342	0.252596	0.287101	0.162797	0.528041	0.689799	
3016000	-511.557506	1	3929	0.277468	0.491243	0.491243	0.277468	0	0.247415	0.252971	0.247034	0.252581	0.562659	0.488619	0.971103	0.444636	
3017000	-511.779344	1	511	0.234588	0.480967	0.480967	0.234588	0	0.245406	0.243920	0.256112	0.254562	0.005666	0.875125	0.010165	0.519685	
3018000	-511.365532	1	3724	0.249920	0.470809	0.470809	0.249920	0	0.245906	0.250399	0.249568	0.254128	0.761326	0.551928	0.178147	0.429950	
3019000	-511.556128	1	3973	0.263677	0.463085	0.463085	0.263677	0	0.246255	0.255055	0.244968	0.253722	0.560760	0.213504	0.259011	0.160094	
3020000	-513.752789	1	1059	0.235694	0.498576	0.498576	0.235694	1	0.246014	0.242372	0.257714	0.253900	0.318754	0.352958	0.801009	0.943896	
3021000	-511.844695	1	2482	0.279209	0.550264	0.550264	0.279209	0	0.248435	0.248343	0.251658	0.251564	0.239637	0.299697	0.106783	0.360985	
3022000	-511.364836	1	1670	0.268838	0.501316	0.501316	0.268838	0	0.247390	0.250434	0.249552	0.252623	0.091912	0.286933	0.166942	0.893031	
3023000	-512.186649	1	2560	0.251964	0.537363	0.537363	0.251964	0	0.247603	0.244365	0.255687	0.252344	0.474494	0.279483	0.316328	0.134821	
3024000	-511.799768	1	1818	0.259514	0.532254	0.532254	0.259514	0	0.247728	0.246211	0.253808	0.252254	0.742475	0.534271	0.640584	0.755412	
3025000	-511.451177	1	3390	0.243230	0.472653	0.472653	0.243230	0	0.245629	0.248117	0.251851	0.254403	0.662577	0.631890	0.023751	0.007594	
3026000	-512.626799	1	2613	0.212318	0.437327	0.437327	0.212318	0	0.241550	0.240745	0.259285	0.258421	0.109563	0.521235	0.722545	0.721269	
3027000	-511.413343	1	1268	0.251785	0.494999	0.494999	0.251785	0	0.246669	0.247553	0.252437	0.253342	0.587775	0.704935	0.220837	0.170675	
3028000	-511.441134	1	1323	0.259975	0.510513	0.510513	0.259975	0	0.247319	0.247872	0.252122	0.252687	0.223031	0.631040	0.283770	0.617230	
3029000	-511.927473	1	1606	0.226992	0.438956	0.438956	0.226992	0	0.243183	0.248678	0.251231	0.256908	0.289018	0.391140	0.532430	0.378316	
3030000	-511.581915	1	873	0.274105	0.531215	0.531215	0.274105	0	0.248065	0.248729	0.251267	0.251939	0.337641	0.626022	0.431447	0.865851	
3031000	-511.402515	1	1225	0.264750	0.510747	0.510747	0.264750	0	0.247467	0.248778	0.251212	0.252543	0.977378	0.335396	0.937928	0.384746	
3032000	-513.097792	1	2905	0.263874	0.509243	0.509243	0.263874	1	0.247409	0.248753	0.251236	0.252601	0.565849	0.158347	0.094648	0.430864	
3033000	-511.500481	1	2652	0.274072	0.487773	0.487773	0.274072	0	0.247246	0.252918	0.247084	0.252752	0.798809	0.788940	0.064525	0.322204	
3034000	-511.564450	1	455	0.272339	0.529426	0.529426	0.272339	0	0.247997	0.248588	0.251408	0.252007	0.858112	0.570188	0.819664	0.815043	
3035000	-514.526776	1	1129	0.232894	0.403115	0.403115	0.232894	1	0.241737	0.264084	0.236173	0.258006	0.696961	0.978260	0.386973	0.293852	
3036000	-511.883330	1	1712	0.253150	0.527167	0.527167	0.253150	0	0.247443	0.245175	0.254859	0.252523	0.441602	0.074191	0.360499	0.447219	
3037000	-511.755177	1	3479	0.289470	0.535225	0.535225	0.289470	0	0.248414	0.250342	0.249653	0.251591	0.775978	0.186372	0.633050	0.500789	
