Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ_KNOWN.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2077959526
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ_KNOWN.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ_KNOWN.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
2743000	-306.321256	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.526721	0.526721	0.526721	0.526721	2.529331	2.529331	0.000000	0.526721	0.453290	0.494038	0.052394	0.000278	1.923160	
2744000	-306.546924	1	2	0	'1 1 1 1 0 0 1 1 	D	0.584743	0.584743	0.584743	0.584743	1.885192	1.885192	0.584743	0.584743	0.262310	0.271447	0.342259	0.123984	0.865381	
2745000	-306.451421	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.539642	0.539642	0.539642	0.539642	1.735388	1.735388	0.000000	0.539642	0.455023	0.512010	0.032814	0.000153	1.652346	
2746000	-305.873000	1	2	0	'1 1 1 1 0 0 1 1 	D	0.515487	0.515487	0.515487	0.515487	2.087206	2.087206	0.515487	0.515487	0.249744	0.229454	0.408786	0.112016	1.424036	
2747000	-306.111195	1	2	0	'0 0 0 0 1 1 0 0 	D	0.508937	0.508937	0.508937	0.508937	1.803895	1.803895	0.508937	0.508937	0.264950	0.249203	0.375054	0.110793	1.747593	
2748000	-305.811801	1	2	0	'0 0 0 0 1 1 0 0 	D	0.492844	0.492844	0.492844	0.492844	2.058950	2.058950	0.492844	0.492844	0.249313	0.221648	0.421116	0.107923	1.203831	
2749000	-306.885851	1	2	0	'0 0 0 0 1 1 0 0 	D	0.422486	0.422486	0.422486	0.422486	1.671115	1.671115	0.422486	0.422486	0.264763	0.218072	0.421248	0.095917	0.297270	
2750000	-306.355109	1	2	0	'0 0 0 0 1 1 0 0 	D	0.483174	0.483174	0.483174	0.483174	2.344621	2.344621	0.483174	0.483174	0.235169	0.200553	0.458667	0.105611	0.995633	
2751000	-307.182595	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.534791	0.534791	0.534791	0.534791	2.745234	2.745234	0.000000	0.534791	0.450231	0.494905	0.054558	0.000305	1.287025	
2752000	-307.069400	1	2	0	'0 0 0 0 1 1 0 0 	D	0.463368	0.463368	0.463368	0.463368	2.510066	2.510066	0.463368	0.463368	0.226107	0.184230	0.488288	0.101375	0.861037	
2753000	-307.505705	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.472672	0.472672	0.472672	0.472672	1.664194	1.664194	0.000000	0.472672	0.471533	0.490317	0.038007	0.000143	0.840264	
2754000	-305.914527	1	2	0	'0 0 0 0 1 1 0 0 	D	0.464337	0.464337	0.464337	0.464337	1.907149	1.907149	0.464337	0.464337	0.254687	0.219436	0.422921	0.102956	1.331637	
2755000	-306.425906	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.460797	0.460797	0.460797	0.460797	2.101793	2.101793	0.000000	0.460797	0.471064	0.474033	0.054682	0.000221	1.412119	
2756000	-305.536621	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.578417	0.578417	0.578417	0.578417	2.341540	2.341540	0.000000	0.578417	0.443422	0.512371	0.043947	0.000259	1.811185	
2757000	-307.145691	1	2	0	'0 0 0 0 1 1 0 0 	D	0.555918	0.555918	0.555918	0.555918	1.627509	1.627509	0.555918	0.555918	0.277785	0.286798	0.317546	0.117872	1.161348	
2758000	-306.365304	1	2	0	'0 0 0 0 1 1 0 0 	D	0.566822	0.566822	0.566822	0.566822	1.872370	1.872370	0.566822	0.566822	0.262913	0.266230	0.350001	0.120856	0.936703	
2759000	-306.359602	1	2	0	'0 0 0 0 1 1 0 0 	D	0.511995	0.511995	0.511995	0.511995	2.344404	2.344404	0.511995	0.511995	0.238095	0.212670	0.438173	0.111061	1.638335	
2760000	-306.462633	1	2	0	'0 0 0 0 1 1 0 0 	D	0.428827	0.428827	0.428827	0.428827	2.258274	2.258274	0.428827	0.428827	0.230729	0.179098	0.494826	0.095347	1.004994	
2761000	-306.213863	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.541400	0.541400	0.541400	0.541400	1.782637	1.782637	0.000000	0.541400	0.454425	0.511362	0.034052	0.000161	1.218634	
2762000	-305.634151	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.518595	0.518595	0.518595	0.518595	2.122519	2.122519	0.000000	0.518595	0.457740	0.496562	0.045479	0.000220	1.121086	
2763000	-306.057075	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.699850	0.699850	0.699850	0.699850	2.099844	2.099844	0.000000	0.699850	0.421005	0.545627	0.033121	0.000248	0.811437	
2764000	-306.864451	1	2	0	'1 1 1 1 0 0 1 1 	D	0.617775	0.617775	0.617775	0.617775	2.091545	2.091545	0.617775	0.617775	0.252178	0.265591	0.351787	0.130445	0.954442	
2765000	-306.490070	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.491729	0.491729	0.491729	0.491729	2.457530	2.457530	0.000000	0.491729	0.461402	0.482024	0.056306	0.000267	1.373342	
2766000	-306.798391	1	2	0	'1 1 1 1 0 0 1 1 	D	0.528700	0.528700	0.528700	0.528700	2.454690	2.454690	0.528700	0.528700	0.235229	0.213679	0.437065	0.114027	1.358613	
2767000	-306.602260	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.503910	0.503910	0.503910	0.503910	1.757163	1.757163	0.000000	0.503910	0.463366	0.499393	0.037084	0.000157	0.785166	
2768000	-305.958682	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.644244	0.644244	0.644244	0.644244	2.469826	2.469826	0.000000	0.644244	0.429628	0.528112	0.041964	0.000297	1.992028	
2769000	-306.892313	1	2	0	'1 1 1 1 0 0 1 1 	D	0.446767	0.446767	0.446767	0.446767	1.625908	1.625908	0.446767	0.446767	0.271776	0.236580	0.391486	0.100158	1.028084	
2770000	-306.012746	1	2	0	'1 1 1 1 0 0 1 1 	D	0.544254	0.544254	0.544254	0.544254	2.036493	2.036493	0.544254	0.544254	0.253801	0.244521	0.384485	0.117194	1.621154	
2771000	-305.969084	1	2	0	'1 1 1 1 0 0 1 1 	D	0.498581	0.498581	0.498581	0.498581	2.193693	2.193693	0.498581	0.498581	0.243334	0.215511	0.432358	0.108797	0.525953	
2772000	-306.058765	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.687814	0.687814	0.687814	0.687814	2.006183	2.006183	0.000000	0.687814	0.423487	0.544678	0.031610	0.000225	1.312221	
2773000	-306.003202	1	2	0	'1 1 1 1 0 0 1 1 	D	0.542930	0.542930	0.542930	0.542930	2.038697	2.038697	0.542930	0.542930	0.253638	0.243851	0.385551	0.116959	1.160880	
2774000	-306.157074	1	2	0	'0 0 0 0 1 1 0 0 	D	0.546141	0.546141	0.546141	0.546141	1.880557	1.880557	0.546141	0.546141	0.262051	0.257728	0.362906	0.117315	1.976490	
2775000	-307.041906	1	2	0	'0 0 0 0 1 1 0 0 	D	0.428422	0.428422	0.428422	0.428422	1.626162	1.626162	0.428422	0.428422	0.269225	0.226243	0.407494	0.097038	0.575106	
2776000	-305.722839	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.526172	0.526172	0.526172	0.526172	1.966270	1.966270	0.000000	0.526172	0.456987	0.502160	0.040660	0.000194	0.585332	
2777000	-306.342773	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.468349	0.468349	0.468349	0.468349	2.213370	2.213370	0.000000	0.468349	0.468437	0.475476	0.055851	0.000236	1.917766	
2778000	-305.942941	1	2	0	'0 0 0 0 1 1 0 0 	D	0.533676	0.533676	0.533676	0.533676	2.007266	2.007266	0.533676	0.533676	0.254806	0.242571	0.387332	0.115291	1.359899	
2779000	-305.959903	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.522333	0.522333	0.522333	0.522333	1.881152	1.881152	0.000000	0.522333	0.458352	0.502725	0.038744	0.000179	1.438745	
2780000	-306.810771	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.459108	0.459108	0.459108	0.459108	2.373539	2.373539	0.000000	0.459108	0.469180	0.469273	0.061288	0.000259	0.930752	
2781000	-306.781743	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.676457	0.676457	0.676457	0.676457	1.765216	1.765216	0.000000	0.676457	0.426206	0.546960	0.026660	0.000173	0.837416	
2782000	-306.027500	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.488407	0.488407	0.488407	0.488407	2.022762	2.022762	0.000000	0.488407	0.465332	0.487178	0.047285	0.000205	1.527776	
2783000	-312.272433	1	2	1	'0 Z 0 0 1 1 0 0 	D	0.518978	0.000000	0.518978	0.518978	1.863250	1.863250	0.518978	0.518978	0.013228	0.078789	0.568685	0.339297	0.806639	
2784000	-306.451393	1	2	0	'0 0 0 0 1 1 0 0 	D	0.586191	0.586191	0.586191	0.586191	2.112463	2.112463	0.586191	0.586191	0.251270	0.254057	0.369873	0.124800	1.604419	
2785000	-305.817913	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.637371	0.637371	0.637371	0.637371	2.427685	2.427685	0.000000	0.637371	0.431148	0.526943	0.041621	0.000288	1.002731	
2786000	-307.432260	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.568471	0.568471	0.568471	0.568471	1.576772	1.576772	0.000000	0.568471	0.448840	0.524913	0.026123	0.000124	1.706376	
2787000	-306.150211	1	2	0	'1 1 1 1 0 0 1 1 	D	0.474932	0.474932	0.474932	0.474932	1.779268	1.779268	0.474932	0.474932	0.263879	0.235673	0.395509	0.104940	0.759419	
2788000	-305.804755	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.566902	0.566902	0.566902	0.566902	2.444773	2.444773	0.000000	0.566902	0.445241	0.507737	0.046749	0.000273	1.550153	
2789000	-305.510164	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.588316	0.588316	0.588316	0.588316	1.979001	1.979001	0.000000	0.588316	0.443204	0.520972	0.035623	0.000200	1.055209	
2790000	-306.642813	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.465158	0.465158	0.465158	0.465158	1.886892	1.886892	0.000000	0.465158	0.471819	0.480691	0.047305	0.000185	0.861660	
2791000	-305.412848	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.580195	0.580195	0.580195	0.580195	2.260422	2.260422	0.000000	0.580195	0.443500	0.513982	0.042271	0.000247	1.654143	
2792000	-307.540891	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.459615	0.459615	0.459615	0.459615	1.694479	1.694479	0.000000	0.459615	0.474599	0.483927	0.041323	0.000151	0.410019	
2793000	-305.501444	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.536056	0.536056	0.536056	0.536056	2.147900	2.147900	0.000000	0.536056	0.453673	0.502096	0.044007	0.000224	1.348139	
2794000	-306.872172	1	2	0	'1 1 1 1 0 0 1 1 	D	0.504465	0.504465	0.504465	0.504465	1.614799	1.614799	0.504465	0.504465	0.277471	0.266652	0.346299	0.109578	1.085940	
2795000	-305.677857	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.623693	0.623693	0.623693	0.623693	2.389862	2.389862	0.000000	0.623693	0.433994	0.524002	0.041727	0.000278	1.010821	
2796000	-305.853990	1	2	0	'1 1 1 1 0 0 1 1 	D	0.494163	0.494163	0.494163	0.494163	2.114561	2.114561	0.494163	0.494163	0.246655	0.218520	0.426730	0.108095	0.949722	
2797000	-305.818449	1	2	0	'1 1 1 1 0 0 1 1 	D	0.501275	0.501275	0.501275	0.501275	1.983953	1.983953	0.501275	0.501275	0.253984	0.230779	0.405727	0.109510	1.515293	
2798000	-305.474677	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.558524	0.558524	0.558524	0.558524	2.268792	2.268792	0.000000	0.558524	0.448048	0.507423	0.044283	0.000245	1.116748	
2799000	-306.061872	1	2	0	'0 0 0 0 1 1 0 0 	D	0.458391	0.458391	0.458391	0.458391	2.192949	2.192949	0.458391	0.458391	0.238649	0.197284	0.462811	0.101255	0.847888	
2800000	-308.788274	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.678899	0.678899	0.678899	0.678899	3.044824	3.044824	0.000000	0.678899	0.420541	0.530809	0.048249	0.000401	1.807758	
2801000	-309.328113	1	2	0	'0 0 0 0 0 1 0 0 	D	0.551216	0.551216	0.551216	0.551216	0.551216	2.980608	0.551216	0.551216	0.600061	0.239317	0.133501	0.027120	1.555361	
2802000	-310.113833	1	2	0	'0 0 0 0 0 1 0 0 	D	0.718725	0.718725	0.718725	0.718725	0.718725	2.600220	0.718725	0.718725	0.445899	0.352857	0.140005	0.061238	1.640216	
2803000	-309.274699	1	2	0	'0 0 0 0 0 1 0 0 	D	0.644558	0.644558	0.644558	0.644558	0.644558	2.849851	0.644558	0.644558	0.515063	0.303156	0.138331	0.043450	1.150497	
2804000	-310.223042	1	3	1	'1 0 0 0 2 2 Z 2 	D	1.508002	0.363814	0.363814	0.363814	2.135362	2.135362	0.000000	2.135362	0.632281	0.273263	0.084138	0.010317	1.883146	
2805000	-311.258371	1	2	1	'1 0 0 0 1 1 Z 1 	D	1.283319	0.590030	0.590030	0.590030	1.283319	1.283319	0.000000	1.283319	0.553339	0.423937	0.022225	0.000498	1.466165	
2806000	-307.167088	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.717770	0.717770	0.717770	0.717770	1.788074	1.788074	0.000000	0.717770	0.418668	0.555004	0.026142	0.000187	1.419535	
2807000	-307.615848	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.485553	0.485553	0.485553	0.485553	2.709081	2.709081	0.000000	0.485553	0.461013	0.477541	0.061150	0.000295	0.990494	
2808000	-306.186289	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.695932	0.695932	0.695932	0.695932	2.398302	2.398302	0.000000	0.695932	0.420498	0.540558	0.038639	0.000304	1.762361	
2809000	-305.988021	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.587886	0.587886	0.587886	0.587886	2.520152	2.520152	0.000000	0.587886	0.440471	0.512979	0.046262	0.000288	1.422813	
2810000	-305.848751	1	2	0	'1 1 1 1 0 0 1 1 	D	0.504635	0.504635	0.504635	0.504635	2.095165	2.095165	0.504635	0.504635	0.248530	0.224343	0.417092	0.110035	1.225087	
2811000	-306.157395	1	2	0	'1 1 1 1 0 0 1 1 	D	0.551825	0.551825	0.551825	0.551825	2.159802	2.159802	0.551825	0.551825	0.248331	0.238819	0.394247	0.118603	1.095065	
2812000	-307.591266	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.750389	0.750389	0.750389	0.750389	2.667086	2.667086	0.000000	0.750389	0.410190	0.548272	0.041156	0.000382	1.563321	
2813000	-307.056918	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.658414	0.658414	0.658414	0.658414	2.747494	2.747494	0.000000	0.658414	0.425622	0.528629	0.045403	0.000346	1.011482	
2814000	-310.254263	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.776667	0.776667	0.776667	0.776667	0.776667	2.983205	0.000000	0.776667	0.500574	0.490696	0.008651	0.000079	1.437024	
2815000	-310.068678	1	2	0	'1 1 0 1 0 0 1 0 	D	0.328451	0.328451	1.074364	0.328451	1.074364	1.074364	0.328451	1.074364	0.127137	0.537735	0.161142	0.173987	1.916051	
2816000	-309.927710	1	2	0	'1 1 0 1 0 0 1 0 	D	0.307732	0.307732	1.137309	0.307732	1.137309	1.137309	0.307732	1.137309	0.111362	0.529489	0.172599	0.186550	1.004232	
2817000	-310.954508	1	2	0	'1 1 0 1 0 0 1 0 	D	0.451558	0.451558	1.062095	0.451558	1.062095	1.062095	0.451558	1.062095	0.167529	0.540465	0.133043	0.158963	0.318628	
2818000	-309.388706	1	2	0	'1 1 1 1 1 0 1 1 	D	0.645271	0.645271	0.645271	0.645271	0.645271	3.193177	0.645271	0.645271	0.540910	0.286585	0.133887	0.038618	1.073925	
2819000	-310.384661	1	2	0	'1 1 1 1 1 0 1 1 	D	0.727858	0.727858	0.727858	0.727858	0.727858	3.421671	0.727858	0.727858	0.498211	0.317290	0.135197	0.049302	0.953300	
2820000	-312.744130	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.526975	0.526975	0.526975	0.526975	0.526975	2.416311	0.000000	0.526975	0.636656	0.349628	0.013662	0.000053	1.798077	
2821000	-311.748274	1	2	0	'1 0 1 0 1 1 0 1 	D	1.027936	0.351257	1.027936	0.351257	1.027936	1.027936	0.351257	1.027936	0.262738	0.457148	0.130571	0.149543	0.767074	
2822000	-311.812785	1	2	0	'1 0 1 0 1 1 0 1 	D	1.143786	0.220242	1.143786	0.220242	1.143786	1.143786	0.220242	1.143786	0.218019	0.400278	0.182447	0.199257	0.566673	
2823000	-311.720048	1	2	0	'1 0 1 0 1 1 0 1 	D	1.122332	0.229087	1.122332	0.229087	1.122332	1.122332	0.229087	1.122332	0.223975	0.407569	0.176467	0.191988	1.475860	
2824000	-313.256356	1	2	0	'1 0 1 0 1 1 0 1 	D	0.983787	0.190808	0.983787	0.190808	0.983787	0.983787	0.190808	0.983787	0.233256	0.398898	0.184215	0.183631	0.649394	
2825000	-307.782791	1	2	0	'1 1 1 1 0 0 1 0 	D	0.296626	0.296626	0.296626	0.296626	2.416605	2.416605	0.296626	2.416605	0.115488	0.102623	0.361199	0.420690	0.974809	
2826000	-305.839401	1	2	0	'1 1 1 1 0 0 1 0 	D	0.260163	0.260163	0.260163	0.260163	1.849013	1.849013	0.260163	1.849013	0.129270	0.102364	0.379943	0.388423	1.165485	
2827000	-307.010681	1	2	0	'1 1 1 1 0 0 1 0 	D	0.234163	0.234163	0.234163	0.234163	1.501801	1.501801	0.234163	1.501801	0.144307	0.106711	0.391037	0.357945	1.327096	
2828000	-305.184704	1	2	0	'1 1 1 1 0 0 1 0 	D	0.291117	0.291117	0.291117	0.291117	1.870397	1.870397	0.291117	1.870397	0.144549	0.122003	0.361932	0.371517	0.448759	
2829000	-305.630748	1	2	0	'1 1 1 1 0 0 1 0 	D	0.273227	0.273227	0.273227	0.273227	1.906427	1.906427	0.273227	1.906427	0.132363	0.108039	0.372782	0.386816	0.938372	
2830000	-305.995437	1	2	0	'1 1 1 1 0 0 1 0 	D	0.251375	0.251375	0.251375	0.251375	1.763430	1.763430	0.251375	1.763430	0.130738	0.101177	0.384506	0.383579	1.740507	
2831000	-304.852966	1	2	0	'1 1 1 1 0 0 1 0 	D	0.331394	0.331394	0.331394	0.331394	1.927805	1.927805	0.331394	1.927805	0.159502	0.145321	0.340293	0.354884	1.053329	
2832000	-305.324516	1	3	1	'1 1 1 1 0 2 Z 0 	D	0.405481	0.405481	0.405481	0.405481	1.164858	1.936151	0.000000	1.164858	0.483272	0.501703	0.014703	0.000322	1.547650	
2833000	-311.147606	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.771810	0.771810	0.771810	0.771810	0.771810	3.739528	0.000000	0.771810	0.544593	0.447833	0.007508	0.000066	1.610994	
2834000	-310.198746	1	2	0	'0 0 0 0 0 1 0 0 	D	0.741890	0.741890	0.741890	0.741890	0.741890	2.934240	0.741890	0.741890	0.458425	0.341632	0.140728	0.059215	1.390208	
2835000	-310.218549	1	2	0	'0 0 0 0 0 1 0 0 	D	0.579782	0.579782	0.579782	0.579782	0.579782	2.226704	0.579782	0.579782	0.497559	0.320480	0.137750	0.044211	1.017168	
2836000	-310.403580	1	2	0	'0 0 0 0 0 1 0 0 	D	0.673041	0.673041	0.673041	0.673041	0.673041	3.711629	0.673041	0.673041	0.551934	0.285787	0.125327	0.036952	1.157898	
2837000	-309.376025	1	2	0	'0 0 0 0 0 1 0 0 	D	0.583872	0.583872	0.583872	0.583872	0.583872	2.606106	0.583872	0.583872	0.538491	0.285077	0.139049	0.037383	0.633920	
2838000	-310.921428	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.754325	0.754325	0.754325	0.754325	0.754325	2.311860	0.000000	0.754325	0.467099	0.524604	0.008229	0.000068	0.975745	
2839000	-311.352179	1	2	0	'1 0 1 0 1 1 0 1 	D	1.210752	0.262466	1.210752	0.262466	1.210752	1.210752	0.262466	1.210752	0.220617	0.414585	0.169748	0.195050	1.260121	
2840000	-311.454422	1	2	0	'1 0 1 0 1 1 0 1 	D	1.263923	0.337410	1.263923	0.337410	1.263923	1.263923	0.337410	1.263923	0.227840	0.434577	0.151920	0.185663	1.580747	
2841000	-311.325562	1	2	0	'1 0 1 0 1 1 0 1 	D	1.116372	0.275099	1.116372	0.275099	1.116372	1.116372	0.275099	1.116372	0.236664	0.428945	0.157889	0.176503	1.740821	
2842000	-310.411485	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.732448	0.732448	0.732448	0.732448	0.732448	2.523745	0.000000	0.732448	0.491949	0.499119	0.008861	0.000071	1.260728	
2843000	-310.036614	1	2	0	'1 1 1 1 1 0 1 1 	D	0.683574	0.683574	0.683574	0.683574	0.683574	2.424365	0.683574	0.683574	0.450461	0.352629	0.138466	0.058444	1.382730	
2844000	-309.225097	1	2	0	'1 1 1 1 1 0 1 1 	D	0.570366	0.570366	0.570366	0.570366	0.570366	2.987898	0.570366	0.570366	0.584562	0.251606	0.134070	0.029761	1.921367	
2845000	-310.930440	1	2	0	'1 1 1 1 1 0 1 1 	D	0.609997	0.609997	0.609997	0.609997	0.609997	2.020540	0.609997	0.609997	0.451118	0.361511	0.132870	0.054501	1.524917	
2846000	-310.233267	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.672838	0.672838	0.672838	0.672838	0.672838	2.722070	0.000000	0.672838	0.543607	0.446418	0.009907	0.000067	1.210288	
2847000	-306.637373	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.486819	0.486819	0.486819	0.486819	2.480345	2.480345	0.000000	0.486819	0.462315	0.479866	0.057548	0.000270	1.386296	
2848000	-306.512656	1	2	0	'0 0 0 0 1 1 0 0 	D	0.435872	0.435872	0.435872	0.435872	1.729967	1.729967	0.435872	0.435872	0.262494	0.219901	0.419440	0.098165	1.915748	
2849000	-307.648854	1	2	0	'1 1 1 1 0 0 1 1 	D	0.390800	0.390800	0.390800	0.390800	2.428900	2.428900	0.390800	0.390800	0.214983	0.151579	0.546384	0.087053	1.895443	
2850000	-305.435060	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.558423	0.558423	0.558423	0.558423	2.051786	2.051786	0.000000	0.558423	0.449295	0.510888	0.039608	0.000210	1.105462	
2851000	-305.828943	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.664639	0.664639	0.664639	0.664639	2.009484	2.009484	0.000000	0.664639	0.427775	0.539528	0.032477	0.000220	1.047497	
2852000	-305.868916	1	2	0	'1 1 1 1 0 0 1 1 	D	0.478333	0.478333	0.478333	0.478333	2.116227	2.116227	0.478333	0.478333	0.244926	0.211284	0.438621	0.105168	0.712506	
2853000	-306.114578	1	2	0	'0 0 0 0 1 1 0 0 	D	0.484182	0.484182	0.484182	0.484182	1.788325	1.788325	0.484182	0.484182	0.264138	0.239304	0.390022	0.106536	1.469435	
2854000	-305.859633	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.527469	0.527469	0.527469	0.527469	2.376433	2.376433	0.000000	0.527469	0.454112	0.495955	0.049675	0.000258	1.612378	
2855000	-308.825698	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.526621	0.526621	0.526621	0.526621	3.013338	3.013338	0.000000	0.526621	0.450415	0.490575	0.058679	0.000331	1.278834	
2856000	-307.008140	1	2	0	'0 0 0 0 1 1 0 0 	D	0.393320	0.393320	0.393320	0.393320	2.257457	2.257457	0.393320	0.393320	0.223193	0.160109	0.528524	0.088174	1.091782	
2857000	-306.401006	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.629195	0.629195	0.629195	0.629195	2.622678	2.622678	0.000000	0.629195	0.431737	0.522823	0.045125	0.000316	1.706229	
2858000	-305.423140	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.561596	0.561596	0.561596	0.561596	2.054736	2.054736	0.000000	0.561596	0.448586	0.511800	0.039404	0.000211	0.975116	
2859000	-311.778979	1	2	0	'0 1 1 1 0 0 1 1 	D	1.432667	0.445811	0.445811	0.445811	1.432667	1.432667	0.445811	0.445811	0.428974	0.189465	0.293904	0.087657	0.745129	
2860000	-309.763255	1	2	1	'0 1 1 1 0 0 Z 1 	D	1.748886	0.588614	0.588614	0.588614	1.748886	1.748886	0.000000	0.588614	0.585694	0.351700	0.062153	0.000453	1.471248	
2861000	-313.542650	1	2	1	'1 0 0 0 1 1 Z 0 	D	1.544805	0.341465	0.341465	0.341465	1.544805	1.544805	0.000000	0.341465	0.652547	0.179283	0.167707	0.000463	0.653424	
2862000	-306.156498	1	3	1	'1 0 0 0 2 2 Z 0 	D	0.700389	0.434654	0.434654	0.434654	2.227123	2.227123	0.000000	0.434654	0.555400	0.364014	0.080265	0.000321	0.728634	
2863000	-315.301388	1	2	2	'0 Z 1 1 0 0 Z 0 	D	2.026922	0.000000	0.869740	0.869740	2.026922	2.026922	0.000000	2.026922	0.338602	0.554755	0.092878	0.013765	1.501160	
2864000	-306.418887	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.720095	0.720095	0.720095	0.720095	2.018914	2.018914	0.000000	0.720095	0.417724	0.551083	0.030955	0.000237	1.388797	
2865000	-306.574829	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.653374	0.653374	0.653374	0.653374	1.763080	1.763080	0.000000	0.653374	0.430634	0.541864	0.027333	0.000169	1.152373	
2866000	-309.891174	1	2	0	'0 1 1 1 0 0 1 0 	D	1.611846	0.309063	0.309063	0.309063	1.611846	1.611846	0.309063	1.611846	0.317013	0.098780	0.270305	0.313903	0.671156	
2867000	-306.080251	1	2	0	'0 0 0 0 1 1 0 0 	D	0.541527	0.541527	0.541527	0.541527	1.905947	1.905947	0.541527	0.541527	0.260500	0.253752	0.369184	0.116564	1.955137	
2868000	-305.350368	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.592623	0.592623	0.592623	0.592623	2.162137	2.162137	0.000000	0.592623	0.441424	0.518960	0.039383	0.000233	1.199210	
2869000	-308.978001	1	2	0	'0 0 0 0 1 1 0 0 	D	0.369078	0.369078	0.369078	0.369078	1.482864	1.482864	0.369078	0.369078	0.270008	0.204852	0.438143	0.086997	0.663092	
2870000	-306.134240	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.632644	0.632644	0.632644	0.632644	2.545278	2.545278	0.000000	0.632644	0.431467	0.524463	0.043765	0.000305	1.067755	
2871000	-306.453256	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.662128	0.662128	0.662128	0.662128	1.803958	1.803958	0.000000	0.662128	0.428851	0.542968	0.028002	0.000178	1.620439	
