Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ_KNOWN.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2077959526
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ_KNOWN.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ_KNOWN.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1931000	-310.616923	1	2	0	'0 0 0 0 0 1 0 0 	D	0.680827	0.680827	0.680827	0.680827	0.680827	2.193932	0.680827	0.680827	0.429533	0.372200	0.135083	0.063183	1.926871	
1932000	-309.744366	1	2	0	'0 0 0 0 0 1 0 0 	D	0.705028	0.705028	0.705028	0.705028	0.705028	2.943288	0.705028	0.705028	0.481463	0.326649	0.139472	0.052416	1.458950	
1933000	-309.759235	1	2	0	'0 0 0 0 0 1 0 0 	D	0.531938	0.531938	0.531938	0.531938	0.531938	2.559540	0.531938	0.531938	0.577380	0.253237	0.139460	0.029923	1.073233	
1934000	-310.252985	1	2	0	'1 1 1 1 1 0 1 1 	D	0.683081	0.683081	0.683081	0.683081	0.683081	2.328073	0.683081	0.683081	0.441457	0.360751	0.137304	0.060488	0.429775	
1935000	-315.567075	1	2	1	'1 0 1 0 1 1 Z 1 	D	1.564186	0.360399	1.564186	0.360399	1.564186	1.564186	0.000000	1.564186	0.323285	0.652348	0.023012	0.001355	1.535482	
1936000	-311.679301	1	2	0	'1 0 1 0 1 1 0 1 	D	1.238471	0.380766	1.238471	0.380766	1.238471	1.238471	0.380766	1.238471	0.236286	0.446403	0.141343	0.175968	0.597332	
1937000	-311.644282	1	2	0	'0 1 0 1 0 0 1 0 	D	1.290432	0.353965	1.290432	0.353965	1.290432	1.290432	0.353965	1.290432	0.226898	0.436043	0.150226	0.186833	1.905416	
1938000	-305.252733	1	3	0	'0 1 0 1 2 2 1 2 	D	0.830341	0.246372	0.830341	0.246372	1.622847	1.622847	0.246372	1.622847	0.181748	0.275704	0.256073	0.286475	0.625516	
1939000	-315.666204	1	2	1	'0 1 0 1 0 0 Z 0 	D	1.170885	0.566582	1.170885	0.566582	1.170885	1.170885	0.000000	1.170885	0.353329	0.635405	0.011065	0.000201	0.710853	
1940000	-304.566142	1	3	0	'2 1 2 1 0 0 1 0 	D	0.540166	0.198354	0.540166	0.198354	1.453379	1.453379	0.198354	1.453379	0.171428	0.201243	0.314545	0.312784	0.783241	
1941000	-306.849542	1	2	0	'0 0 0 0 1 1 0 0 	D	0.578908	0.578908	0.578908	0.578908	1.748015	1.748015	0.578908	0.578908	0.270062	0.282368	0.325206	0.122364	1.281993	
1942000	-305.474820	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.547688	0.547688	0.547688	0.547688	2.224653	2.224653	0.000000	0.547688	0.450652	0.504671	0.044440	0.000237	0.707232	
1943000	-306.458997	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.701670	0.701670	0.701670	0.701670	1.911351	1.911351	0.000000	0.701670	0.421262	0.549319	0.029210	0.000209	1.885734	
1944000	-305.864280	1	2	0	'0 0 0 0 1 1 0 0 	D	0.461732	0.461732	0.461732	0.461732	2.003983	2.003983	0.461732	0.461732	0.248791	0.210894	0.438005	0.102310	0.758667	
1945000	-305.902036	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.524059	0.524059	0.524059	0.524059	2.381725	2.381725	0.000000	0.524059	0.454823	0.494720	0.050198	0.000258	1.630240	
1946000	-306.958249	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.574382	0.574382	0.574382	0.574382	1.639847	1.639847	0.000000	0.574382	0.447397	0.524847	0.027619	0.000136	1.680384	
1947000	-306.318196	1	2	0	'0 0 0 0 1 1 0 0 	D	0.560615	0.560615	0.560615	0.560615	2.215599	2.215599	0.560615	0.560615	0.246247	0.238446	0.395095	0.120212	1.029188	
1948000	-309.524256	1	2	0	'0 0 0 0 0 1 0 0 	D	0.594088	0.594088	0.594088	0.594088	0.594088	3.385595	0.594088	0.594088	0.593678	0.251022	0.126551	0.028748	1.584773	
1949000	-310.384374	1	2	0	'0 0 0 0 0 1 0 0 	D	0.752970	0.752970	0.752970	0.752970	0.752970	2.821372	0.752970	0.752970	0.444074	0.351393	0.141242	0.063290	0.862254	
1950000	-309.912085	1	2	0	'0 0 0 0 0 1 0 0 	D	0.695143	0.695143	0.695143	0.695143	0.695143	2.556990	0.695143	0.695143	0.455862	0.346821	0.139544	0.057773	0.853969	
1951000	-310.630050	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.671410	0.671410	0.671410	0.671410	0.671410	2.448150	0.000000	0.671410	0.519718	0.470617	0.009601	0.000064	1.479766	
1952000	-310.775630	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.641280	0.641280	0.641280	0.641280	0.641280	2.471659	0.000000	0.641280	0.542132	0.447543	0.010263	0.000062	1.650982	
1953000	-309.360241	1	2	0	'0 0 0 0 0 1 0 0 	D	0.552714	0.552714	0.552714	0.552714	0.552714	3.085345	0.552714	0.552714	0.606948	0.235594	0.131289	0.026169	1.623197	
1954000	-309.285589	1	2	0	'0 0 0 0 0 1 0 0 	D	0.583987	0.583987	0.583987	0.583987	0.583987	2.686327	0.583987	0.583987	0.546492	0.278903	0.138534	0.036072	1.393046	
1955000	-309.504381	1	2	0	'0 0 0 0 0 1 0 0 	D	0.620398	0.620398	0.620398	0.620398	0.620398	2.518106	0.620398	0.620398	0.501349	0.314302	0.139172	0.045177	1.978723	
1956000	-311.532762	1	2	0	'0 0 0 0 0 1 0 0 	D	0.489697	0.489697	0.489697	0.489697	0.489697	2.126279	0.489697	0.489697	0.559500	0.268600	0.140690	0.031211	1.839001	
1957000	-309.513911	1	2	0	'0 0 0 0 0 1 0 0 	D	0.539934	0.539934	0.539934	0.539934	0.539934	2.696341	0.539934	0.539934	0.584517	0.248348	0.138034	0.029101	1.311680	
1958000	-310.600578	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.812933	0.812933	0.812933	0.812933	0.812933	2.729809	0.000000	0.812933	0.469179	0.522284	0.008453	0.000083	1.605112	
1959000	-318.572181	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.745306	0.745306	0.745306	0.745306	0.745306	1.177187	0.000000	0.745306	0.416357	0.578791	0.004824	0.000027	1.769993	
1960000	-310.786482	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.754083	0.754083	0.754083	0.754083	0.754083	3.600259	0.000000	0.754083	0.548812	0.443256	0.007866	0.000066	1.664738	
1961000	-311.299920	1	2	1	'1 0 0 0 1 1 Z 1 	D	1.817504	0.586456	0.586456	0.586456	1.817504	1.817504	0.000000	1.817504	0.555005	0.388233	0.053199	0.003563	1.973315	
1962000	-306.678891	1	2	0	'0 0 0 0 1 1 0 0 	D	0.483198	0.483198	0.483198	0.483198	1.644742	1.644742	0.483198	0.483198	0.273960	0.253299	0.366523	0.106217	1.186772	
1963000	-307.654116	1	2	0	'0 0 0 0 1 1 0 0 	D	0.434030	0.434030	0.434030	0.434030	1.519485	1.519485	0.434030	0.434030	0.278922	0.241851	0.381193	0.098034	0.658330	
1964000	-307.308842	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.725675	0.725675	0.725675	0.725675	1.781942	1.781942	0.000000	0.725675	0.417301	0.556670	0.025840	0.000188	0.413383	
1965000	-306.039409	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.586612	0.586612	0.586612	0.586612	1.806527	1.806527	0.000000	0.586612	0.444250	0.524128	0.031454	0.000168	1.078665	
1966000	-306.873237	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.450340	0.450340	0.450340	0.450340	1.905080	1.905080	0.000000	0.450340	0.475177	0.473598	0.051035	0.000191	0.649038	
1967000	-306.187461	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.596452	0.596452	0.596452	0.596452	1.777746	1.777746	0.000000	0.596452	0.442229	0.527458	0.030150	0.000164	1.679081	
1968000	-305.818992	1	2	0	'1 1 1 1 0 0 1 1 	D	0.502861	0.502861	0.502861	0.502861	1.990971	1.990971	0.502861	0.502861	0.253732	0.230947	0.405529	0.109791	1.472416	
1969000	-306.523030	1	2	0	'1 1 1 1 0 0 1 1 	D	0.417573	0.417573	0.417573	0.417573	1.788775	1.788775	0.417573	0.417573	0.255311	0.204118	0.445875	0.094696	1.081180	
1970000	-305.759478	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.572333	0.572333	0.572333	0.572333	1.880742	1.880742	0.000000	0.572333	0.447072	0.518445	0.034302	0.000181	1.781352	
1971000	-306.156319	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.648973	0.648973	0.648973	0.648973	1.848249	1.848249	0.000000	0.648973	0.431292	0.539026	0.029497	0.000185	1.697025	
1972000	-306.496731	1	2	0	'1 1 1 1 0 0 1 1 	D	0.579054	0.579054	0.579054	0.579054	2.214106	2.214106	0.579054	0.579054	0.246812	0.244911	0.384682	0.123595	1.481412	
1973000	-309.153012	1	2	0	'1 1 1 1 0 0 1 1 	D	0.315096	0.315096	0.315096	0.315096	1.808036	1.808036	0.315096	0.315096	0.225858	0.134291	0.567066	0.072785	0.960368	
1974000	-306.222533	1	2	0	'1 1 1 1 0 0 1 1 	D	0.433736	0.433736	0.433736	0.433736	1.840739	1.840739	0.433736	0.433736	0.254573	0.208833	0.439066	0.097528	0.715805	
1975000	-309.556461	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.728598	0.728598	0.728598	0.728598	1.489654	1.489654	0.000000	0.728598	0.416830	0.563867	0.019176	0.000127	0.940217	
1976000	-307.141499	1	2	0	'0 0 0 0 1 1 0 0 	D	0.543605	0.543605	0.543605	0.543605	1.608213	1.608213	0.543605	0.543605	0.279046	0.284167	0.321004	0.115783	0.762090	
1977000	-306.413588	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.481043	0.481043	0.481043	0.481043	2.372769	2.372769	0.000000	0.481043	0.464372	0.478687	0.056684	0.000257	1.964582	
1978000	-306.571033	1	2	0	'0 0 0 0 1 1 0 0 	D	0.581245	0.581245	0.581245	0.581245	2.241280	2.241280	0.581245	0.581245	0.245748	0.243950	0.386294	0.124009	1.291130	
1979000	-306.367760	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.698052	0.698052	0.698052	0.698052	1.926993	1.926993	0.000000	0.698052	0.421870	0.548276	0.029643	0.000211	1.374037	
1980000	-306.657074	1	2	0	'0 0 0 0 1 1 0 0 	D	0.600462	0.600462	0.600462	0.600462	2.143159	2.143159	0.600462	0.600462	0.250026	0.256572	0.365976	0.127427	1.057785	
1981000	-305.740345	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.659587	0.659587	0.659587	0.659587	2.037423	2.037423	0.000000	0.659587	0.428632	0.537886	0.033258	0.000224	1.282347	
1982000	-306.401237	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.559022	0.559022	0.559022	0.559022	1.732919	1.732919	0.000000	0.559022	0.450594	0.518006	0.031247	0.000153	0.942542	
1983000	-306.527802	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.684276	0.684276	0.684276	0.684276	1.837782	1.837782	0.000000	0.684276	0.424602	0.547120	0.028088	0.000190	1.248100	
1984000	-305.771808	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.525293	0.525293	0.525293	0.525293	2.326626	2.326626	0.000000	0.525293	0.454913	0.495833	0.049004	0.000251	0.464209	
1985000	-305.982711	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.627641	0.627641	0.627641	0.627641	1.856579	1.856579	0.000000	0.627641	0.435512	0.533734	0.030572	0.000183	1.983250	
1986000	-306.664026	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.600045	0.600045	0.600045	0.600045	2.695735	2.695735	0.000000	0.600045	0.437063	0.514620	0.048001	0.000316	1.992552	
1987000	-306.718354	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.495468	0.495468	0.495468	0.495468	2.538960	2.538960	0.000000	0.495468	0.460015	0.482686	0.057022	0.000277	1.658730	
1988000	-305.666943	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.659504	0.659504	0.659504	0.659504	2.247661	2.247661	0.000000	0.659504	0.427789	0.534545	0.037402	0.000264	0.794241	
1989000	-306.603925	1	2	0	'0 0 0 0 1 1 0 0 	D	0.468455	0.468455	0.468455	0.468455	2.403000	2.403000	0.468455	0.468455	0.230928	0.191201	0.475220	0.102651	1.190045	
1990000	-306.119387	1	2	0	'0 0 0 0 1 1 0 0 	D	0.478438	0.478438	0.478438	0.478438	2.256901	2.256901	0.478438	0.478438	0.238347	0.203045	0.453701	0.104907	1.522754	
1991000	-306.762176	1	2	0	'0 0 0 0 1 1 0 0 	D	0.417179	0.417179	0.417179	0.417179	1.716355	1.716355	0.417179	0.417179	0.260435	0.210494	0.434225	0.094846	1.015065	
1992000	-305.811076	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.595422	0.595422	0.595422	0.595422	1.869915	1.869915	0.000000	0.595422	0.442141	0.525134	0.032544	0.000181	1.124742	
1993000	-307.196133	1	2	0	'0 0 0 0 1 1 0 0 	D	0.549822	0.549822	0.549822	0.549822	2.523933	2.523933	0.549822	0.549822	0.234177	0.218129	0.429771	0.117923	1.933380	
1994000	-306.409357	1	2	0	'0 0 0 0 1 1 0 0 	D	0.422076	0.422076	0.422076	0.422076	2.200635	2.200635	0.422076	0.422076	0.232174	0.178548	0.495081	0.094196	1.432943	
1995000	-306.524688	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.635674	0.635674	0.635674	0.635674	1.747050	1.747050	0.000000	0.635674	0.434176	0.538076	0.027586	0.000163	1.439522	
1996000	-307.487280	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.673002	0.673002	0.673002	0.673002	2.819047	2.819047	0.000000	0.673002	0.422633	0.531284	0.045719	0.000364	1.169907	
1997000	-307.246380	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.496904	0.496904	0.496904	0.496904	2.668744	2.668744	0.000000	0.496904	0.458831	0.482181	0.058696	0.000292	1.808969	
1998000	-305.911339	1	2	0	'1 1 1 1 0 0 1 1 	D	0.461908	0.461908	0.461908	0.461908	1.918566	1.918566	0.461908	0.461908	0.253710	0.217328	0.426464	0.102499	0.893992	
1999000	-306.034398	1	2	0	'1 1 1 1 0 0 1 1 	D	0.447095	0.447095	0.447095	0.447095	1.886675	1.886675	0.447095	0.447095	0.253670	0.212263	0.434201	0.099865	1.536845	
2000000	-306.693281	1	2	0	'1 1 1 1 0 0 1 1 	D	0.603162	0.603162	0.603162	0.603162	2.143376	2.143376	0.603162	0.603162	0.250021	0.257410	0.364652	0.127917	0.898160	
2001000	-306.777684	1	2	0	'1 1 1 1 0 0 1 1 	D	0.386112	0.386112	0.386112	0.386112	1.996836	1.996836	0.386112	0.386112	0.235246	0.169940	0.507106	0.087707	1.044999	
2002000	-306.044477	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.701812	0.701812	0.701812	0.701812	2.155019	2.155019	0.000000	0.701812	0.420457	0.545160	0.034124	0.000259	1.827790	
2003000	-311.353081	1	2	2	'1 Z 1 1 0 0 Z 1 	D	0.668349	0.000000	0.668349	0.668349	1.982568	1.982568	0.000000	0.668349	0.181249	0.722981	0.094418	0.001352	1.388819	
2004000	-305.762059	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.548868	0.548868	0.548868	0.548868	2.398027	2.398027	0.000000	0.548868	0.449345	0.502732	0.047660	0.000263	1.677760	
2005000	-307.822617	1	2	0	'1 1 1 1 0 0 1 1 	D	0.574882	0.574882	0.574882	0.574882	1.552043	1.552043	0.574882	0.574882	0.282807	0.302878	0.294091	0.120223	0.523305	
2006000	-305.845500	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.501154	0.501154	0.501154	0.501154	2.046729	2.046729	0.000000	0.501154	0.462219	0.491607	0.045967	0.000208	0.871050	
2007000	-308.919254	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.455114	0.455114	0.455114	0.455114	1.516432	1.516432	0.000000	0.455114	0.476811	0.488453	0.034618	0.000118	1.152834	
2008000	-305.542697	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.634950	0.634950	0.634950	0.634950	2.277095	2.277095	0.000000	0.634950	0.432348	0.528289	0.039101	0.000262	1.759044	
2009000	-306.263743	1	2	0	'1 1 1 1 0 0 1 1 	D	0.568906	0.568906	0.568906	0.568906	2.115039	2.115039	0.568906	0.568906	0.250866	0.247965	0.379487	0.121682	1.245788	
2010000	-305.568514	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.561310	0.561310	0.561310	0.561310	2.334966	2.334966	0.000000	0.561310	0.447065	0.507382	0.045297	0.000256	1.472348	
2011000	-305.413870	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.589024	0.589024	0.589024	0.589024	2.265350	2.265350	0.000000	0.589024	0.441633	0.516416	0.041701	0.000249	1.022487	
2012000	-305.369740	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.598699	0.598699	0.598699	0.598699	2.104617	2.104617	0.000000	0.598699	0.440447	0.521562	0.037767	0.000224	0.812762	
2013000	-307.629514	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.586460	0.586460	0.586460	0.586460	2.882214	2.882214	0.000000	0.586460	0.438787	0.509437	0.051441	0.000335	1.313444	
2014000	-305.916407	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.677449	0.677449	0.677449	0.677449	2.026549	2.026549	0.000000	0.677449	0.425321	0.542079	0.032373	0.000226	1.052367	
2015000	-306.531924	1	2	0	'1 1 1 1 0 0 1 1 	D	0.422139	0.422139	0.422139	0.422139	1.766300	1.766300	0.422139	0.422139	0.257695	0.208750	0.437949	0.095605	1.372180	
2016000	-309.689463	1	2	0	'1 1 1 1 0 0 1 1 	D	0.366768	0.366768	0.366768	0.366768	2.709774	2.709774	0.366768	0.366768	0.197973	0.129868	0.591150	0.081010	1.222347	
2017000	-309.577235	1	2	0	'0 0 0 0 0 1 0 0 	D	0.639227	0.639227	0.639227	0.639227	0.639227	2.511325	0.639227	0.639227	0.487351	0.324905	0.139129	0.048615	1.059375	
2018000	-309.206817	1	2	0	'0 0 0 0 0 1 0 0 	D	0.581888	0.581888	0.581888	0.581888	0.581888	2.805222	0.581888	0.581888	0.559429	0.269360	0.137285	0.033926	1.784163	
2019000	-310.404932	1	2	0	'1 1 1 1 1 0 1 1 	D	0.616183	0.616183	0.616183	0.616183	0.616183	2.158739	0.616183	0.616183	0.463768	0.348349	0.135642	0.052240	1.879707	
2020000	-309.698582	1	2	0	'1 1 1 1 1 0 1 1 	D	0.697187	0.697187	0.697187	0.697187	0.697187	3.079880	0.697187	0.697187	0.496443	0.316684	0.138005	0.048868	1.142444	
2021000	-304.180676	1	3	0	'1 1 0 1 2 2 1 0 	D	0.308488	0.308488	0.552842	0.308488	1.826819	1.826819	0.308488	0.552842	0.159668	0.250427	0.453193	0.136712	1.519324	
2022000	-306.071293	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.577816	0.577816	0.577816	0.577816	1.797670	1.797670	0.000000	0.577816	0.446192	0.521878	0.031764	0.000166	1.483609	
2023000	-307.391958	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.632961	0.632961	0.632961	0.632961	2.837049	2.837049	0.000000	0.632961	0.429935	0.521854	0.047863	0.000348	0.980618	
2024000	-305.806994	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.611720	0.611720	0.611720	0.611720	1.885664	1.885664	0.000000	0.611720	0.438672	0.529109	0.032033	0.000186	1.298905	
2025000	-306.781390	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.528711	0.528711	0.528711	0.528711	2.648787	2.648787	0.000000	0.528711	0.452112	0.493641	0.053955	0.000293	0.796698	
2026000	-306.372323	1	2	0	'0 0 0 0 1 1 0 0 	D	0.430167	0.430167	0.430167	0.430167	1.791684	1.791684	0.430167	0.430167	0.257278	0.211050	0.434671	0.097002	0.503014	
2027000	-306.709395	1	2	0	'0 0 0 0 1 1 0 0 	D	0.606403	0.606403	0.606403	0.606403	1.987947	1.987947	0.606403	0.606403	0.257018	0.269978	0.344886	0.128118	0.512040	
2028000	-305.884419	1	2	0	'1 1 1 1 0 0 1 1 	D	0.518132	0.518132	0.518132	0.518132	2.089423	2.089423	0.518132	0.518132	0.249817	0.230395	0.407292	0.112495	1.343735	
2029000	-306.055121	1	2	0	'1 1 1 1 0 0 1 1 	D	0.546636	0.546636	0.546636	0.546636	2.098700	2.098700	0.546636	0.546636	0.250907	0.240989	0.390453	0.117651	1.050098	
2030000	-307.647975	1	2	0	'1 1 1 1 0 0 1 1 	D	0.631757	0.631757	0.631757	0.631757	2.401208	2.401208	0.631757	0.631757	0.240160	0.250043	0.376317	0.133480	1.505080	
2031000	-306.319049	1	2	0	'1 1 1 1 0 0 1 1 	D	0.471146	0.471146	0.471146	0.471146	1.730623	1.730623	0.471146	0.471146	0.266792	0.238450	0.390469	0.104289	1.522579	
2032000	-305.798004	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.538463	0.538463	0.538463	0.538463	1.901331	1.901331	0.000000	0.538463	0.454539	0.507631	0.037647	0.000183	1.195995	
2033000	-305.377956	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.579234	0.579234	0.579234	0.579234	2.074722	2.074722	0.000000	0.579234	0.444682	0.516644	0.038458	0.000216	1.511359	
2034000	-306.875882	1	2	0	'1 1 1 1 0 0 1 1 	D	0.479313	0.479313	0.479313	0.479313	2.482001	2.482001	0.479313	0.479313	0.229337	0.192444	0.473679	0.104540	0.972536	
2035000	-309.966859	1	2	0	'0 0 0 0 0 1 0 0 	D	0.719288	0.719288	0.719288	0.719288	0.719288	3.127816	0.719288	0.719288	0.485451	0.324054	0.138499	0.051997	1.899986	
2036000	-311.087602	1	2	0	'0 0 0 0 0 1 0 0 	D	0.569423	0.569423	0.569423	0.569423	0.569423	4.014241	0.569423	0.569423	0.649004	0.224668	0.105919	0.020409	1.159557	
2037000	-309.598042	1	2	0	'1 1 1 1 1 0 1 1 	D	0.659826	0.659826	0.659826	0.659826	0.659826	3.312268	0.659826	0.659826	0.538186	0.289754	0.132627	0.039432	1.621891	
2038000	-302.711536	1	3	1	'2 2 2 2 1 0 Z 1 	D	0.532609	0.532609	0.532609	0.532609	1.373915	3.553725	0.000000	1.373915	0.463425	0.519326	0.016679	0.000571	1.775037	
2039000	-304.468664	1	3	1	'2 2 2 2 1 0 Z 1 	D	0.388354	0.388354	0.388354	0.388354	1.169640	2.190080	0.000000	1.169640	0.490890	0.492373	0.016353	0.000383	1.140610	
2040000	-305.672075	1	2	0	'1 1 1 1 0 0 1 0 	D	0.368265	0.368265	0.368265	0.368265	2.157083	2.157083	0.368265	2.157083	0.158555	0.155842	0.326201	0.359403	1.705871	
2041000	-305.867415	1	2	0	'1 1 1 1 0 0 1 0 	D	0.257027	0.257027	0.257027	0.257027	1.809299	1.809299	0.257027	1.809299	0.130467	0.102422	0.381484	0.385628	1.188037	
2042000	-308.865797	1	2	0	'1 1 1 1 0 0 1 0 	D	0.203481	0.203481	0.203481	0.203481	2.068649	2.068649	0.203481	2.068649	0.083429	0.058503	0.408136	0.449932	1.666071	
2043000	-305.542321	1	2	0	'1 1 1 1 0 0 1 0 	D	0.347768	0.347768	0.347768	0.347768	2.126395	2.126395	0.347768	2.126395	0.152552	0.144780	0.335631	0.367037	1.155519	
2044000	-306.502219	1	2	0	'1 1 1 1 0 0 1 0 	D	0.238486	0.238486	0.238486	0.238486	1.822486	1.822486	0.238486	1.822486	0.118409	0.089256	0.392732	0.399602	0.909105	
2045000	-305.815424	1	2	0	'1 1 1 1 0 0 1 0 	D	0.262038	0.262038	0.262038	0.262038	1.586171	1.586171	0.262038	1.586171	0.153692	0.120997	0.373486	0.351825	0.676579	
2046000	-306.245441	1	2	0	'1 1 1 1 0 0 1 0 	D	0.295813	0.295813	0.295813	0.295813	2.170411	2.170411	0.295813	2.170411	0.127137	0.110454	0.361995	0.400414	1.932564	
2047000	-305.689863	1	2	0	'1 1 1 1 0 0 1 0 	D	0.288167	0.288167	0.288167	0.288167	2.020960	2.020960	0.288167	2.020960	0.132371	0.112103	0.365336	0.390190	1.224827	
2048000	-305.259129	1	2	0	'1 1 1 1 0 0 1 0 	D	0.286378	0.286378	0.286378	0.286378	1.864923	1.864923	0.286378	1.864923	0.142492	0.119130	0.364619	0.373759	1.197863	
2049000	-305.919709	1	2	0	'1 1 1 1 0 0 1 0 	D	0.256956	0.256956	0.256956	0.256956	1.842387	1.842387	0.256956	1.842387	0.127917	0.100565	0.381802	0.389716	1.842505	
2050000	-305.827583	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.503066	0.503066	0.503066	0.503066	2.042598	2.042598	0.000000	0.503066	0.461807	0.492402	0.045584	0.000207	1.701017	
2051000	-306.449142	1	2	0	'1 1 1 1 0 0 1 1 	D	0.579326	0.579326	0.579326	0.579326	2.182268	2.182268	0.579326	0.579326	0.248147	0.247042	0.381184	0.123626	1.054311	
2052000	-305.965908	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.521821	0.521821	0.521821	0.521821	1.880453	1.880453	0.000000	0.521821	0.458474	0.502566	0.038780	0.000179	1.853434	
2053000	-306.061536	1	2	0	'0 0 0 0 1 1 0 0 	D	0.492461	0.492461	0.492461	0.492461	2.240311	2.240311	0.492461	0.492461	0.240639	0.210159	0.441624	0.107578	1.664202	
2054000	-305.429771	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.572757	0.572757	0.572757	0.572757	2.029944	2.029944	0.000000	0.572757	0.446293	0.515576	0.037924	0.000207	1.694036	
2055000	-306.025184	1	2	0	'1 1 1 1 0 0 1 1 	D	0.438584	0.438584	0.438584	0.438584	2.037194	2.037194	0.438584	0.438584	0.243582	0.196879	0.461639	0.097900	1.029225	
2056000	-306.234019	1	2	0	'1 1 1 1 0 0 1 1 	D	0.563689	0.563689	0.563689	0.563689	1.937240	1.937240	0.563689	0.563689	0.259395	0.259538	0.360580	0.120487	1.683459	
2057000	-306.636840	1	2	0	'1 1 1 1 0 0 1 1 	D	0.582703	0.582703	0.582703	0.582703	1.832035	1.832035	0.582703	0.582703	0.265204	0.275551	0.335825	0.123420	1.046381	
2058000	-305.390776	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.608554	0.608554	0.608554	0.608554	2.209297	2.209297	0.000000	0.608554	0.437919	0.522540	0.039297	0.000244	1.658830	
2059000	-309.262770	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.369874	0.369874	0.369874	0.369874	2.278342	2.278342	0.000000	0.369874	0.486677	0.418370	0.094674	0.000278	1.987579	
