Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2140403048
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1746000	-305.512818	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.543471	0.543471	0.543471	0.543471	2.035116	2.035116	0.000000	0.543471	0.452689	0.506509	0.040596	0.000206	1.768890	
1747000	-305.955496	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.513424	0.513424	0.513424	0.513424	1.909021	1.909021	0.000000	0.513424	0.460263	0.498986	0.040567	0.000184	1.186287	
1748000	-305.446463	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.549431	0.549431	0.549431	0.549431	2.198525	2.198525	0.000000	0.549431	0.450428	0.505620	0.043719	0.000233	1.193875	
1749000	-308.929330	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.823408	0.823408	0.823408	0.823408	2.725311	2.725311	0.000000	0.823408	0.398962	0.560039	0.040556	0.000443	1.385648	
1750000	-305.923480	1	2	0	'0 0 0 0 1 1 0 0 	D	0.528574	0.528574	0.528574	0.528574	1.979035	1.979035	0.528574	0.528574	0.256018	0.242679	0.386932	0.114370	1.069345	
1751000	-305.376503	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.596791	0.596791	0.596791	0.596791	2.219459	2.219459	0.000000	0.596791	0.440270	0.519228	0.040259	0.000243	1.253035	
1752000	-306.139690	1	2	0	'0 0 0 0 1 1 0 0 	D	0.476754	0.476754	0.476754	0.476754	1.781848	1.781848	0.476754	0.476754	0.263884	0.236325	0.394537	0.105254	0.932516	
1753000	-306.231212	1	2	0	'1 1 1 1 0 0 1 1 	D	0.518020	0.518020	0.518020	0.518020	2.293614	2.293614	0.518020	0.518020	0.240648	0.217813	0.429269	0.112270	1.589799	
1754000	-306.701551	1	2	0	'1 1 1 1 0 0 1 1 	D	0.539152	0.539152	0.539152	0.539152	1.686647	1.686647	0.539152	0.539152	0.273653	0.273643	0.337203	0.115501	1.877353	
1755000	-306.207177	1	2	0	'1 1 1 1 0 0 1 1 	D	0.430903	0.430903	0.430903	0.430903	2.146716	2.146716	0.430903	0.430903	0.236496	0.186144	0.481260	0.096099	0.764946	
1756000	-305.905785	1	2	0	'1 1 1 1 0 0 1 1 	D	0.454492	0.454492	0.454492	0.454492	1.981669	1.981669	0.454492	0.454492	0.249075	0.208874	0.441031	0.101020	1.086952	
1757000	-306.217685	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.587682	0.587682	0.587682	0.587682	1.767824	1.767824	0.000000	0.587682	0.444143	0.525319	0.030377	0.000161	0.654761	
1758000	-306.429098	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.708137	0.708137	0.708137	0.708137	2.452687	2.452687	0.000000	0.708137	0.418133	0.542426	0.039122	0.000319	1.649449	
1759000	-306.451486	1	2	0	'1 1 1 1 0 0 1 1 	D	0.467478	0.467478	0.467478	0.467478	1.699134	1.699134	0.467478	0.467478	0.268636	0.239751	0.387954	0.103658	0.913917	
1760000	-306.055073	1	2	0	'1 1 1 1 0 0 1 1 	D	0.530350	0.530350	0.530350	0.530350	2.186827	2.186827	0.530350	0.530350	0.246069	0.228950	0.410315	0.114667	0.777144	
1761000	-305.928526	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.494713	0.494713	0.494713	0.494713	2.039854	2.039854	0.000000	0.494713	0.463751	0.489293	0.046749	0.000207	1.486802	
1762000	-306.009986	1	2	0	'1 1 1 1 0 0 1 1 	D	0.538583	0.538583	0.538583	0.538583	1.947165	1.947165	0.538583	0.538583	0.258159	0.249196	0.376537	0.116109	1.442298	
1763000	-307.005230	1	2	0	'1 1 1 1 0 0 1 1 	D	0.627302	0.627302	0.627302	0.627302	2.070729	2.070729	0.627302	0.627302	0.252957	0.269975	0.344974	0.132094	1.972164	
1764000	-307.180416	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.779929	0.779929	0.779929	0.779929	2.318198	2.318198	0.000000	0.779929	0.406954	0.557589	0.035131	0.000327	1.209025	
1765000	-310.836205	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.840609	0.840609	0.840609	0.840609	0.840609	2.779638	0.000000	0.840609	0.461172	0.530364	0.008375	0.000088	1.901337	
1766000	-309.469161	1	2	0	'0 0 0 0 0 1 0 0 	D	0.646732	0.646732	0.646732	0.646732	0.646732	2.609378	0.646732	0.646732	0.491848	0.320767	0.139354	0.048031	0.934153	
1767000	-309.983480	1	2	0	'0 0 0 0 0 1 0 0 	D	0.609025	0.609025	0.609025	0.609025	0.609025	2.292781	0.609025	0.609025	0.484455	0.329863	0.137808	0.047874	1.617561	
1768000	-310.453516	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.802554	0.802554	0.802554	0.802554	0.802554	2.831594	0.000000	0.802554	0.479316	0.512073	0.008529	0.000082	1.014410	
1769000	-312.999195	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.984789	0.984789	0.984789	0.984789	0.984789	3.095466	0.000000	0.984789	0.429823	0.561581	0.008475	0.000121	1.879228	
1770000	-311.458932	1	2	0	'1 1 1 1 1 0 1 1 	D	0.766603	0.766603	0.766603	0.766603	0.766603	3.719331	0.766603	0.766603	0.489668	0.324937	0.133237	0.052157	1.984623	
1771000	-310.171847	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.753090	0.753090	0.753090	0.753090	0.753090	2.808893	0.000000	0.753090	0.501636	0.489408	0.008880	0.000076	1.905981	
1772000	-309.466560	1	2	0	'1 1 1 1 1 0 1 1 	D	0.675517	0.675517	0.675517	0.675517	0.675517	2.908389	0.675517	0.675517	0.498166	0.315263	0.138762	0.047809	1.308964	
1773000	-316.404642	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.509375	0.509375	0.509375	0.509375	0.509375	1.723558	0.000000	0.509375	0.543665	0.446493	0.009807	0.000034	1.230976	
1774000	-304.315618	1	3	0	'1 2 1 2 1 0 2 1 	D	0.991084	0.356231	0.991084	0.356231	0.991084	3.203634	0.356231	0.991084	0.308803	0.394732	0.207630	0.088836	1.066904	
1775000	-309.740829	1	2	0	'1 1 1 1 1 0 1 1 	D	0.696176	0.696176	0.696176	0.696176	0.696176	3.163025	0.696176	0.696176	0.502849	0.312696	0.136994	0.047461	1.306054	
1776000	-310.728980	1	2	0	'1 1 1 1 1 0 1 1 	D	0.702504	0.702504	0.702504	0.702504	0.702504	3.744952	0.702504	0.702504	0.532674	0.298843	0.127279	0.041203	1.432727	
1777000	-309.750710	1	2	0	'1 1 1 1 1 0 1 1 	D	0.574102	0.574102	0.574102	0.574102	0.574102	2.409558	0.574102	0.574102	0.524551	0.296761	0.139322	0.039367	1.754336	
1778000	-310.422609	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.693309	0.693309	0.693309	0.693309	0.693309	2.520283	0.000000	0.693309	0.512910	0.477650	0.009373	0.000067	1.364021	
1779000	-311.193318	1	2	0	'1 1 1 1 1 0 1 1 	D	0.565708	0.565708	0.565708	0.565708	0.565708	1.988494	0.565708	0.565708	0.475920	0.342745	0.133883	0.047452	1.284288	
1780000	-312.797302	1	2	0	'0 1 0 1 0 0 1 0 	D	0.904711	0.304623	0.904711	0.304623	0.904711	0.904711	0.304623	0.904711	0.278068	0.454363	0.130061	0.137508	1.838638	
1781000	-303.656210	1	3	0	'0 1 0 1 2 2 1 0 	D	0.675074	0.383267	0.675074	0.383267	2.409021	2.409021	0.383267	0.675074	0.204546	0.239115	0.408342	0.147997	0.580813	
1782000	-305.960101	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.638910	0.638910	0.638910	0.638910	2.479789	2.479789	0.000000	0.638910	0.430595	0.526712	0.042396	0.000297	1.088817	
1783000	-307.018615	1	2	0	'0 0 0 0 1 1 0 0 	D	0.487650	0.487650	0.487650	0.487650	1.584124	1.584124	0.487650	0.487650	0.278826	0.262321	0.352079	0.106775	1.287045	
1784000	-306.202743	1	2	0	'0 0 0 0 1 1 0 0 	D	0.422866	0.422866	0.422866	0.422866	1.941941	1.941941	0.422866	0.422866	0.246357	0.194975	0.463472	0.095195	0.640982	
1785000	-305.938098	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.645171	0.645171	0.645171	0.645171	1.902651	1.902651	0.000000	0.645171	0.431877	0.537032	0.030896	0.000195	1.261699	
1786000	-306.378539	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.496728	0.496728	0.496728	0.496728	1.828499	1.828499	0.000000	0.496728	0.464682	0.494860	0.040287	0.000171	1.576393	
1787000	-305.774572	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.562163	0.562163	0.562163	0.562163	1.880341	1.880341	0.000000	0.562163	0.449314	0.515462	0.035044	0.000180	1.591767	
1788000	-306.772716	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.757020	0.757020	0.757020	0.757020	2.175120	2.175120	0.000000	0.757020	0.411067	0.555563	0.033085	0.000284	0.862693	
1789000	-308.151842	1	2	0	'1 1 1 1 0 0 1 1 	D	0.634909	0.634909	0.634909	0.634909	1.646716	1.646716	0.634909	0.634909	0.274633	0.311587	0.283092	0.130688	1.156380	
1790000	-307.677803	1	2	0	'1 1 1 1 0 0 1 1 	D	0.357679	0.357679	0.357679	0.357679	2.178895	2.178895	0.357679	0.357679	0.217509	0.142810	0.558872	0.080810	0.803137	
1791000	-309.077206	1	2	0	'1 1 1 1 0 0 1 1 	D	0.703235	0.703235	0.703235	0.703235	2.447865	2.447865	0.703235	0.703235	0.237121	0.265323	0.350563	0.146993	1.088220	
1792000	-305.787146	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.605373	0.605373	0.605373	0.605373	1.884967	1.884967	0.000000	0.605373	0.439993	0.527469	0.032353	0.000185	1.213313	
1793000	-305.794640	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.503849	0.503849	0.503849	0.503849	2.076796	2.076796	0.000000	0.503849	0.461394	0.492043	0.046350	0.000213	0.922253	
1794000	-308.120225	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.603817	0.603817	0.603817	0.603817	1.506710	1.506710	0.000000	0.603817	0.441081	0.536282	0.022523	0.000114	0.620376	
1795000	-305.849074	1	2	0	'1 1 1 1 0 0 1 1 	D	0.492237	0.492237	0.492237	0.492237	1.926303	1.926303	0.492237	0.492237	0.256437	0.231196	0.404441	0.107927	0.911850	
1796000	-305.629747	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.519524	0.519524	0.519524	0.519524	2.101192	2.101192	0.000000	0.519524	0.457668	0.497261	0.044855	0.000216	0.590758	
1797000	-307.674084	1	2	0	'1 1 1 1 0 0 1 1 	D	0.426083	0.426083	0.426083	0.426083	1.527350	1.527350	0.426083	0.426083	0.277123	0.236255	0.389889	0.096734	1.594135	
1798000	-306.232084	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.604037	0.604037	0.604037	0.604037	1.773036	1.773036	0.000000	0.604037	0.440633	0.529570	0.029633	0.000164	1.767801	
1799000	-306.661364	1	2	0	'0 0 0 0 1 1 0 0 	D	0.473198	0.473198	0.473198	0.473198	1.650091	1.650091	0.473198	0.473198	0.272742	0.247782	0.374898	0.104578	1.366983	
1800000	-308.595977	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.663843	0.663843	0.663843	0.663843	1.502304	1.502304	0.000000	0.663843	0.428778	0.550462	0.020641	0.000119	1.328241	
1801000	-307.503772	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.415241	0.415241	0.415241	0.415241	2.065122	2.065122	0.000000	0.415241	0.481436	0.451803	0.066534	0.000227	0.549277	
1802000	-305.364564	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.603100	0.603100	0.603100	0.603100	2.159123	2.159123	0.000000	0.603100	0.439277	0.521860	0.038629	0.000234	1.448418	
1803000	-306.218538	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.716581	0.716581	0.716581	0.716581	2.157670	2.157670	0.000000	0.716581	0.417870	0.548123	0.033743	0.000265	1.853266	
1804000	-308.498782	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.838091	0.838091	0.838091	0.838091	1.992689	1.992689	0.000000	0.838091	0.399336	0.571944	0.028443	0.000277	1.685056	
1805000	-306.136178	1	2	0	'1 1 1 1 0 0 1 1 	D	0.482700	0.482700	0.482700	0.482700	1.781085	1.781085	0.482700	0.482700	0.264479	0.239270	0.389972	0.106279	1.160626	
1806000	-305.764151	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.539812	0.539812	0.539812	0.539812	2.375628	2.375628	0.000000	0.539812	0.451434	0.500087	0.048221	0.000259	1.148874	
1807000	-305.914576	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.522353	0.522353	0.522353	0.522353	1.896699	1.896699	0.000000	0.522353	0.458261	0.502375	0.039182	0.000182	1.502117	
1808000	-306.694165	1	2	0	'1 1 1 1 0 0 1 1 	D	0.600216	0.600216	0.600216	0.600216	2.177805	2.177805	0.600216	0.600216	0.248568	0.254158	0.369842	0.127432	1.403066	
1809000	-306.505241	1	2	0	'1 1 1 1 0 0 1 1 	D	0.586900	0.586900	0.586900	0.586900	2.159425	2.159425	0.586900	0.586900	0.249234	0.251078	0.374702	0.124986	0.505549	
1810000	-306.414078	1	2	0	'1 1 1 1 0 0 1 1 	D	0.559473	0.559473	0.559473	0.559473	2.267373	2.267373	0.559473	0.559473	0.244072	0.234907	0.401029	0.119992	1.452968	
1811000	-305.895146	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.495214	0.495214	0.495214	0.495214	2.162248	2.162248	0.000000	0.495214	0.462760	0.487272	0.049742	0.000226	1.339844	
1812000	-306.181168	1	2	0	'1 1 1 1 0 0 1 1 	D	0.498582	0.498582	0.498582	0.498582	2.288778	2.288778	0.498582	0.498582	0.239155	0.210093	0.442114	0.108638	1.179036	
1813000	-307.805494	1	2	0	'1 1 1 1 0 0 1 1 	D	0.354636	0.354636	0.354636	0.354636	1.787716	1.787716	0.354636	0.354636	0.240462	0.164256	0.513108	0.082174	1.121326	
1814000	-308.125379	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.739437	0.739437	0.739437	0.739437	1.678693	1.678693	0.000000	0.739437	0.415045	0.561483	0.023303	0.000169	1.967942	
1815000	-307.655533	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.411040	0.411040	0.411040	0.411040	2.174936	2.174936	0.000000	0.411040	0.481096	0.447333	0.071327	0.000245	1.277961	
1816000	-307.235315	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.430191	0.430191	0.430191	0.430191	2.262545	2.262545	0.000000	0.430191	0.476325	0.456613	0.066811	0.000251	1.011691	
1817000	-306.044953	1	2	0	'1 1 1 1 0 0 1 1 	D	0.527740	0.527740	0.527740	0.527740	2.188703	2.188703	0.527740	0.527740	0.245825	0.227809	0.412180	0.114186	1.360551	
1818000	-306.036702	1	2	0	'1 1 1 1 0 0 1 1 	D	0.547191	0.547191	0.547191	0.547191	2.013299	2.013299	0.547191	0.547191	0.255064	0.247372	0.379865	0.117699	1.102507	
1819000	-311.060409	1	2	0	'1 1 1 1 0 0 1 1 	D	0.771396	0.771396	0.771396	0.771396	1.681683	1.681683	0.771396	0.771396	0.263735	0.341529	0.241725	0.153011	0.972627	
1820000	-307.109748	1	2	0	'1 1 1 1 0 0 1 1 	D	0.524321	0.524321	0.524321	0.524321	1.589944	1.589944	0.524321	0.524321	0.280015	0.278301	0.329065	0.112619	1.041374	
1821000	-308.067990	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.800734	0.800734	0.800734	0.800734	1.894959	1.894959	0.000000	0.800734	0.404978	0.567813	0.026972	0.000237	1.408139	
1822000	-307.952081	1	2	0	'1 1 1 1 0 0 1 1 	D	0.352860	0.352860	0.352860	0.352860	1.754318	1.754318	0.352860	0.352860	0.242389	0.165695	0.509907	0.082009	0.542463	
1823000	-307.084898	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.722948	0.722948	0.722948	0.722948	2.619850	2.619850	0.000000	0.722948	0.414884	0.543542	0.041217	0.000357	1.420440	
1824000	-308.626932	1	2	0	'1 1 1 1 0 0 1 1 	D	0.618317	0.618317	0.618317	0.618317	1.527562	1.527562	0.618317	0.618317	0.283004	0.320765	0.269596	0.126635	1.622381	
1825000	-306.578961	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.742056	0.742056	0.742056	0.742056	2.125121	2.125121	0.000000	0.742056	0.413678	0.553566	0.032489	0.000268	1.091744	
1826000	-305.428529	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.549182	0.549182	0.549182	0.549182	2.136080	2.136080	0.000000	0.549182	0.450849	0.506540	0.042388	0.000223	1.782502	
1827000	-308.941243	1	2	0	'1 1 1 1 0 0 1 1 	D	0.677963	0.677963	0.677963	0.677963	1.656149	1.656149	0.677963	0.677963	0.271766	0.322675	0.267840	0.137719	1.237805	
1828000	-306.346872	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.471510	0.471510	0.471510	0.471510	2.259985	2.259985	0.000000	0.471510	0.467357	0.476151	0.056249	0.000243	1.904533	
1829000	-306.557950	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.683108	0.683108	0.683108	0.683108	1.827596	1.827596	0.000000	0.683108	0.424841	0.547079	0.027893	0.000187	1.712820	
1830000	-306.452018	1	2	0	'1 1 1 1 0 0 1 1 	D	0.417870	0.417870	0.417870	0.417870	2.194358	2.194358	0.417870	0.417870	0.231650	0.176645	0.498323	0.093382	0.729532	
1831000	-306.583080	1	2	0	'1 1 1 1 0 0 1 1 	D	0.490011	0.490011	0.490011	0.490011	1.664865	1.664865	0.490011	0.490011	0.272998	0.254394	0.365228	0.107379	1.498620	
1832000	-306.598688	1	2	0	'1 1 1 1 0 0 1 1 	D	0.482911	0.482911	0.482911	0.482911	2.414967	2.414967	0.482911	0.482911	0.232326	0.197028	0.465248	0.105398	1.776931	
1833000	-305.604257	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.530293	0.530293	0.530293	0.530293	2.023699	2.023699	0.000000	0.530293	0.455713	0.502397	0.041686	0.000204	1.294809	
1834000	-306.184645	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.712073	0.712073	0.712073	0.712073	2.266793	2.266793	0.000000	0.712073	0.418233	0.545618	0.035864	0.000285	1.533007	
1835000	-305.875993	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.543992	0.543992	0.543992	0.543992	1.866800	1.866800	0.000000	0.543992	0.453453	0.510176	0.036194	0.000177	1.877895	
1836000	-306.849650	1	2	0	'1 1 1 1 0 0 1 1 	D	0.506900	0.506900	0.506900	0.506900	1.620325	1.620325	0.506900	0.506900	0.277183	0.267128	0.345698	0.109991	1.190376	
1837000	-306.523094	1	2	0	'1 1 1 1 0 0 1 1 	D	0.430975	0.430975	0.430975	0.430975	1.739852	1.739852	0.430975	0.430975	0.261035	0.216220	0.425473	0.097272	1.016743	
1838000	-307.067190	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.469643	0.469643	0.469643	0.469643	2.519488	2.519488	0.000000	0.469643	0.465771	0.472449	0.061505	0.000275	1.901266	
1839000	-308.124641	1	2	0	'1 1 1 1 0 0 1 1 	D	0.507833	0.507833	0.507833	0.507833	2.736046	2.736046	0.507833	0.507833	0.224187	0.193978	0.472444	0.109392	1.953862	
1840000	-305.940667	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.579588	0.579588	0.579588	0.579588	1.829260	1.829260	0.000000	0.579588	0.445692	0.521655	0.032481	0.000172	1.080780	
1841000	-306.503825	1	2	0	'1 1 1 1 0 0 1 1 	D	0.544985	0.544985	0.544985	0.544985	2.343289	2.343289	0.544985	0.544985	0.240413	0.225404	0.416937	0.117246	1.003098	
1842000	-305.437082	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.579755	0.579755	0.579755	0.579755	2.020855	2.020855	0.000000	0.579755	0.444835	0.517766	0.037192	0.000207	1.606671	
1843000	-305.481625	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.623472	0.623472	0.623472	0.623472	2.061091	2.061091	0.000000	0.623472	0.435594	0.528786	0.035399	0.000221	1.369128	
1844000	-306.377424	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.509520	0.509520	0.509520	0.509520	2.494089	2.494089	0.000000	0.509520	0.457255	0.488342	0.054131	0.000272	0.823062	
1845000	-305.714243	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.660719	0.660719	0.660719	0.660719	2.289456	2.289456	0.000000	0.660719	0.427375	0.534240	0.038113	0.000271	1.846656	
1846000	-305.718392	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.660087	0.660087	0.660087	0.660087	2.056235	2.056235	0.000000	0.660087	0.428468	0.537676	0.033629	0.000228	1.507336	
1847000	-306.087957	1	2	0	'0 0 0 0 1 1 0 0 	D	0.505343	0.505343	0.505343	0.505343	2.247969	2.247969	0.505343	0.505343	0.241533	0.215202	0.433294	0.109972	1.242039	
1848000	-306.208944	1	2	0	'0 0 0 0 1 1 0 0 	D	0.545483	0.545483	0.545483	0.545483	1.851435	1.851435	0.545483	0.545483	0.263678	0.260041	0.359146	0.117134	0.819103	
1849000	-307.135054	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.540367	0.540367	0.540367	0.540367	1.623929	1.623929	0.000000	0.540367	0.455224	0.515287	0.029356	0.000132	0.651971	
1850000	-305.767854	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.524724	0.524724	0.524724	0.524724	1.949180	1.949180	0.000000	0.524724	0.457417	0.502028	0.040364	0.000191	1.252977	
1851000	-307.356834	1	2	0	'0 0 0 0 1 1 0 0 	D	0.588733	0.588733	0.588733	0.588733	1.660364	1.660364	0.588733	0.588733	0.275322	0.295118	0.306178	0.123382	1.444392	
1852000	-305.899098	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.688588	0.688588	0.688588	0.688588	2.197989	2.197989	0.000000	0.688588	0.422649	0.541726	0.035362	0.000263	1.125652	
1853000	-305.875991	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.662976	0.662976	0.662976	0.662976	2.384448	2.384448	0.000000	0.662976	0.426521	0.533513	0.039677	0.000289	1.352318	
1854000	-310.499725	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.636238	0.636238	0.636238	0.636238	0.636238	2.684095	0.000000	0.636238	0.567210	0.422124	0.010603	0.000063	1.290929	
1855000	-304.533100	1	3	1	'2 1 1 1 2 0 Z 2 	D	1.121124	0.299808	0.299808	0.299808	1.121124	3.117183	0.000000	1.121124	0.736266	0.218967	0.043450	0.001317	1.011007	
1856000	-310.948220	1	2	1	'1 0 0 0 1 1 Z 1 	D	1.809735	0.545222	0.545222	0.545222	1.809735	1.809735	0.000000	1.809735	0.572592	0.367707	0.055815	0.003886	1.147135	
1857000	-305.908923	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.529048	0.529048	0.529048	0.529048	1.882322	1.882322	0.000000	0.529048	0.456794	0.504966	0.038062	0.000179	1.365566	
1858000	-306.917514	1	2	0	'1 1 1 1 0 0 1 1 	D	0.621191	0.621191	0.621191	0.621191	2.094729	2.094729	0.621191	0.621191	0.252000	0.266389	0.350544	0.131067	0.546945	
1859000	-305.657422	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.529015	0.529015	0.529015	0.529015	2.277168	2.277168	0.000000	0.529015	0.454415	0.497770	0.047571	0.000244	1.589068	
1860000	-306.425225	1	2	0	'1 1 1 1 0 0 1 1 	D	0.425558	0.425558	0.425558	0.425558	1.790018	1.790018	0.425558	0.425558	0.256628	0.208597	0.438611	0.096164	0.822307	
1861000	-306.921648	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.482380	0.482380	0.482380	0.482380	1.743915	1.743915	0.000000	0.482380	0.468660	0.491697	0.039486	0.000157	1.242010	
1862000	-309.200846	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.873197	0.873197	0.873197	0.873197	2.013553	2.013553	0.000000	0.873197	0.394497	0.576691	0.028513	0.000299	1.859636	
1863000	-306.584574	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.494586	0.494586	0.494586	0.494586	1.783277	1.783277	0.000000	0.494586	0.465464	0.495257	0.039116	0.000163	1.445672	
1864000	-306.122781	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.584777	0.584777	0.584777	0.584777	2.558231	2.558231	0.000000	0.584777	0.440894	0.511714	0.047100	0.000293	1.381095	
1865000	-306.143876	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.493715	0.493715	0.493715	0.493715	1.917273	1.917273	0.000000	0.493715	0.464829	0.491543	0.043441	0.000187	1.553069	
1866000	-305.722051	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.547738	0.547738	0.547738	0.547738	1.913389	1.913389	0.000000	0.547738	0.452380	0.510325	0.037110	0.000185	1.919466	
1867000	-310.304577	1	2	0	'0 0 0 0 0 1 0 0 	D	0.704654	0.704654	0.704654	0.704654	0.704654	3.530656	0.704654	0.704654	0.519744	0.304519	0.131718	0.044020	0.986944	
1868000	-309.345051	1	2	0	'0 0 0 0 0 1 0 0 	D	0.610992	0.610992	0.610992	0.610992	0.610992	2.617596	0.610992	0.610992	0.518505	0.300678	0.139113	0.041704	1.686443	
1869000	-311.225752	1	2	0	'0 0 0 0 0 1 0 0 	D	0.803148	0.803148	0.803148	0.803148	0.803148	2.802449	0.803148	0.803148	0.416943	0.367525	0.142447	0.073085	1.737778	
1870000	-310.196276	1	2	1	'1 0 0 0 1 1 Z 0 	D	1.917616	0.568225	0.568225	0.568225	1.917616	1.917616	0.000000	0.568225	0.590308	0.325321	0.083691	0.000680	1.708619	
1871000	-311.865065	1	2	1	'1 0 0 0 1 1 Z 0 	D	1.348629	0.686223	0.686223	0.686223	1.348629	1.348629	0.000000	0.686223	0.528945	0.444836	0.026048	0.000171	1.051051	
1872000	-315.306460	1	2	0	'1 0 0 1 0 0 1 0 	D	0.373035	0.971772	0.971772	0.373035	0.971772	0.971772	0.373035	0.971772	0.163511	0.562946	0.125978	0.147564	0.588773	
1873000	-306.153999	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.478840	0.478840	0.478840	0.478840	2.033422	2.033422	0.000000	0.478840	0.467471	0.483107	0.049214	0.000208	1.056787	
1874000	-305.747127	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.574735	0.574735	0.574735	0.574735	1.884216	1.884216	0.000000	0.574735	0.446533	0.519063	0.034222	0.000182	0.989080	
