Default schedule
Rate	44.44
Est Data	55.56
Rate Tried	% Accepted	Est Data Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
453	0.108168	547	0.559415	9.280260	0	0.000000	0.355000	0.447619	
458	0.318777	542	0.535055	9.280260	0	0.000000	0.436000	0.447601	
459	0.278867	541	0.554529	9.280260	0	0.000000	0.428000	0.447571	
464	0.215517	536	0.542910	9.280260	0	0.000000	0.391000	0.447482	
449	0.314031	551	0.540835	9.280260	0	0.000000	0.439000	0.447469	
482	0.352697	518	0.517375	9.280260	0	0.000000	0.438000	0.447454	
454	0.301762	546	0.551282	9.280260	0	0.000000	0.438000	0.447439	
460	0.334783	540	0.566667	9.280260	0	0.000000	0.460000	0.447459	
432	0.502315	568	0.538732	9.280260	0	0.000000	0.523000	0.447576	
445	0.307865	555	0.527928	9.280260	0	0.000000	0.430000	0.447549	
430	0.190698	570	0.587719	9.280260	0	0.000000	0.417000	0.447502	
421	0.277910	579	0.542314	9.280260	0	0.000000	0.431000	0.447476	
450	0.211111	550	0.476364	9.280260	0	0.000000	0.357000	0.447337	
433	0.327945	567	0.543210	9.280260	0	0.000000	0.450000	0.447341	
439	0.428246	561	0.570410	9.280260	0	0.000000	0.508000	0.447434	
437	0.400458	563	0.564831	9.280260	0	0.000000	0.493000	0.447504	
434	0.479263	566	0.560071	9.280260	0	0.000000	0.525000	0.447623	
417	0.388489	583	0.552316	9.280260	0	0.000000	0.484000	0.447678	
467	0.325482	533	0.549719	9.280260	0	0.000000	0.445000	0.447674	
437	0.503432	563	0.531083	9.280260	0	0.000000	0.519000	0.447783	
425	0.404706	575	0.530435	9.280260	0	0.000000	0.477000	0.447827	
466	0.238197	534	0.526217	9.280260	0	0.000000	0.392000	0.447742	
449	0.412027	551	0.546279	9.280260	0	0.000000	0.486000	0.447801	
437	0.210526	563	0.586146	9.280260	0	0.000000	0.422000	0.447761	
428	0.301402	572	0.513986	9.280260	0	0.000000	0.423000	0.447724	
419	0.002387	581	0.581756	9.280260	0	0.000000	0.339000	0.447560	
444	0.195946	556	0.530576	9.280260	0	0.000000	0.382000	0.447461	
454	0.378855	546	0.507326	9.280260	0	0.000000	0.449000	0.447463	
446	0.363229	554	0.523466	9.280260	0	0.000000	0.452000	0.447470	
462	0.106061	538	0.552045	9.280260	0	0.000000	0.346000	0.447318	
449	0.178174	551	0.546279	9.280260	0	0.000000	0.381000	0.447218	
443	0.462754	557	0.567325	9.280260	0	0.000000	0.521000	0.447329	
