Options:
Model:                           Discrete: Independent
Tree File Name:                  /Users/emeraldbender/Library/CloudStorage/OneDrive-MontanaStateUniversity/Desktop/disctrait_local/eubird_nest_dodo_indRJpredict/tree.nex
Data File Name:                  /Users/emeraldbender/Library/CloudStorage/OneDrive-MontanaStateUniversity/Desktop/disctrait_local/eubird_nest_dodo_indRJpredict/data.txt
Log File Name:                   eubird_nest_dodo_indRJprecict.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2736979711
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   3000
Iterations:                      2000000
Burn in:                         200000
MCMC ML Start:                   False
Schedule File:                   eubird_nest_dodo_indRJprecict.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      eubird_nest_dodo_indRJ.bin
Estimating values for taxa and Sites
	Raphus_cucullatus   
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      1
     Taxa:                       420
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Model No	alpha1	beta1	alpha2	beta2	Est Raphus_cucullatus - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
1524000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1527000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1530000	-344.822932	1	3	0.007797	0.007797	0.007797	0.007797	1	0.323738	0.484821	0.076651	0.114790	
1533000	-344.517833	1	277	0.007719	0.007719	0.007719	0.007719	0	0.325619	0.484980	0.076083	0.113318	
1536000	-344.466048	1	309	0.007405	0.007405	0.007405	0.007405	0	0.333369	0.485404	0.073788	0.107440	
1539000	-344.467106	1	351	0.007376	0.007376	0.007376	0.007376	0	0.334091	0.485424	0.073578	0.106907	
1542000	-344.503846	1	145	0.007675	0.007675	0.007675	0.007675	0	0.326687	0.485061	0.075762	0.112490	
1545000	-344.521548	1	255	0.007122	0.007122	0.007122	0.007122	0	0.340560	0.485455	0.071733	0.102252	
1548000	-344.479323	1	337	0.007273	0.007273	0.007273	0.007273	0	0.336702	0.485468	0.072826	0.105004	
1551000	-344.965639	1	290	0.006557	0.006557	0.006557	0.006557	0	0.355602	0.484507	0.067679	0.092212	
1554000	-344.896378	1	230	0.006885	0.006885	0.006885	0.006885	1	0.346773	0.485236	0.070017	0.097974	
1557000	-345.044646	1	168	0.006495	0.006495	0.006495	0.006495	0	0.357308	0.484311	0.067240	0.091141	
1560000	-344.678756	1	203	0.008035	0.008035	0.008035	0.008035	0	0.318089	0.484200	0.078388	0.119323	
1563000	-344.844546	1	305	0.008250	0.008250	0.008250	0.008250	0	0.313132	0.483489	0.079943	0.123436	
1566000	-344.830076	1	249	0.007812	0.007812	0.007812	0.007812	1	0.323370	0.484787	0.076763	0.115080	
1569000	-344.852500	1	43	0.007857	0.007857	0.007857	0.007857	1	0.322292	0.484682	0.077091	0.115934	
1572000	-344.894518	1	42	0.007932	0.007932	0.007932	0.007932	1	0.320509	0.484492	0.077638	0.117360	
1575000	-345.235980	1	364	0.008628	0.008628	0.008628	0.008628	0	0.304731	0.481927	0.082643	0.130698	
1578000	-344.516629	1	286	0.007715	0.007715	0.007715	0.007715	0	0.325705	0.484987	0.076057	0.113252	
1581000	-344.831486	1	401	0.008235	0.008235	0.008235	0.008235	0	0.313476	0.483543	0.079834	0.123146	
1584000	-344.766588	1	260	0.007148	0.007148	0.007148	0.007148	1	0.339897	0.485465	0.071919	0.102719	
1587000	-344.466675	1	287	0.007385	0.007385	0.007385	0.007385	0	0.333870	0.485418	0.073642	0.107070	
1590000	-345.199846	1	396	0.006385	0.006385	0.006385	0.006385	0	0.360342	0.483918	0.066472	0.089268	
1593000	-344.495743	1	275	0.007201	0.007201	0.007201	0.007201	0	0.338531	0.485474	0.072305	0.103690	
1596000	-344.699675	1	566	0.006820	0.006820	0.006820	0.006820	0	0.348491	0.485131	0.069553	0.096824	
1599000	-344.491837	1	519	0.007216	0.007216	0.007216	0.007216	0	0.338155	0.485474	0.072412	0.103959	
1602000	-344.884999	1	36	0.007916	0.007916	0.007916	0.007916	1	0.320891	0.484535	0.077521	0.117053	
1605000	-344.664500	1	502	0.008014	0.008014	0.008014	0.008014	0	0.318595	0.484264	0.078231	0.118910	
1608000	-345.510927	1	482	0.006332	0.006332	0.006332	0.006332	1	0.361837	0.483704	0.066098	0.088360	
1611000	-344.742926	1	313	0.007549	0.007549	0.007549	0.007549	1	0.329781	0.485257	0.074840	0.110123	
1614000	-342.261416	1	195	0.004305	0.009144	0.004305	0.009144	1	0.109501	0.332086	0.138470	0.419943	
1617000	-344.766777	1	388	0.007147	0.007147	0.007147	0.007147	1	0.339913	0.485465	0.071914	0.102708	
1620000	-344.867091	1	577	0.008276	0.008276	0.008276	0.008276	0	0.312552	0.483396	0.080127	0.123925	
1623000	-344.647871	1	463	0.006888	0.006888	0.006888	0.006888	0	0.346672	0.485241	0.070045	0.098043	
1626000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1629000	-341.925819	1	195	0.004305	0.009144	0.004305	0.009144	0	0.109501	0.332086	0.138471	0.419943	
1632000	-344.730154	1	456	0.007444	0.007444	0.007444	0.007444	1	0.332370	0.485372	0.074078	0.108180	
1635000	-344.538929	1	185	0.007775	0.007775	0.007775	0.007775	0	0.324253	0.484865	0.076496	0.114386	
1638000	-345.183287	1	278	0.008303	0.008303	0.008303	0.008303	1	0.311922	0.483295	0.080326	0.124457	
1641000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
1644000	-344.711596	1	105	0.008083	0.008083	0.008083	0.008083	0	0.316983	0.484055	0.078732	0.120229	
1647000	-344.478503	1	19	0.007277	0.007277	0.007277	0.007277	0	0.336586	0.485467	0.072859	0.105087	
1650000	-344.466792	1	331	0.007459	0.007459	0.007459	0.007459	0	0.332004	0.485357	0.074186	0.108453	
1653000	-344.568881	1	259	0.007844	0.007844	0.007844	0.007844	0	0.322618	0.484713	0.076993	0.115677	
1656000	-344.760696	1	418	0.007627	0.007627	0.007627	0.007627	1	0.327864	0.485144	0.075409	0.111583	
1659000	-344.598830	1	468	0.007903	0.007903	0.007903	0.007903	0	0.321209	0.484567	0.077424	0.116800	
1662000	-345.176861	1	155	0.008297	0.008297	0.008297	0.008297	1	0.312076	0.483320	0.080277	0.124327	
1665000	-344.747763	1	471	0.007573	0.007573	0.007573	0.007573	1	0.329177	0.485224	0.075018	0.110581	
1668000	-345.052892	1	54	0.008156	0.008156	0.008156	0.008156	1	0.315290	0.483820	0.079261	0.121628	
1671000	-344.623840	1	476	0.007952	0.007952	0.007952	0.011767	1	0.232306	0.572175	0.056459	0.139060	
1674000	-344.503469	1	414	0.007674	0.007674	0.007674	0.007674	0	0.326718	0.485063	0.075752	0.112466	
1677000	-344.466089	1	363	0.007402	0.007402	0.007402	0.007402	0	0.333419	0.485406	0.073773	0.107402	
1680000	-345.584289	1	166	0.008666	0.008666	0.008666	0.008666	1	0.303904	0.481753	0.082911	0.131432	
1683000	-345.086964	1	66	0.008197	0.008197	0.008197	0.008197	1	0.314353	0.483681	0.079556	0.122410	
1686000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1689000	-344.736889	1	183	0.007511	0.007511	0.007511	0.007511	1	0.330704	0.485303	0.074567	0.109426	
1692000	-345.302617	1	361	0.008682	0.008682	0.008682	0.008682	0	0.303545	0.481671	0.083030	0.131753	
1695000	-344.650666	1	498	0.007992	0.007992	0.007992	0.007992	0	0.319105	0.484326	0.078073	0.118496	
1698000	-344.697381	1	454	0.008063	0.008063	0.008063	0.008063	0	0.317452	0.484117	0.078586	0.119844	
1701000	-344.496430	1	411	0.007648	0.007648	0.007648	0.007648	0	0.327334	0.485107	0.075568	0.111991	
1704000	-344.728905	1	217	0.007372	0.007372	0.007372	0.007372	1	0.334183	0.485428	0.073551	0.106839	
1707000	-344.545289	1	311	0.007791	0.007791	0.007791	0.007791	0	0.323881	0.484832	0.076608	0.114679	
1710000	-344.661529	1	421	0.008009	0.008009	0.008009	0.008009	0	0.318703	0.484277	0.078197	0.118822	
1713000	-344.737031	1	19	0.007277	0.007277	0.007277	0.007277	1	0.336585	0.485469	0.072859	0.105088	
1716000	-344.496410	1	17	0.007648	0.007648	0.007648	0.007648	0	0.327336	0.485107	0.075567	0.111990	
1719000	-344.862619	1	571	0.006937	0.006937	0.006937	0.006937	1	0.345382	0.485306	0.070396	0.098916	
1722000	-345.070758	1	372	0.006676	0.006676	0.006676	0.006676	1	0.352361	0.484831	0.068523	0.094285	
1725000	-344.594884	1	76	0.006970	0.006970	0.006970	0.006970	0	0.344513	0.485343	0.070635	0.099509	
1728000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1731000	-344.742926	1	313	0.007549	0.007549	0.007549	0.007549	1	0.329781	0.485257	0.074840	0.110123	
1734000	-344.731404	1	14	0.007462	0.007462	0.007462	0.007462	1	0.331933	0.485356	0.074206	0.108505	
1737000	-344.474500	1	328	0.007302	0.007302	0.007302	0.007302	0	0.335957	0.485460	0.073040	0.105543	
1740000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1743000	-344.861197	1	435	0.007874	0.007874	0.007874	0.007874	1	0.321901	0.484642	0.077211	0.116246	
1746000	-344.729231	1	431	0.007362	0.007362	0.007362	0.007362	1	0.334433	0.485434	0.073478	0.106655	
1749000	-344.615763	1	55	0.006936	0.006936	0.006936	0.006936	0	0.345409	0.485304	0.070389	0.098897	
1752000	-344.488120	1	236	0.007231	0.007231	0.007231	0.007231	0	0.337770	0.485474	0.072521	0.104235	
1755000	-344.474500	1	328	0.007302	0.007302	0.007302	0.007302	0	0.335957	0.485460	0.073040	0.105543	
1758000	-344.881779	1	304	0.006629	0.006629	0.006629	0.006629	0	0.353633	0.484711	0.068190	0.093466	
1761000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1764000	-344.755826	1	204	0.008142	0.008142	0.008142	0.008142	0	0.315606	0.483863	0.079163	0.121367	
1767000	-345.172624	1	53	0.006581	0.006581	0.006581	0.006581	1	0.354945	0.484578	0.067848	0.092628	
1770000	-344.827936	1	339	0.007808	0.007808	0.007808	0.007808	1	0.323479	0.484797	0.076730	0.114994	
1773000	-344.967980	1	315	0.008045	0.008045	0.008045	0.008045	1	0.317871	0.484174	0.078455	0.119501	
1776000	-344.556620	1	493	0.007817	0.007817	0.007817	0.007817	0	0.323254	0.484774	0.076799	0.115173	
1779000	-343.588147	1	225	0.004368	0.004368	0.004368	0.008424	0	0.240681	0.646485	0.030611	0.082223	
1782000	-345.328247	1	102	0.006456	0.006456	0.006456	0.006456	1	0.358364	0.484181	0.066971	0.090484	
1785000	-344.796382	1	580	0.006711	0.006711	0.006711	0.006711	0	0.351405	0.484913	0.068776	0.094906	
1788000	-344.755221	1	5	0.007606	0.007606	0.007606	0.007606	1	0.328379	0.485177	0.075255	0.111189	
1791000	-345.230598	1	595	0.006365	0.006365	0.006365	0.006365	0	0.360902	0.483839	0.066332	0.088927	
1794000	-341.569445	1	380	0.002145	0.009545	0.009545	0.009545	1	0.060927	0.101593	0.313962	0.523518	
1797000	-344.861113	1	191	0.006940	0.006940	0.006940	0.006940	1	0.345316	0.485309	0.070414	0.098960	
1800000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1803000	-345.316870	1	23	0.008436	0.008436	0.008436	0.008436	1	0.308952	0.482771	0.081276	0.127002	
1806000	-344.704184	1	479	0.006814	0.006814	0.006814	0.006814	0	0.348639	0.485122	0.069513	0.096726	
1809000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1812000	-345.959440	1	130	0.008941	0.008941	0.008941	0.008941	1	0.298054	0.480373	0.084839	0.136734	
1815000	-344.860804	1	162	0.006940	0.006940	0.006940	0.006940	1	0.345302	0.485310	0.070418	0.098970	
1818000	-344.943117	1	251	0.008009	0.008009	0.008009	0.008009	1	0.318711	0.484280	0.078194	0.118815	
1821000	-344.486733	1	297	0.007237	0.007237	0.007237	0.007237	0	0.337618	0.485474	0.072565	0.104344	
1824000	-344.801803	1	80	0.007748	0.007748	0.007748	0.007748	1	0.324917	0.484924	0.076294	0.113865	
1827000	-344.750674	1	434	0.007586	0.007586	0.007586	0.007586	1	0.328850	0.485205	0.075115	0.110830	
1830000	-344.606059	1	36	0.007916	0.007916	0.007916	0.007916	0	0.320893	0.484533	0.077521	0.117053	
1833000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1836000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1839000	-344.466049	1	406	0.007404	0.007404	0.007404	0.007404	0	0.333370	0.485404	0.073787	0.107438	
1842000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1845000	-344.867819	1	448	0.008276	0.008276	0.008276	0.008276	0	0.312534	0.483393	0.080133	0.123941	
1848000	-344.490981	1	146	0.007627	0.007627	0.007627	0.007627	0	0.327862	0.485142	0.075410	0.111586	
1851000	-344.745586	1	60	0.007229	0.007229	0.007229	0.007229	1	0.337823	0.485476	0.072506	0.104196	
1854000	-344.967417	1	206	0.006555	0.006555	0.006555	0.006555	0	0.355642	0.484503	0.067668	0.092187	
1857000	-344.896667	1	512	0.008308	0.008308	0.008308	0.008308	0	0.311815	0.483274	0.080361	0.124550	
1860000	-344.474033	1	551	0.007537	0.007537	0.007537	0.007537	0	0.330061	0.485270	0.074757	0.109912	
1863000	-341.065275	1	193	0.002656	0.009259	0.009259	0.009259	1	0.087734	0.144013	0.290843	0.477411	
1866000	-345.121325	1	385	0.006627	0.006627	0.006627	0.006627	1	0.353687	0.484707	0.068176	0.093431	
1869000	-344.516827	1	370	0.007716	0.007716	0.007716	0.007716	0	0.325691	0.484986	0.076061	0.113263	
1872000	-344.695373	1	113	0.008060	0.008060	0.008060	0.008060	0	0.317519	0.484126	0.078565	0.119789	
1875000	-344.485338	1	153	0.007243	0.007243	0.007243	0.007243	0	0.337460	0.485473	0.072610	0.104457	
1878000	-344.821691	1	398	0.007012	0.007012	0.007012	0.007012	1	0.343431	0.485385	0.070933	0.100252	
1881000	-344.466792	1	331	0.007459	0.007459	0.007459	0.007459	0	0.332004	0.485357	0.074186	0.108453	
1884000	-344.467887	1	329	0.007478	0.007478	0.007478	0.007478	0	0.331531	0.485338	0.074325	0.108806	
1887000	-344.827936	1	339	0.007808	0.007808	0.007808	0.007808	1	0.323479	0.484797	0.076730	0.114994	
1890000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1893000	-344.790347	1	187	0.007081	0.007081	0.007081	0.007081	1	0.341616	0.485436	0.071437	0.101511	
1896000	-344.769237	1	469	0.006740	0.006740	0.006740	0.006740	0	0.350637	0.484976	0.068980	0.095408	
1899000	-344.542577	1	578	0.007784	0.007784	0.007784	0.007784	0	0.324038	0.484846	0.076561	0.114555	
1902000	-344.536073	1	527	0.007086	0.007086	0.007086	0.007086	0	0.341492	0.485437	0.071472	0.101599	
1905000	-345.307961	1	61	0.006316	0.006316	0.006316	0.006316	0	0.362262	0.483640	0.065993	0.088104	
1908000	-345.111578	1	7	0.008225	0.008225	0.008225	0.008225	1	0.313703	0.483582	0.079761	0.122954	
1911000	-345.797213	1	20	0.008827	0.008827	0.008827	0.008827	1	0.300450	0.480964	0.084045	0.134541	
1914000	-345.601950	1	234	0.008908	0.008908	0.008908	0.008908	0	0.298745	0.480543	0.084611	0.136101	
1917000	-344.471329	1	282	0.007326	0.007326	0.007326	0.007326	0	0.335344	0.485451	0.073216	0.105989	
1920000	-344.516827	1	370	0.007716	0.007716	0.007716	0.007716	0	0.325691	0.484986	0.076061	0.113263	
1923000	-344.512246	1	260	0.007148	0.007148	0.007148	0.007148	0	0.339898	0.485464	0.071919	0.102719	
1926000	-342.261416	1	195	0.004305	0.009144	0.004305	0.009144	1	0.109501	0.332086	0.138470	0.419943	
1929000	-344.611442	1	467	0.007926	0.007926	0.007926	0.007926	0	0.320664	0.484507	0.077592	0.117237	
1932000	-344.485962	1	360	0.007605	0.007605	0.007605	0.007605	0	0.328402	0.485176	0.075249	0.111173	
1935000	-344.518783	1	494	0.007722	0.007722	0.007722	0.007722	0	0.325552	0.484975	0.076103	0.113370	
1938000	-345.066173	1	219	0.008172	0.008172	0.008172	0.008172	1	0.314919	0.483766	0.079378	0.121937	
1941000	-346.108464	1	63	0.005918	0.005918	0.005918	0.005918	0	0.373641	0.481544	0.063271	0.081543	
1944000	-344.555680	1	465	0.007043	0.007043	0.007043	0.007043	0	0.342606	0.485409	0.071162	0.100823	
1947000	-345.071908	1	101	0.006474	0.006474	0.006474	0.006474	0	0.357869	0.484242	0.067097	0.090791	
1950000	-344.785058	1	299	0.007704	0.007704	0.007704	0.007704	1	0.325979	0.485010	0.075973	0.113037	
1953000	-344.939858	1	475	0.008354	0.008354	0.008354	0.008354	0	0.310784	0.483098	0.080690	0.125428	
1956000	-344.984382	1	92	0.006769	0.006769	0.006769	0.006769	1	0.349840	0.485038	0.069191	0.095931	
1959000	-345.113378	1	382	0.006444	0.006444	0.006444	0.006444	0	0.358698	0.484138	0.066887	0.090278	
1962000	-344.860474	1	107	0.008268	0.008268	0.008268	0.008268	0	0.312721	0.483423	0.080074	0.123783	
1965000	-344.808376	1	123	0.008208	0.008208	0.008208	0.008208	0	0.314101	0.483640	0.079637	0.122622	
1968000	-344.958992	1	583	0.008032	0.008032	0.008032	0.008032	1	0.318169	0.484213	0.078362	0.119257	
1971000	-344.471000	1	546	0.007513	0.007513	0.007513	0.007513	0	0.330666	0.485300	0.074579	0.109455	
1974000	-341.240613	1	380	0.002145	0.009545	0.009545	0.009545	0	0.060928	0.101592	0.313967	0.523513	
1977000	-344.884999	1	36	0.007916	0.007916	0.007916	0.007916	1	0.320891	0.484535	0.077521	0.117053	
1980000	-344.742758	1	153	0.007243	0.007243	0.007243	0.007243	1	0.337458	0.485475	0.072610	0.104458	
1983000	-344.771860	1	545	0.007665	0.007665	0.007665	0.007665	1	0.326934	0.485081	0.075687	0.112298	
1986000	-340.744959	1	193	0.002656	0.009259	0.009259	0.009259	0	0.087735	0.144011	0.290847	0.477407	
1989000	-344.861720	1	213	0.006939	0.006939	0.006939	0.006939	1	0.345343	0.485308	0.070407	0.098942	
1992000	-344.871956	1	529	0.006922	0.006922	0.006922	0.006922	1	0.345783	0.485287	0.070287	0.098643	
1995000	-344.479323	1	337	0.007273	0.007273	0.007273	0.007273	0	0.336702	0.485468	0.072826	0.105004	
1998000	-344.647871	1	463	0.006888	0.006888	0.006888	0.006888	0	0.346672	0.485241	0.070045	0.098043	
