Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1570777294
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         100000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
584000	-464.054386	1	786	0.591671	0.023739	0.591671	0.591671	0.591671	0.591671	0.591671	0.023739	1	0.238142	0.250071	0.249669	0.262118	0.958520	0.356361	0.600209	0.893512	0.641757	0.419849	0.373871	0.478453	
585000	-464.056922	1	783	0.614839	0.032469	0.614839	0.614839	0.614839	0.614839	0.614839	0.000000	1	0.246148	0.249944	0.250283	0.253626	0.710993	0.658395	0.030305	0.328235	0.534137	0.315382	0.729745	0.743500	
586000	-465.830165	1	134	0.707636	0.064386	0.707636	0.707636	0.707636	0.000000	0.707636	0.000000	1	0.250061	0.270997	0.189072	0.289870	0.244353	0.414625	0.649377	0.857395	0.667608	0.269420	0.858901	0.800600	
587000	-463.737309	1	625	0.649834	0.054332	0.649834	0.649834	0.649834	0.649834	0.649834	0.000000	1	0.247340	0.250009	0.249975	0.252676	0.437966	0.753286	0.417981	0.276925	0.487254	0.718743	0.279153	0.059599	
588000	-463.737309	1	625	0.649834	0.054332	0.649834	0.649834	0.649834	0.649834	0.649834	0.000000	1	0.247340	0.250009	0.249975	0.252676	0.679961	0.482506	0.692077	0.348775	0.509693	0.033302	0.432345	0.265335	
589000	-464.631950	1	238	0.678032	0.020921	0.678032	0.678032	0.678032	0.000000	0.678032	0.020921	1	0.258699	0.268249	0.197363	0.275689	0.813676	0.345209	0.657872	0.679919	0.205246	0.695025	0.307071	0.554062	
590000	-465.189985	1	678	0.674611	0.016217	0.674611	0.674611	0.674611	0.016217	0.674611	0.000000	1	0.257012	0.265711	0.203468	0.273809	0.611589	0.894371	0.491729	0.198847	0.813763	0.819209	0.861376	0.375196	
591000	-464.780774	1	810	0.642750	0.000000	0.642750	0.642750	0.642750	0.642750	0.642750	0.051415	1	0.238163	0.250093	0.249978	0.261766	0.384999	0.900540	0.389502	0.250841	0.953914	0.940039	0.100824	0.692592	
592000	-464.760688	1	410	0.641843	0.021169	0.641843	0.641843	0.641843	0.021169	0.641843	0.000000	1	0.256261	0.269736	0.191702	0.282301	0.727377	0.468730	0.178457	0.322172	0.997157	0.465715	0.316254	0.190016	
593000	-464.772933	1	948	0.597285	0.088973	0.597285	0.597285	0.597285	0.597285	0.597285	0.000000	1	0.245272	0.250118	0.249545	0.255065	0.939936	0.378499	0.184566	0.144799	0.025749	0.217310	0.105168	0.813165	
594000	-466.377829	1	504	0.581651	0.024994	0.581651	0.581651	0.581651	0.581651	0.581651	0.024994	0	0.237391	0.250100	0.249580	0.262930	0.896101	0.675941	0.945767	0.913355	0.789581	0.344747	0.502696	0.212422	
595000	-467.106713	1	253	0.828931	0.000000	0.828931	0.828931	0.000000	0.828931	0.828931	0.039766	1	0.251519	0.252156	0.243758	0.252567	0.301313	0.085758	0.651100	0.512208	0.039414	0.652773	0.763927	0.829721	
596000	-464.324439	1	230	0.688744	0.031331	0.688744	0.688744	0.688744	0.688744	0.688744	0.031331	1	0.244998	0.250012	0.249943	0.255047	0.361474	0.111016	0.500590	0.279303	0.656435	0.664496	0.856495	0.224876	
597000	-466.322361	1	889	0.605947	0.032859	0.605947	0.605947	0.605947	0.605947	0.605947	0.032859	0	0.240300	0.250100	0.249652	0.259949	0.077732	0.114179	0.880356	0.495107	0.263132	0.349701	0.671942	0.344354	
598000	-463.715202	1	872	0.635541	0.050793	0.635541	0.635541	0.635541	0.635541	0.635541	0.000000	1	0.246923	0.250013	0.249983	0.253081	0.057028	0.827743	0.207938	0.003191	0.796707	0.383392	0.426376	0.236132	
599000	-466.894422	1	287	0.598847	0.104608	0.598847	0.598847	0.598847	0.598847	0.598847	0.000000	0	0.245643	0.250124	0.249506	0.254727	0.282804	0.822538	0.258179	0.665732	0.487403	0.689585	0.748451	0.878105	
600000	-464.211614	1	286	0.602275	0.030136	0.602275	0.602275	0.602275	0.602275	0.602275	0.030136	1	0.239672	0.250098	0.249637	0.260593	0.217142	0.663728	0.095689	0.514119	0.388101	0.146199	0.777652	0.531343	
601000	-464.809277	1	987	0.736288	0.017298	0.736288	0.736288	0.736288	0.736288	0.736288	0.017298	1	0.246237	0.249983	0.250032	0.253747	0.172090	0.263679	0.446878	0.689511	0.131734	0.800387	0.534085	0.879790	
602000	-463.972328	1	267	0.693683	0.058480	0.693683	0.693683	0.693683	0.693683	0.693683	0.000000	1	0.248291	0.249997	0.249990	0.251722	0.127994	0.314066	0.941352	0.143299	0.119560	0.777294	0.624620	0.171202	
603000	-463.898747	1	556	0.613549	0.062815	0.613549	0.613549	0.613549	0.613549	0.613549	0.000000	1	0.246123	0.250061	0.249821	0.253994	0.048150	0.117488	0.745601	0.775211	0.349399	0.429118	0.460073	0.057658	
604000	-464.733657	1	48	0.638799	0.000000	0.638799	0.638799	0.638799	0.638799	0.638799	0.049602	1	0.237696	0.250089	0.249977	0.262239	0.790218	0.708977	0.249998	0.256762	0.732528	0.356501	0.115782	0.746275	
605000	-464.988660	1	110	0.694834	0.000000	0.694834	0.694834	0.694834	0.694834	0.694834	0.050366	1	0.242079	0.250051	0.250035	0.257835	0.601791	0.582714	0.662088	0.568761	0.352626	0.017009	0.311883	0.910556	
606000	-465.957886	1	136	0.651667	0.073952	0.651667	0.651667	0.651667	0.651667	0.651667	0.000000	0	0.247686	0.250028	0.249900	0.252386	0.634009	0.641340	0.717456	0.124304	0.913749	0.901283	0.590638	0.295060	
607000	-466.246977	1	943	0.573256	0.050518	0.573256	0.573256	0.573256	0.573256	0.573256	0.000000	0	0.244717	0.250137	0.249798	0.255347	0.694605	0.002019	0.976642	0.902962	0.842769	0.177406	0.886646	0.551277	
608000	-464.472711	1	755	0.671748	0.020999	0.671748	0.671748	0.020999	0.671748	0.671748	0.020999	1	0.251564	0.256503	0.231374	0.260560	0.350507	0.140295	0.814584	0.201774	0.432648	0.372079	0.746899	0.729216	
609000	-464.249596	1	702	0.720364	0.044581	0.720364	0.720364	0.720364	0.720364	0.720364	0.000000	1	0.248687	0.249987	0.250035	0.251291	0.038428	0.517013	0.018720	0.563106	0.244563	0.488674	0.982716	0.533366	
610000	-466.186926	1	690	0.603325	0.081457	0.603325	0.603325	0.603325	0.603325	0.603325	0.000000	0	0.246041	0.250108	0.249661	0.254191	0.250707	0.835324	0.475694	0.594752	0.752789	0.487511	0.957117	0.707879	
611000	-465.056212	1	272	0.710289	0.000000	0.710289	0.710289	0.710289	0.710289	0.710289	0.045862	1	0.242851	0.250034	0.250045	0.257069	0.030620	0.936158	0.137153	0.967845	0.403615	0.918394	0.392355	0.474776	
612000	-465.517606	1	966	0.616569	0.060050	0.616569	0.616569	0.616569	0.060050	0.616569	0.000000	1	0.243029	0.273898	0.179971	0.303102	0.965462	0.161221	0.926517	0.695901	0.670571	0.197759	0.301544	0.913527	
613000	-464.435876	1	412	0.736650	0.063042	0.736650	0.736650	0.736650	0.736650	0.736650	0.000000	1	0.248882	0.249994	0.249994	0.251130	0.242720	0.897283	0.506736	0.641261	0.121425	0.640312	0.534097	0.536747	
614000	-465.005822	1	231	0.666826	0.020684	0.666826	0.666826	0.666826	0.666826	0.666826	0.000000	1	0.247667	0.249871	0.250447	0.252015	0.271732	0.903798	0.214161	0.131130	0.892760	0.692572	0.504751	0.813984	
615000	-464.848012	1	527	0.649865	0.000000	0.649865	0.649865	0.649865	0.649865	0.649865	0.026525	1	0.237424	0.249922	0.250222	0.262432	0.865242	0.128170	0.880534	0.687499	0.782990	0.676700	0.167819	0.544837	
616000	-463.739915	1	975	0.636653	0.055730	0.636653	0.636653	0.636653	0.636653	0.636653	0.000000	1	0.246955	0.250021	0.249945	0.253079	0.335137	0.503666	0.421213	0.910815	0.346710	0.295935	0.894343	0.671826	
617000	-464.892195	1	146	0.696534	0.020269	0.696534	0.696534	0.696534	0.020269	0.696534	0.000000	1	0.255686	0.263900	0.208922	0.271492	0.375684	0.270624	0.309332	0.235345	0.555584	0.544815	0.341658	0.496625	
618000	-463.830817	1	98	0.648057	0.062922	0.648057	0.648057	0.648057	0.648057	0.648057	0.000000	1	0.247282	0.250019	0.249923	0.252776	0.332090	0.501580	0.320988	0.210320	0.399297	0.772678	0.577180	0.162272	
619000	-466.879401	1	747	0.577905	0.097403	0.577905	0.577905	0.577905	0.577905	0.577905	0.000000	0	0.244614	0.250200	0.249318	0.255868	0.552124	0.221535	0.620219	0.686906	0.308494	0.074686	0.416643	0.656048	
620000	-464.556707	1	816	0.630109	0.028266	0.630109	0.630109	0.630109	0.028266	0.630109	0.000000	1	0.253927	0.271563	0.186483	0.288027	0.767154	0.035830	0.132479	0.483274	0.145060	0.862791	0.866840	0.416535	
621000	-464.271214	1	355	0.561669	0.045269	0.561669	0.561669	0.561669	0.561669	0.561669	0.000000	1	0.243407	0.250145	0.249790	0.256658	0.752556	0.506570	0.793971	0.250856	0.902855	0.624022	0.513074	0.547639	
622000	-464.847208	1	40	0.747355	0.017771	0.747355	0.747355	0.747355	0.017771	0.747355	0.017771	1	0.255575	0.260606	0.219133	0.264686	0.229353	0.891399	0.899362	0.819231	0.254498	0.458966	0.094059	0.281879	
623000	-465.533704	1	714	0.711789	0.058985	0.711789	0.711789	0.711789	0.000000	0.711789	0.000000	1	0.251085	0.269801	0.192456	0.286658	0.148650	0.524504	0.684138	0.038693	0.783033	0.900830	0.550362	0.164286	
624000	-465.323713	1	148	0.610899	0.025294	0.610899	0.610899	0.610899	0.000000	0.610899	0.025294	1	0.259408	0.276847	0.173592	0.290153	0.870228	0.528096	0.744895	0.765141	0.401786	0.313264	0.552223	0.115844	
625000	-464.913310	1	581	0.684676	0.098352	0.684676	0.684676	0.684676	0.684676	0.684676	0.000000	1	0.248057	0.250006	0.249898	0.252040	0.474821	0.658924	0.647000	0.932824	0.442814	0.498735	0.394358	0.669119	
626000	-464.944557	1	209	0.608618	0.044919	0.608618	0.608618	0.608618	0.044919	0.608618	0.000000	1	0.247200	0.274823	0.177087	0.300891	0.437037	0.329079	0.562628	0.309423	0.071137	0.776219	0.774591	0.227757	
627000	-464.556707	1	816	0.630109	0.028266	0.630109	0.630109	0.630109	0.028266	0.630109	0.000000	1	0.253927	0.271563	0.186483	0.288027	0.326655	0.014185	0.098485	0.753759	0.321278	0.429345	0.865562	0.741921	
628000	-463.834577	1	633	0.602608	0.045058	0.602608	0.602608	0.602608	0.602608	0.602608	0.000000	1	0.245679	0.250033	0.249994	0.254294	0.307213	0.341049	0.506079	0.742615	0.534111	0.548928	0.929157	0.656410	
629000	-464.702879	1	311	0.717629	0.028637	0.717629	0.717629	0.717629	0.000000	0.717629	0.000000	1	0.255491	0.265055	0.205703	0.273752	0.987042	0.717957	0.088672	0.224731	0.837888	0.685168	0.137787	0.522574	
630000	-464.618389	1	162	0.562289	0.029899	0.562289	0.562289	0.562289	0.562289	0.562289	0.000000	1	0.243334	0.249941	0.250501	0.256223	0.283525	0.586834	0.853319	0.396958	0.664175	0.724912	0.342234	0.692764	
631000	-463.967772	1	619	0.647814	0.034609	0.647814	0.647814	0.647814	0.647814	0.647814	0.000000	1	0.247263	0.249959	0.250175	0.252604	0.385526	0.511507	0.471069	0.052969	0.513505	0.690299	0.205777	0.332102	
632000	-463.983665	1	1	0.634453	0.033660	0.634453	0.634453	0.634453	0.634453	0.634453	0.000000	1	0.246857	0.249953	0.250215	0.252975	0.140518	0.427913	0.865486	0.935532	0.963430	0.605970	0.204345	0.719537	
633000	-464.642140	1	337	0.709676	0.029593	0.712248	0.709676	0.709676	0.709676	0.709676	0.000000	1	0.248393	0.249958	0.250130	0.251520	0.023724	0.233146	0.233476	0.715266	0.780094	0.080678	0.167503	0.174936	
634000	-466.202790	1	192	0.636467	0.029938	0.636467	0.636467	0.636467	0.636467	0.636467	0.029938	0	0.242285	0.250039	0.249841	0.257836	0.980038	0.853405	0.983650	0.168594	0.823156	0.855924	0.829225	0.507444	
635000	-464.754339	1	529	0.641063	0.022016	0.641063	0.641063	0.641063	0.641063	0.641063	0.000000	1	0.246977	0.249846	0.250555	0.252622	0.260107	0.785738	0.330023	0.212965	0.237185	0.096637	0.053380	0.072659	
636000	-463.789812	1	127	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	1	0.247643	0.250006	0.249971	0.252380	0.204477	0.571928	0.088107	0.683126	0.362540	0.332262	0.323627	0.750155	
637000	-464.239742	1	880	0.588580	0.028477	0.588580	0.588580	0.588580	0.588580	0.588580	0.028477	1	0.238297	0.250122	0.249543	0.262038	0.329618	0.964174	0.995273	0.849920	0.436333	0.621197	0.043005	0.220178	
638000	-464.056922	1	783	0.614839	0.032469	0.614839	0.614839	0.614839	0.614839	0.614839	0.000000	1	0.246148	0.249944	0.250283	0.253626	0.685611	0.064368	0.930362	0.642310	0.405753	0.782808	0.606061	0.080512	
639000	-464.154749	1	405	0.705221	0.065941	0.705221	0.705221	0.705221	0.705221	0.705221	0.000000	1	0.248473	0.249998	0.249978	0.251552	0.288656	0.405563	0.270136	0.444663	0.697461	0.121185	0.623047	0.663230	
640000	-464.942551	1	832	0.701552	0.000000	0.701552	0.701552	0.701552	0.701552	0.701552	0.037845	1	0.242062	0.250014	0.250067	0.257857	0.136899	0.130215	0.256052	0.308592	0.907417	0.113432	0.548370	0.764585	
641000	-463.867726	1	665	0.681111	0.047485	0.681111	0.681111	0.681111	0.681111	0.681111	0.000000	1	0.248063	0.249990	0.250031	0.251916	0.696074	0.298059	0.572193	0.808035	0.083724	0.531203	0.208287	0.056840	
642000	-463.875446	1	640	0.682743	0.047978	0.682743	0.682743	0.682743	0.682743	0.682743	0.000000	1	0.248095	0.249990	0.250028	0.251887	0.047799	0.955196	0.127104	0.029377	0.992963	0.523272	0.313424	0.284817	
643000	-463.967772	1	619	0.647814	0.034609	0.647814	0.647814	0.647814	0.647814	0.647814	0.000000	1	0.247263	0.249959	0.250175	0.252604	0.125357	0.833731	0.017626	0.132677	0.482922	0.554868	0.512850	0.850676	
644000	-467.037733	1	327	0.701064	0.033900	0.701064	0.701064	0.701064	0.701064	0.701064	0.000000	0	0.248670	0.249970	0.250117	0.251244	0.936392	0.529888	0.559288	0.517899	0.729737	0.355830	0.915375	0.469009	
645000	-464.411350	1	718	0.669754	0.034882	0.669754	0.669754	0.669754	0.669754	0.669754	0.034882	1	0.244304	0.250027	0.249897	0.255773	0.524357	0.775829	0.134517	0.905322	0.525528	0.305835	0.127266	0.836919	
646000	-464.414217	1	544	0.668766	0.085259	0.668766	0.668766	0.668766	0.668766	0.668766	0.000000	1	0.247753	0.250013	0.249891	0.252342	0.364216	0.630744	0.983181	0.700857	0.145467	0.939912	0.843187	0.374790	
647000	-463.967772	1	619	0.647814	0.034609	0.647814	0.647814	0.647814	0.647814	0.647814	0.000000	1	0.247263	0.249959	0.250175	0.252604	0.229731	0.576636	0.654639	0.311093	0.287940	0.997338	0.705763	0.407192	
648000	-465.088527	1	737	0.666389	0.017072	0.666389	0.666389	0.666389	0.000000	0.666389	0.000000	1	0.258336	0.268497	0.195241	0.277926	0.075350	0.040425	0.413547	0.160822	0.727410	0.179869	0.742562	0.033121	
649000	-466.015702	1	313	0.594726	0.053660	0.594726	0.594726	0.594726	0.594726	0.594726	0.000000	0	0.245809	0.250085	0.249866	0.254240	0.542991	0.144393	0.690521	0.489648	0.870082	0.224371	0.575163	0.663556	
650000	-463.841937	1	395	0.601356	0.045146	0.601356	0.601356	0.601356	0.601356	0.601356	0.000000	1	0.245623	0.250035	0.249990	0.254352	0.981931	0.608343	0.433060	0.282111	0.782671	0.407072	0.935291	0.628984	
651000	-464.812298	1	242	0.701637	0.023267	0.701637	0.701637	0.000000	0.701637	0.701637	0.023267	1	0.252830	0.256516	0.231352	0.259301	0.445680	0.966144	0.518683	0.571605	0.336152	0.529785	0.425108	0.362657	
652000	-464.133002	1	710	0.597354	0.032650	0.597354	0.597354	0.597354	0.597354	0.597354	0.000000	1	0.245387	0.249950	0.250309	0.254354	0.442925	0.674896	0.138918	0.336157	0.704781	0.786334	0.554358	0.030513	
653000	-464.182651	1	453	0.643366	0.014764	0.643366	0.643366	0.643366	0.643366	0.643366	0.014764	1	0.241637	0.249934	0.250113	0.258315	0.739651	0.114253	0.050054	0.446932	0.818382	0.180223	0.847024	0.705851	
654000	-464.222447	1	706	0.564743	0.045955	0.564743	0.564743	0.564743	0.564743	0.564743	0.000000	1	0.243614	0.250137	0.249795	0.256454	0.889636	0.327166	0.260629	0.105810	0.904091	0.092346	0.904696	0.061502	
655000	-463.857282	1	875	0.638407	0.064506	0.638407	0.638407	0.638407	0.638407	0.638407	0.000000	1	0.246996	0.250029	0.249893	0.253082	0.649366	0.834943	0.704028	0.609792	0.349864	0.482498	0.273746	0.067459	
656000	-464.302408	1	568	0.661052	0.082160	0.661052	0.661052	0.661052	0.661052	0.661052	0.000000	1	0.247578	0.250018	0.249881	0.252523	0.025738	0.489918	0.976351	0.185213	0.777241	0.823165	0.078574	0.402517	
657000	-464.302408	1	568	0.661052	0.082160	0.661052	0.661052	0.661052	0.661052	0.661052	0.000000	1	0.247578	0.250018	0.249881	0.252523	0.076171	0.443919	0.442471	0.087305	0.738314	0.554929	0.360295	0.380919	
658000	-467.890084	1	282	0.672173	0.020157	0.672173	0.672173	0.672173	0.020157	0.672173	0.000000	0	0.256329	0.266125	0.202366	0.275180	0.110549	0.889126	0.463857	0.920279	0.951835	0.719434	0.510188	0.013405	
659000	-463.908418	1	456	0.622531	0.019782	0.622531	0.622531	0.622531	0.622531	0.622531	0.019782	1	0.240485	0.249992	0.249929	0.259593	0.541759	0.783077	0.657639	0.357509	0.365860	0.006644	0.604382	0.960394	
660000	-464.700108	1	655	0.752094	0.068531	0.752094	0.752094	0.752094	0.752094	0.752094	0.000000	1	0.249036	0.249995	0.249991	0.250979	0.557926	0.906663	0.510160	0.844591	0.824413	0.002312	0.330623	0.195385	
661000	-465.088527	1	737	0.666389	0.017072	0.666389	0.666389	0.666389	0.000000	0.666389	0.000000	1	0.258336	0.268497	0.195241	0.277926	0.957428	0.110732	0.318936	0.894946	0.292854	0.398282	0.405998	0.952964	
662000	-464.063485	1	136	0.651667	0.073952	0.651667	0.651667	0.651667	0.651667	0.651667	0.000000	1	0.247357	0.250023	0.249885	0.252736	0.269051	0.175489	0.805624	0.719938	0.513316	0.804742	0.417575	0.737944	
663000	-463.923032	1	457	0.618171	0.019463	0.618171	0.618171	0.618171	0.618171	0.618171	0.019463	1	0.240111	0.249991	0.249925	0.259973	0.404862	0.329299	0.937761	0.445157	0.873978	0.470849	0.177790	0.865458	
664000	-466.321194	1	135	0.713935	0.063332	0.713935	0.713935	0.713935	0.713935	0.713935	0.000000	0	0.248827	0.249998	0.249994	0.251181	0.274424	0.181284	0.625056	0.519158	0.727958	0.524177	0.125948	0.087923	
665000	-464.133796	1	144	0.707165	0.063302	0.707165	0.707165	0.707165	0.707165	0.707165	0.000000	1	0.248504	0.249997	0.249984	0.251515	0.835513	0.409682	0.337550	0.177584	0.120217	0.403400	0.585180	0.146325	
666000	-464.452983	1	434	0.566122	0.032451	0.566122	0.566122	0.566122	0.566122	0.566122	0.000000	1	0.243627	0.249984	0.250337	0.256052	0.597009	0.729585	0.144257	0.773122	0.788013	0.652030	0.797480	0.730795	
667000	-463.849465	1	394	0.675107	0.045254	0.675107	0.675107	0.675107	0.675107	0.675107	0.000000	1	0.247941	0.249988	0.250044	0.252027	0.161929	0.960101	0.896670	0.683691	0.222797	0.968776	0.624635	0.022654	
668000	-463.846557	1	288	0.620631	0.061583	0.620631	0.620631	0.620631	0.620631	0.620631	0.000000	1	0.246400	0.250048	0.249859	0.253694	0.545778	0.905243	0.862367	0.908036	0.486226	0.511824	0.273479	0.851497	
669000	-468.109920	1	92	0.494995	0.055117	0.494995	0.494995	0.494995	0.055117	0.494995	0.000000	1	0.222070	0.290695	0.126315	0.360920	0.973109	0.399160	0.563809	0.926421	0.788482	0.637899	0.490672	0.322573	
670000	-464.557392	1	630	0.640247	0.030964	0.640247	0.640247	0.640247	0.000000	0.640247	0.000000	1	0.255256	0.274278	0.178575	0.291891	0.706667	0.874929	0.757734	0.319958	0.491592	0.060977	0.891106	0.229147	
671000	-466.049070	1	983	0.622444	0.045867	0.622444	0.622444	0.622444	0.622444	0.622444	0.000000	0	0.246911	0.250014	0.250045	0.253029	0.280692	0.683075	0.560047	0.613210	0.883366	0.347575	0.594877	0.211546	
672000	-464.804055	1	534	0.607907	0.020630	0.607907	0.607907	0.607907	0.000000	0.607907	0.020630	1	0.259657	0.276947	0.172545	0.290851	0.051171	0.417667	0.483821	0.734441	0.678763	0.800729	0.700213	0.907147	
673000	-467.938169	1	774	0.571357	0.027075	0.571357	0.571357	0.571357	0.000000	0.571357	0.000000	0	0.254090	0.283312	0.151616	0.310982	0.786938	0.664192	0.668321	0.845704	0.460764	0.543982	0.896485	0.178939	
674000	-464.601727	1	224	0.693750	0.035851	0.693750	0.693750	0.693750	0.693750	0.693750	0.035851	1	0.245372	0.250016	0.249936	0.254676	0.597501	0.953818	0.616261	0.533873	0.355629	0.239421	0.761508	0.935844	
675000	-466.145166	1	885	0.682804	0.051523	0.682804	0.682804	0.682804	0.682804	0.682804	0.000000	0	0.248386	0.249996	0.250023	0.251594	0.391540	0.148492	0.563910	0.652321	0.208335	0.648989	0.929001	0.561088	
676000	-464.710411	1	153	0.628132	0.000000	0.628132	0.628132	0.628132	0.628132	0.628132	0.028922	1	0.235287	0.249929	0.250190	0.264595	0.599533	0.885122	0.749156	0.881282	0.040713	0.673271	0.498033	0.516913	
677000	-463.801542	1	790	0.632695	0.060696	0.632695	0.632695	0.632695	0.632695	0.632695	0.000000	1	0.246822	0.250031	0.249902	0.253245	0.639695	0.181434	0.403842	0.539209	0.777176	0.973254	0.031251	0.749309	
678000	-464.815117	1	195	0.536939	0.019351	0.536939	0.536939	0.536939	0.536939	0.536939	0.019351	1	0.230909	0.250185	0.249135	0.269771	0.627406	0.609480	0.000410	0.048841	0.396946	0.744127	0.391291	0.263618	
679000	-468.100376	1	539	0.552621	0.038814	0.552621	0.552621	0.552621	0.000000	0.552621	0.000000	0	0.245883	0.288753	0.135304	0.330060	0.249198	0.172031	0.185539	0.641357	0.980126	0.078337	0.743306	0.864847	
680000	-466.327247	1	635	0.680285	0.088700	0.680285	0.680285	0.680285	0.680285	0.680285	0.000000	0	0.248254	0.250012	0.249916	0.251818	0.863214	0.373773	0.726627	0.928856	0.809284	0.973377	0.073702	0.833488	
681000	-463.831792	1	228	0.676779	0.049425	0.676779	0.676779	0.676779	0.676779	0.676779	0.000000	1	0.247977	0.249993	0.250020	0.252009	0.763254	0.678863	0.399703	0.211092	0.967974	0.626304	0.730194	0.324101	
682000	-463.981428	1	233	0.600021	0.022801	0.600021	0.600021	0.600021	0.600021	0.600021	0.022801	1	0.238838	0.250045	0.249752	0.261365	0.764593	0.664437	0.424886	0.877461	0.787145	0.397280	0.240647	0.342930	
683000	-463.898747	1	556	0.613549	0.062815	0.613549	0.613549	0.613549	0.613549	0.613549	0.000000	1	0.246123	0.250061	0.249821	0.253994	0.438821	0.284152	0.898862	0.289612	0.565423	0.066310	0.854482	0.143311	
684000	-463.810764	1	764	0.661988	0.043053	0.661988	0.661988	0.661988	0.661988	0.661988	0.000000	1	0.247647	0.249985	0.250063	0.252305	0.164845	0.955626	0.039373	0.044880	0.380853	0.629262	0.726780	0.326946	
685000	-464.249596	1	702	0.720364	0.044581	0.720364	0.720364	0.720364	0.720364	0.720364	0.000000	1	0.248687	0.249987	0.250035	0.251291	0.317612	0.586607	0.040201	0.064886	0.736826	0.110241	0.427817	0.483252	
686000	-463.848128	1	791	0.638574	0.063999	0.638574	0.638574	0.638574	0.638574	0.638574	0.000000	1	0.247002	0.250029	0.249897	0.253073	0.300850	0.677565	0.369741	0.070401	0.036606	0.126186	0.686679	0.432490	
687000	-466.440932	1	623	0.795457	0.017786	0.795457	0.795457	0.000000	0.017786	0.795457	0.000000	1	0.312701	0.334672	0.000430	0.352197	0.937706	0.631591	0.584014	0.579165	0.983373	0.979940	0.294140	0.174895	
688000	-463.871050	1	559	0.644236	0.065362	0.644236	0.644236	0.644236	0.644236	0.644236	0.000000	1	0.247169	0.250024	0.249903	0.252904	0.576715	0.504577	0.213197	0.148089	0.916709	0.242653	0.472215	0.269024	
689000	-465.395803	1	115	0.664264	0.057186	0.664264	0.664264	0.664264	0.000000	0.664264	0.000000	1	0.249475	0.275452	0.175799	0.299274	0.715208	0.662265	0.955527	0.584930	0.643723	0.706089	0.050649	0.048289	
690000	-463.721134	1	654	0.643469	0.047700	0.643469	0.643469	0.643469	0.643469	0.643469	0.000000	1	0.247163	0.250002	0.250019	0.252817	0.387258	0.661838	0.541024	0.922504	0.883153	0.466054	0.430985	0.717683	
691000	-464.782652	1	614	0.589461	0.000000	0.589461	0.589461	0.589461	0.589461	0.589461	0.031804	1	0.230527	0.249948	0.250058	0.269467	0.900820	0.566777	0.318056	0.844344	0.005950	0.001048	0.747027	0.619717	
692000	-466.440892	1	403	0.608392	0.036100	0.608392	0.608392	0.608392	0.608392	0.608392	0.036100	0	0.240735	0.250109	0.249640	0.259517	0.414022	0.650970	0.718949	0.554049	0.732602	0.538823	0.632825	0.071265	
693000	-464.721632	1	631	0.601417	0.088648	0.601417	0.601417	0.601417	0.601417	0.601417	0.000000	1	0.245474	0.250106	0.249581	0.254839	0.625072	0.593353	0.388411	0.810044	0.327196	0.675133	0.940883	0.772017	
694000	-465.636675	1	886	0.728741	0.021221	0.728741	0.728741	0.021221	0.021221	0.728741	0.000000	1	0.303576	0.334316	0.002102	0.360006	0.791412	0.412317	0.755018	0.406635	0.723356	0.866872	0.583717	0.038784	
695000	-465.628431	1	452	0.636788	0.000000	0.636788	0.636788	0.034016	0.636788	0.636788	0.034016	1	0.251791	0.257275	0.229229	0.261705	0.500177	0.606105	0.408143	0.813699	0.356017	0.283554	0.806598	0.492483	
696000	-465.396491	1	287	0.598847	0.104608	0.598847	0.598847	0.598847	0.598847	0.598847	0.000000	1	0.245229	0.250113	0.249482	0.255177	0.112112	0.996847	0.105521	0.368320	0.524613	0.710936	0.098067	0.207801	
