Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1570777294
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         100000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
455000	-464.943138	1	339	0.583792	0.000000	0.583792	0.583792	0.583792	0.583792	0.583792	0.027319	1	0.229211	0.249846	0.250224	0.270719	0.718156	0.783932	0.206106	0.742430	0.020004	0.741030	0.892436	0.656134	
456000	-463.898747	1	556	0.613549	0.062815	0.613549	0.613549	0.613549	0.613549	0.613549	0.000000	1	0.246123	0.250061	0.249821	0.253994	0.467704	0.608525	0.810402	0.842670	0.817724	0.855543	0.686596	0.381997	
457000	-464.498602	1	7	0.605290	0.011377	0.605290	0.605290	0.605290	0.000000	0.605290	0.011377	1	0.260208	0.276590	0.172000	0.291202	0.474670	0.201238	0.879578	0.136126	0.945514	0.408415	0.792832	0.745948	
458000	-464.551407	1	771	0.624296	0.009589	0.624296	0.624296	0.624296	0.000000	0.624296	0.009589	1	0.260190	0.273892	0.179620	0.286298	0.426653	0.139908	0.591934	0.819195	0.983237	0.648656	0.838263	0.352362	
459000	-465.019887	1	723	0.744757	0.024922	0.744757	0.744757	0.744757	0.000000	0.744757	0.000000	1	0.255294	0.262101	0.214319	0.268287	0.098056	0.948874	0.053811	0.820122	0.241366	0.851600	0.268902	0.461120	
460000	-464.471239	1	382	0.556106	0.059086	0.556106	0.556106	0.556106	0.556106	0.556106	0.000000	1	0.242995	0.250249	0.249402	0.257354	0.510787	0.195281	0.656448	0.668862	0.570650	0.062021	0.458832	0.610071	
461000	-467.170827	1	291	0.628123	0.032877	0.628123	0.628123	0.628123	0.000000	0.628123	0.000000	0	0.254638	0.276093	0.173294	0.295975	0.439814	0.421814	0.074980	0.530303	0.055474	0.476965	0.789270	0.821792	
462000	-464.731095	1	680	0.725115	0.033475	0.725115	0.725115	0.725115	0.000000	0.725115	0.000000	1	0.254790	0.265015	0.205924	0.274271	0.227910	0.588310	0.421354	0.167005	0.589742	0.281390	0.749117	0.919370	
463000	-466.403402	1	35	0.560434	0.051306	0.560434	0.560434	0.560434	0.560434	0.560434	0.000000	0	0.243928	0.250197	0.249673	0.256202	0.239102	0.772024	0.343941	0.962346	0.865895	0.338765	0.132937	0.020525	
464000	-464.724935	1	142	0.680622	0.093507	0.680622	0.680622	0.680622	0.680622	0.680622	0.000000	1	0.247988	0.250008	0.249898	0.252106	0.300788	0.271527	0.382693	0.405710	0.806215	0.194143	0.563433	0.704842	
465000	-463.848505	1	438	0.605380	0.041971	0.605380	0.605380	0.605380	0.605380	0.605380	0.000000	1	0.245796	0.250014	0.250057	0.254133	0.942006	0.599303	0.185688	0.258007	0.222429	0.661854	0.058828	0.668718	
466000	-464.690732	1	758	0.564467	0.073981	0.564467	0.564467	0.564467	0.564467	0.564467	0.000000	1	0.243485	0.250239	0.249300	0.256976	0.447155	0.963907	0.234457	0.922644	0.245561	0.091725	0.808308	0.889181	
467000	-464.207068	1	179	0.693773	0.026971	0.693773	0.693773	0.693773	0.693773	0.693773	0.026971	1	0.245034	0.250003	0.249966	0.254996	0.705555	0.056269	0.259801	0.775989	0.384733	0.856477	0.182627	0.575581	
468000	-464.612857	1	235	0.684029	0.025360	0.684029	0.684029	0.684029	0.000000	0.684029	0.000000	1	0.256508	0.268009	0.196922	0.278562	0.047862	0.918771	0.608309	0.312808	0.041043	0.776606	0.337927	0.292319	
469000	-463.794223	1	628	0.666032	0.056053	0.666032	0.666032	0.666032	0.666032	0.666032	0.000000	1	0.247744	0.250003	0.249982	0.252272	0.283714	0.772074	0.078489	0.295689	0.089556	0.811751	0.151578	0.487044	
470000	-463.894156	1	419	0.621137	0.036738	0.621137	0.621137	0.621137	0.621137	0.621137	0.000000	1	0.246411	0.249973	0.250168	0.253449	0.059679	0.239576	0.807627	0.442729	0.821479	0.531789	0.124007	0.890413	
471000	-464.793449	1	70	0.534752	0.043641	0.534752	0.534752	0.534752	0.534752	0.534752	0.000000	1	0.241304	0.250286	0.249542	0.258868	0.432346	0.531771	0.234663	0.221951	0.332954	0.533513	0.837934	0.008410	
472000	-468.014814	1	301	0.785330	0.015302	0.785330	0.785330	0.785330	0.015302	0.785330	0.015302	0	0.254623	0.258165	0.226106	0.261106	0.133509	0.829174	0.031327	0.600337	0.534079	0.761016	0.512974	0.763735	
473000	-464.324439	1	230	0.688744	0.031331	0.688744	0.688744	0.688744	0.688744	0.688744	0.031331	1	0.244998	0.250012	0.249943	0.255047	0.059151	0.516594	0.376152	0.981596	0.134760	0.340626	0.177710	0.871409	
474000	-464.188021	1	2	0.703775	0.068632	0.703775	0.703775	0.703775	0.703775	0.703775	0.000000	1	0.248448	0.249999	0.249971	0.251582	0.321090	0.350975	0.324981	0.345238	0.073312	0.304569	0.240802	0.016673	
475000	-463.790570	1	844	0.628319	0.059324	0.628319	0.628319	0.628319	0.628319	0.628319	0.000000	1	0.246678	0.250034	0.249899	0.253388	0.229168	0.604749	0.233082	0.635878	0.357453	0.696450	0.734142	0.841530	
476000	-464.912119	1	557	0.749347	0.029543	0.749347	0.749347	0.749347	0.029543	0.749347	0.000000	1	0.253381	0.260121	0.220228	0.266271	0.247911	0.514844	0.629657	0.192547	0.673850	0.534676	0.756103	0.052605	
477000	-464.465046	1	200	0.550376	0.044815	0.550376	0.550376	0.550376	0.550376	0.550376	0.000000	1	0.242594	0.250196	0.249698	0.257512	0.794693	0.256500	0.931787	0.855454	0.257147	0.985109	0.164969	0.862687	
478000	-464.522022	1	688	0.675919	0.029302	0.675919	0.675919	0.675919	0.000000	0.675919	0.000000	1	0.255865	0.269573	0.192418	0.282144	0.770527	0.481498	0.105364	0.616399	0.851818	0.102702	0.307288	0.975605	
479000	-463.942923	1	923	0.657907	0.068278	0.657907	0.657907	0.657907	0.657907	0.657907	0.000000	1	0.247533	0.250016	0.249919	0.252532	0.468587	0.797386	0.248088	0.436333	0.523429	0.923860	0.735102	0.643106	
480000	-463.923229	1	953	0.591410	0.044128	0.591410	0.591410	0.591410	0.591410	0.591410	0.000000	1	0.245148	0.250048	0.249981	0.254823	0.131447	0.916345	0.733824	0.157052	0.070629	0.104274	0.635519	0.959695	
481000	-466.254334	1	385	0.688462	0.000000	0.688462	0.688462	0.688462	0.688462	0.688462	0.014748	1	0.240110	0.249814	0.250494	0.259583	0.352198	0.478072	0.935174	0.028363	0.287763	0.437472	0.474446	0.792359	
482000	-463.821730	1	273	0.609210	0.055749	0.609210	0.609210	0.609210	0.609210	0.609210	0.000000	1	0.245961	0.250056	0.249869	0.254114	0.407450	0.815031	0.045434	0.999791	0.520826	0.448346	0.736057	0.232097	
483000	-464.058577	1	499	0.577079	0.049601	0.577079	0.577079	0.577079	0.577079	0.577079	0.000000	1	0.244379	0.250114	0.249797	0.255711	0.773096	0.242045	0.674756	0.885938	0.866115	0.562000	0.815515	0.735834	
484000	-464.527201	1	402	0.734036	0.071214	0.734036	0.734036	0.734036	0.734036	0.734036	0.000000	1	0.248848	0.249995	0.249983	0.251174	0.253195	0.674571	0.169370	0.201075	0.485891	0.117750	0.671991	0.532148	
485000	-463.739915	1	975	0.636653	0.055730	0.636653	0.636653	0.636653	0.636653	0.636653	0.000000	1	0.246955	0.250021	0.249945	0.253079	0.617269	0.677871	0.205447	0.385319	0.749479	0.822557	0.549029	0.821358	
486000	-464.410061	1	754	0.705353	0.017596	0.705353	0.705353	0.705353	0.705353	0.705353	0.017596	1	0.245135	0.249978	0.250037	0.254851	0.607711	0.904966	0.504869	0.696478	0.105549	0.571820	0.809841	0.512287	
487000	-464.180006	1	51	0.694918	0.036410	0.694918	0.694918	0.694918	0.694918	0.694918	0.000000	1	0.248302	0.249973	0.250093	0.251632	0.107141	0.886688	0.459184	0.929613	0.920224	0.283565	0.010758	0.651429	
488000	-464.640846	1	523	0.613564	0.010003	0.613564	0.613564	0.000000	0.613564	0.613564	0.010003	1	0.250137	0.259926	0.220922	0.269015	0.929927	0.459064	0.480366	0.125280	0.894949	0.472237	0.656109	0.534056	
489000	-464.188021	1	2	0.703775	0.068632	0.703775	0.703775	0.703775	0.703775	0.703775	0.000000	1	0.248448	0.249999	0.249971	0.251582	0.381833	0.980873	0.563042	0.502777	0.182075	0.022332	0.765487	0.973900	
490000	-467.530439	1	61	0.628314	0.023738	0.628314	0.628314	0.628314	0.628314	0.628314	0.000000	0	0.247017	0.249847	0.250601	0.252535	0.546741	0.202461	0.738486	0.667302	0.427053	0.300112	0.053989	0.957483	
491000	-466.037242	1	468	0.649236	0.047644	0.649236	0.649236	0.649236	0.649236	0.649236	0.000000	0	0.247689	0.250001	0.250042	0.252268	0.731085	0.311924	0.535137	0.508588	0.453433	0.123794	0.383307	0.886981	
492000	-464.000332	1	849	0.591011	0.038740	0.591011	0.591011	0.591011	0.591011	0.591011	0.000000	1	0.245112	0.250013	0.250112	0.254763	0.292334	0.669769	0.471493	0.701808	0.807253	0.852471	0.323678	0.874386	
493000	-465.415802	1	431	0.517912	0.061749	0.517912	0.517912	0.517912	0.517912	0.517912	0.000000	1	0.239614	0.250604	0.248527	0.261255	0.166846	0.423325	0.951098	0.063247	0.867448	0.329265	0.141453	0.694467	
494000	-464.732130	1	763	0.616207	0.039988	0.616207	0.616207	0.616207	0.039988	0.616207	0.000000	1	0.249433	0.273742	0.180250	0.296575	0.251207	0.493389	0.447648	0.997705	0.957129	0.276628	0.317052	0.212292	
495000	-463.730835	1	467	0.641658	0.045709	0.641658	0.641658	0.641658	0.641658	0.641658	0.000000	1	0.247108	0.249998	0.250037	0.252857	0.391056	0.476725	0.115231	0.315318	0.468695	0.338209	0.011738	0.214774	
496000	-465.138201	1	261	0.592992	0.022948	0.592992	0.592992	0.000000	0.592992	0.592992	0.022948	1	0.253909	0.263624	0.211462	0.271005	0.767953	0.608547	0.806945	0.087043	0.254936	0.322848	0.888589	0.319703	
497000	-465.553728	1	169	0.746990	0.000000	0.746990	0.746990	0.746990	0.746990	0.746990	0.050361	1	0.244774	0.250032	0.250037	0.255158	0.273486	0.405051	0.635893	0.200693	0.056660	0.196344	0.858673	0.367983	
498000	-464.078399	1	696	0.599550	0.033722	0.599550	0.599550	0.599550	0.599550	0.599550	0.000000	1	0.245498	0.249960	0.250268	0.254274	0.138052	0.504835	0.657484	0.242067	0.413920	0.583544	0.886316	0.905681	
499000	-466.219619	1	279	0.527584	0.034335	0.527584	0.527584	0.527584	0.034335	0.527584	0.000000	1	0.242677	0.286266	0.142220	0.328837	0.070155	0.915638	0.899510	0.140664	0.043573	0.196765	0.474690	0.401768	
500000	-465.056212	1	272	0.710289	0.000000	0.710289	0.710289	0.710289	0.710289	0.710289	0.045862	1	0.242851	0.250034	0.250045	0.257069	0.182092	0.067021	0.873603	0.286560	0.052542	0.895692	0.177299	0.105976	
501000	-464.445404	1	699	0.669858	0.013484	0.669858	0.669858	0.669858	0.669858	0.669858	0.013484	1	0.243216	0.249935	0.250137	0.256713	0.511822	0.394662	0.369050	0.946146	0.011965	0.155444	0.918541	0.229141	
502000	-463.892745	1	78	0.686228	0.054079	0.686228	0.686228	0.686228	0.686228	0.686228	0.000000	1	0.248160	0.249996	0.250002	0.251842	0.900748	0.619886	0.563808	0.275851	0.591403	0.871978	0.543974	0.734575	
503000	-465.259605	1	263	0.563781	0.000000	0.563781	0.563781	0.563781	0.563781	0.563781	0.049386	1	0.228388	0.250259	0.249487	0.271867	0.621226	0.134760	0.600081	0.418759	0.814616	0.247585	0.596866	0.686074	
504000	-465.229750	1	255	0.549064	0.023714	0.549064	0.549064	0.549064	0.549064	0.549064	0.000000	1	0.242199	0.249755	0.251192	0.256854	0.602395	0.021972	0.721662	0.707443	0.409842	0.127685	0.251939	0.536770	
505000	-465.323652	1	796	0.672905	0.020801	0.672905	0.672905	0.020801	0.000000	0.672905	0.000000	1	0.296566	0.334882	0.000428	0.368125	0.398177	0.243663	0.624073	0.190274	0.369510	0.430347	0.727285	0.043984	
506000	-466.126416	1	633	0.602608	0.045058	0.602608	0.602608	0.602608	0.602608	0.602608	0.000000	0	0.246166	0.250036	0.250030	0.253768	0.701128	0.193875	0.682804	0.496055	0.518904	0.631712	0.198070	0.109413	
507000	-465.654736	1	338	0.698984	0.000000	0.698984	0.698984	0.000000	0.698984	0.698984	0.026081	1	0.250798	0.255038	0.235376	0.258789	0.962026	0.539370	0.306836	0.769697	0.222549	0.331099	0.460055	0.849954	
508000	-465.593379	1	389	0.595906	0.017566	0.595906	0.595906	0.000000	0.000000	0.595906	0.000000	1	0.287607	0.334684	0.000000	0.377709	0.464624	0.168979	0.675139	0.578670	0.444651	0.218317	0.915624	0.284298	
509000	-465.748539	1	84	0.702121	0.000000	0.702121	0.702121	0.000000	0.702121	0.702121	0.022009	1	0.249033	0.254011	0.238316	0.258640	0.106325	0.958049	0.587345	0.781520	0.374111	0.940024	0.755018	0.441614	
510000	-465.397426	1	838	0.524042	0.029396	0.524042	0.524042	0.524042	0.524042	0.524042	0.000000	1	0.240123	0.250057	0.250465	0.259355	0.178983	0.540709	0.905224	0.487652	0.975257	0.388341	0.180248	0.976188	
511000	-464.704269	1	531	0.669913	0.093850	0.669913	0.669913	0.669913	0.669913	0.669913	0.000000	1	0.247754	0.250013	0.249875	0.252357	0.430039	0.372669	0.543784	0.953073	0.772944	0.930153	0.815485	0.327615	
512000	-465.335566	1	597	0.637783	0.021968	0.637783	0.637783	0.000000	0.021968	0.637783	0.000000	1	0.289371	0.334733	0.000724	0.375172	0.019545	0.086377	0.685021	0.246689	0.772019	0.264207	0.147567	0.188795	
513000	-464.760688	1	410	0.641843	0.021169	0.641843	0.641843	0.641843	0.021169	0.641843	0.000000	1	0.256261	0.269736	0.191702	0.282301	0.493598	0.109570	0.968277	0.058654	0.172835	0.964718	0.587538	0.403700	
514000	-464.302408	1	568	0.661052	0.082160	0.661052	0.661052	0.661052	0.661052	0.661052	0.000000	1	0.247578	0.250018	0.249881	0.252523	0.938626	0.357424	0.017816	0.321857	0.123990	0.504894	0.059181	0.358383	
515000	-464.133796	1	144	0.707165	0.063302	0.707165	0.707165	0.707165	0.707165	0.707165	0.000000	1	0.248504	0.249997	0.249984	0.251515	0.953962	0.129904	0.171444	0.994865	0.463253	0.833577	0.778686	0.285909	
516000	-464.581798	1	44	0.622739	0.010068	0.622739	0.622739	0.000000	0.622739	0.622739	0.010068	1	0.250274	0.259299	0.222753	0.267675	0.888697	0.464509	0.075040	0.994931	0.687582	0.696882	0.815485	0.269701	
517000	-463.806125	1	761	0.608941	0.053819	0.608941	0.608941	0.608941	0.608941	0.608941	0.000000	1	0.245953	0.250052	0.249889	0.254106	0.077775	0.825719	0.082599	0.701869	0.128198	0.158156	0.222134	0.199104	
518000	-464.713153	1	318	0.551904	0.027899	0.551904	0.551904	0.551904	0.551904	0.551904	0.027899	1	0.234199	0.250273	0.249039	0.266489	0.659446	0.192533	0.392937	0.436185	0.226189	0.306501	0.655559	0.746836	
519000	-465.144727	1	197	0.578881	0.027982	0.578881	0.578881	0.578881	0.000000	0.578881	0.000000	1	0.253809	0.282507	0.153981	0.309703	0.018747	0.183338	0.373134	0.999688	0.397549	0.885219	0.529591	0.252316	
520000	-463.920347	1	67	0.590030	0.047762	0.590030	0.590030	0.590030	0.590030	0.590030	0.000000	1	0.245083	0.250069	0.249904	0.254945	0.053031	0.621173	0.066887	0.681177	0.552561	0.487351	0.727683	0.171988	
521000	-464.207068	1	179	0.693773	0.026971	0.693773	0.693773	0.693773	0.693773	0.693773	0.026971	1	0.245034	0.250003	0.249966	0.254996	0.115656	0.216054	0.292474	0.308543	0.679654	0.217196	0.520076	0.661258	
522000	-466.222936	1	665	0.681111	0.047485	0.681111	0.681111	0.681111	0.681111	0.681111	0.000000	0	0.248360	0.249992	0.250044	0.251605	0.150854	0.199331	0.898858	0.697732	0.720406	0.751592	0.874385	0.186126	
523000	-464.505987	1	837	0.643033	0.036496	0.643033	0.643033	0.643033	0.036496	0.643033	0.000000	1	0.251731	0.270360	0.190223	0.287686	0.661115	0.451253	0.702681	0.711403	0.982563	0.914855	0.554989	0.108560	
524000	-463.848505	1	438	0.605380	0.041971	0.605380	0.605380	0.605380	0.605380	0.605380	0.000000	1	0.245796	0.250014	0.250057	0.254133	0.042742	0.549516	0.471889	0.402815	0.338906	0.652491	0.555568	0.347777	
525000	-465.954222	1	795	0.623821	0.073610	0.623821	0.623821	0.623821	0.623821	0.623821	0.000000	0	0.246873	0.250061	0.249816	0.253250	0.116606	0.815206	0.004985	0.517171	0.131177	0.874997	0.987829	0.812210	
526000	-464.621884	1	441	0.679794	0.021897	0.679794	0.679794	0.000000	0.679794	0.679794	0.021897	1	0.252964	0.257529	0.228437	0.261070	0.861311	0.685835	0.782390	0.463801	0.901928	0.062597	0.529605	0.269196	
527000	-464.180055	1	198	0.598075	0.070756	0.598075	0.598075	0.598075	0.598075	0.598075	0.000000	1	0.245419	0.250104	0.249672	0.254805	0.180258	0.003032	0.620973	0.004030	0.669893	0.960539	0.798157	0.973262	
528000	-463.949317	1	371	0.653209	0.025576	0.653209	0.653209	0.653209	0.653209	0.653209	0.025576	1	0.242960	0.250013	0.249915	0.257112	0.473043	0.977484	0.075823	0.717319	0.600431	0.893283	0.483331	0.157825	
529000	-465.145852	1	590	0.690691	0.000000	0.690691	0.690691	0.690691	0.690691	0.690691	0.057652	1	0.242077	0.250070	0.250024	0.257829	0.241593	0.068548	0.965778	0.853826	0.778736	0.922209	0.234808	0.899165	
530000	-465.396491	1	287	0.598847	0.104608	0.598847	0.598847	0.598847	0.598847	0.598847	0.000000	1	0.245229	0.250113	0.249482	0.255177	0.872317	0.613684	0.613780	0.225305	0.759678	0.408929	0.194465	0.992449	
531000	-465.076442	1	58	0.633289	0.048440	0.633289	0.633289	0.633289	0.000000	0.633289	0.000000	1	0.249897	0.278318	0.167066	0.304719	0.426819	0.912138	0.645548	0.961949	0.481159	0.493599	0.000763	0.300512	
532000	-464.356185	1	546	0.660341	0.017507	0.660341	0.660341	0.660341	0.000000	0.660341	0.017507	1	0.259241	0.270045	0.191848	0.278866	0.265493	0.849029	0.303093	0.921511	0.483876	0.654156	0.830657	0.760036	
533000	-463.875446	1	640	0.682743	0.047978	0.682743	0.682743	0.682743	0.682743	0.682743	0.000000	1	0.248095	0.249990	0.250028	0.251887	0.866029	0.647150	0.271439	0.394467	0.460686	0.679587	0.455744	0.451343	
534000	-463.738807	1	408	0.630767	0.044752	0.630767	0.630767	0.630767	0.630767	0.630767	0.000000	1	0.246766	0.250002	0.250040	0.253192	0.558230	0.450917	0.330955	0.669842	0.266269	0.303950	0.095780	0.368914	
535000	-466.683312	1	783	0.614839	0.032469	0.614839	0.614839	0.614839	0.614839	0.614839	0.000000	0	0.246618	0.249943	0.250322	0.253118	0.961059	0.128922	0.689596	0.913982	0.473619	0.558326	0.823221	0.312518	
536000	-464.541505	1	974	0.651479	0.089778	0.651479	0.651479	0.651479	0.651479	0.651479	0.000000	1	0.247301	0.250026	0.249835	0.252837	0.732545	0.531437	0.020764	0.470899	0.101474	0.386757	0.327034	0.449300	
537000	-466.186926	1	690	0.603325	0.081457	0.603325	0.603325	0.603325	0.603325	0.603325	0.000000	0	0.246041	0.250108	0.249661	0.254191	0.059204	0.502629	0.481181	0.683164	0.696842	0.120297	0.310985	0.414472	
538000	-464.577629	1	840	0.681510	0.089018	0.681510	0.681510	0.681510	0.681510	0.681510	0.000000	1	0.248018	0.250007	0.249908	0.252067	0.125041	0.707393	0.088073	0.549305	0.445195	0.805279	0.140720	0.894333	
539000	-464.185710	1	211	0.701988	0.069281	0.701988	0.701988	0.701988	0.701988	0.701988	0.000000	1	0.248419	0.249999	0.249969	0.251613	0.220815	0.733309	0.316429	0.386862	0.133941	0.187042	0.870484	0.807543	
540000	-464.185481	1	203	0.718783	0.049386	0.718783	0.718783	0.718783	0.718783	0.718783	0.000000	1	0.248669	0.249990	0.250020	0.251321	0.270560	0.815735	0.487616	0.723867	0.976929	0.393515	0.386282	0.970563	
541000	-464.733657	1	48	0.638799	0.000000	0.638799	0.638799	0.638799	0.638799	0.638799	0.049602	1	0.237696	0.250089	0.249977	0.262239	0.933509	0.320702	0.095353	0.392965	0.547733	0.985002	0.066045	0.226623	
542000	-463.972328	1	267	0.693683	0.058480	0.693683	0.693683	0.693683	0.693683	0.693683	0.000000	1	0.248291	0.249997	0.249990	0.251722	0.689470	0.683313	0.237565	0.725880	0.880483	0.970841	0.421464	0.978967	
543000	-465.303711	1	658	0.587702	0.018455	0.587702	0.587702	0.587702	0.587702	0.587702	0.000000	1	0.244618	0.249593	0.251481	0.254308	0.702988	0.798317	0.246157	0.209930	0.265065	0.977918	0.831445	0.270871	
544000	-464.132452	1	373	0.704437	0.041638	0.704437	0.704437	0.704437	0.704437	0.704437	0.000000	1	0.248462	0.249983	0.250054	0.251502	0.009109	0.552317	0.913183	0.029856	0.271560	0.789412	0.327021	0.681184	
545000	-464.886117	1	738	0.591672	0.000000	0.591672	0.591672	0.591672	0.591672	0.591672	0.047951	1	0.232279	0.250153	0.249784	0.267784	0.134848	0.070918	0.230096	0.060833	0.330741	0.139382	0.807948	0.696878	
546000	-463.949317	1	371	0.653209	0.025576	0.653209	0.653209	0.653209	0.653209	0.653209	0.025576	1	0.242960	0.250013	0.249915	0.257112	0.220206	0.526301	0.584529	0.971881	0.936473	0.592938	0.654055	0.209189	
547000	-464.601727	1	224	0.693750	0.035851	0.693750	0.693750	0.693750	0.693750	0.693750	0.035851	1	0.245372	0.250016	0.249936	0.254676	0.045024	0.390427	0.653760	0.593820	0.321665	0.302189	0.780424	0.905792	
548000	-464.701866	1	9	0.554931	0.030537	0.554931	0.554931	0.554931	0.554931	0.554931	0.000000	1	0.242819	0.249970	0.250456	0.256755	0.768096	0.961262	0.006141	0.152340	0.711979	0.308605	0.758715	0.828837	
549000	-464.179177	1	317	0.718123	0.056834	0.718123	0.718123	0.718123	0.718123	0.718123	0.000000	1	0.248660	0.249993	0.250002	0.251345	0.465343	0.859861	0.694619	0.562778	0.725651	0.562596	0.903864	0.772687	
550000	-464.754444	1	561	0.676013	0.048242	0.676013	0.676013	0.676013	0.048242	0.676013	0.000000	1	0.249856	0.267068	0.200138	0.282938	0.640247	0.387023	0.440861	0.710726	0.051532	0.300830	0.297069	0.465120	
551000	-464.286883	1	988	0.666875	0.016461	0.666875	0.666875	0.000000	0.666875	0.666875	0.016461	1	0.252072	0.257631	0.227918	0.262380	0.147571	0.247466	0.548166	0.247207	0.094574	0.386254	0.496068	0.462971	
552000	-466.268509	1	223	0.705446	0.073096	0.705446	0.705446	0.705446	0.705446	0.705446	0.000000	0	0.248700	0.250002	0.249972	0.251326	0.517702	0.522031	0.030334	0.175209	0.127527	0.555824	0.988097	0.770357	
553000	-464.945348	1	429	0.614350	0.000000	0.614350	0.614350	0.614350	0.614350	0.614350	0.023943	1	0.233216	0.249822	0.250382	0.266580	0.759991	0.805180	0.991709	0.494029	0.869386	0.579438	0.041529	0.118780	
554000	-463.908418	1	456	0.622531	0.019782	0.622531	0.622531	0.622531	0.622531	0.622531	0.019782	1	0.240485	0.249992	0.249929	0.259593	0.217033	0.698661	0.473226	0.831146	0.917623	0.226225	0.207934	0.418384	
555000	-465.871941	1	254	0.648228	0.061983	0.648228	0.648228	0.648228	0.648228	0.648228	0.000000	0	0.247638	0.250023	0.249945	0.252394	0.491459	0.560875	0.954026	0.648035	0.895620	0.318734	0.062188	0.520099	
556000	-464.695731	1	249	0.551181	0.015358	0.551181	0.551181	0.551181	0.551181	0.551181	0.015358	1	0.232335	0.249978	0.249750	0.267937	0.597057	0.213128	0.864415	0.585915	0.104426	0.677384	0.182401	0.195696	
557000	-464.034061	1	517	0.675650	0.069872	0.675650	0.675650	0.675650	0.675650	0.675650	0.000000	1	0.247938	0.250007	0.249941	0.252114	0.158454	0.049381	0.993009	0.592946	0.904824	0.083789	0.421575	0.191793	
558000	-466.724186	1	789	0.647461	0.042415	0.647461	0.647461	0.647461	0.647461	0.647461	0.042415	0	0.243623	0.250059	0.249813	0.256505	0.387896	0.498710	0.336406	0.711587	0.650858	0.568638	0.511945	0.130244	
